"Identifier","Days","Species","Total.sitings","Total.herds","Mean.herd.size","Sd.herd.size","Min.herd.size","Med.herd.size","Max.herd.size","Upper.herd.size","Mean.distance.from.herd","Sd.distance.from.herd","Min.distance.from.herd","Med.distance.from.herd","Max.distance.from.herd","Upper.distance.from.herd","Mean.distance.from.opp.herd","Sd.distance.from.opp.herd","Min.distance.from.opp.herd","Med.distance.from.opp.herd","Max.distance.from.opp.herd","Upper.distance.from.opp.herd","Mean.distance.from.mob","Sd.distance.from.mob","Min.distance.from.mob","Med.distance.from.mob","Max.distance.from.mob","Upper.distance.from.mob","Mean.cattle.density","Sd.cattle.density","Min.cattle.density","Med.cattle.density","Max.cattle.density","Upper.cattle.density","Mean.distance.to.water","Sd.distance.to.water","Min.distance.to.water","Med.distance.to.water","Max.distance.to.water","Upper.distance.to.water","Mean.midday.distance.to.water","Sd.midday.distance.to.water","Min.midday.distance.to.water","Med.midday.distance.to.water","Max.midday.distance.to.water","Upper.midday.distance.to.water","Mean.NDVI","Sd.NDVI","Min.NDVI","Med.NDVI","Max.NDVI","Upper.NDVI","Mean.EVI","Sd.EVI","Min.EVI","Med.EVI","Max.EVI","Upper.EVI","Mean.X.cover","Sd.X.cover","Min.X.cover","Med.X.cover","Max.X.cover","Upper.X.cover","Mean.X.green","Sd.X.green","Min.X.green","Med.X.green","Max.X.green","Upper.X.green","Mean.grass.height","Sd.grass.height","Mean.density","Sd.density","Total.cattle","X.Standing","X.Grazing","X.Walking","X.Drinking","X.Resting","X.light","X.medium","X.open grassland","X.thick","X.OG","X.MB","X.LB","X.hock","X.hoof","X.belly","X.Lh","X.Combined","Exp.1","Exp.2","Random.NDVI"
"PZ9",21,"PZ",95,21,8.63636363636364,5.08473651771116,1,8,20,9,469.084805689486,311.012559997651,215.225022932659,239.556181888517,1077.06446319069,705.623119792293,NA,NA,NA,NA,NA,NA,1224.3711324398,734.097236457089,0,1497.15183659292,2030.89796532898,1756.29278289669,13.9260575205409,10.2759754319115,0,13.5281701628111,40.1866231307036,14.3239448782706,2349.32741413353,2016.35182993995,456.175323497974,2010.88160089947,6168.79722330707,2691.6831178479,3654.89534410402,1884.14981162666,2010.88160089947,2691.6831178479,6168.79722330707,5170.82006002172,0.313390909090909,0.0200088707600131,0.2958,0.3045,0.3563,0.31585,0.170481818181818,0.0141496161207164,0.1576,0.1641,0.2004,0.173,0.780606060606061,0.104709313836165,0.64,0.76,1,0.84,0.4155092627737,0.0842187023879308,0.215384615384615,0.4375,0.541666666666667,0.442307692307692,10.7536363636364,6.83928983554181,9.60717111027442,2.83212876433881,915,0,0.636363636363636,0.363636363636364,0,0,0.909090909090909,0.0909090909090909,0,0,0.272727272727273,0.545454545454545,0.181818181818182,0.0909090909090909,0.909090909090909,0,0,0.636363636363636,"After","After",0.310024231875003
"CT7",21,"Cattle",915,8,114.375,42.5472426502924,50,102.5,170,147.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.4911989230815,9.80866411846954,7.95774715459477,20.0933115653518,32.2288759761088,28.0510587199466,2438.69353802706,1527.64513707886,590.654882278551,2437.71456591443,4855.65616188716,3027.51214794089,4535.06922756159,453.378390442827,4214.48229323603,4535.06922756159,4855.65616188716,4695.36269472438,0.3149625,0.014898316060165,0.2917,0.32195,0.3306,0.325525,0.1727875,0.0117678056578106,0.1635,0.1685,0.2002,0.173275,0.72,0.109021623019079,0.64,0.66,0.92,0.78,0.423573876345499,0.0570929198168878,0.333333333333333,0.413019079685746,0.505882352941176,0.455018440463646,7.315,3.16158640106965,54.5105680089741,24.7842626646764,915,0,0.75,0.25,0,0,1,0,0,0,0.125,0.25,0.625,0.25,0.75,0,0,0,"After","After",0.310024231875003
"GZ9",21,"GZ",56,21,5.6,3.59629438913631,1,5.5,11,8.75,686.601796649929,468.927144849024,215.225022932659,705.623119792293,1572.20196364873,1015.44147550786,NA,NA,NA,NA,NA,NA,1285.66700729607,707.461445264779,0,1405.49351971016,2030.89796532898,1897.00761355041,13.0904940693084,10.4977435025812,0,12.3345080896219,40.1866231307036,14.1250011994057,2214.67565976465,1849.51231120265,456.175323497974,1617.51875777815,6168.79722330707,2719.72091970572,3587.37286122507,1699.30374267082,2010.88160089947,2770.71638155531,6168.79722330707,4419.73456620654,0.31245,0.015659803461233,0.2958,0.30535,0.3451,0.32325,0.17078,0.0127559833455172,0.1585,0.1665,0.1931,0.1752,0.798666666666667,0.101631141334184,0.666666666666667,0.8,1,0.84,0.363885553052264,0.127434591018779,0.122448979591837,0.415620094191523,0.541666666666667,0.441105769230769,9.749,5.75796733038472,8.43521198387046,4.401049072622,915,0.1,0.6,0.3,0,0,0.9,0.1,0,0,0.3,0.5,0.2,0.2,0.8,0,0,0.7,"After","After",0.310024231875003
"PZ10",23,"PZ",25,5,8.33333333333333,4.04145188432738,4,9,12,10.5,626.311467420855,876.1425503946,120.470330102048,120.470330102048,1637.99374205847,879.232036080259,NA,NA,NA,NA,NA,NA,1296.57168863321,1125.80257044809,597.687533452493,696.749771933505,2595.27776051364,1646.01376622357,19.3638514095139,16.7695872357462,0,29.0457771142709,29.0457771142709,29.0457771142709,4522.00034733935,1142.24863076278,3805.82741422856,3920.89226538592,5839.28136240358,4880.08681389475,5839.28136240358,NA,5839.28136240358,5839.28136240358,5839.28136240358,5839.28136240358,0.283066666666667,0.0162235425642285,0.2737,0.2737,0.3018,0.28775,0.157066666666667,0.0209000797446645,0.145,0.145,0.1812,0.1631,0.822222222222222,0.0192450089729873,0.8,0.833333333333333,0.833333333333333,0.833333333333333,0.273062623446032,0.0256074666275286,0.258278145695364,0.258278145695364,0.302631578947368,0.280454862321366,27.7533333333333,9.52050593893693,5.94178454209743,4.04307856642648,365,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0.666666666666667,0,0,0.333333333333333,0,0.666666666666667,0,1,0,0,0,"After","After",0.305383870625003
"CT8",23,"Cattle",365,2,182.5,229.809703885628,20,182.5,345,263.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.0457771142709,0,29.0457771142709,29.0457771142709,29.0457771142709,29.0457771142709,3052.50135593171,633.745174510229,2604.37584549128,3052.50135593171,3500.62686637215,3276.56411115193,NA,NA,NA,NA,NA,NA,0.2921,0.0076367532368147,0.2867,0.2921,0.2975,0.2948,0.1507,0.00197989898732235,0.1493,0.1507,0.1521,0.1514,0.72,0.113137084989848,0.64,0.72,0.8,0.76,0.3375,0.0883883476483184,0.275,0.3375,0.4,0.36875,5.44,3.67695526217005,58.0915542285419,73.150700687765,365,0,1,0,0,0,0.5,0.5,0,0,0.5,0.5,0,0,1,0,0,0,"After","After",0.305383870625003
"GZ10",23,"GZ",10,5,5,0,5,5,5,5,837.292510023144,660.54463174249,370.216921641659,837.292510023144,1304.36809840463,1070.83030421389,NA,NA,NA,NA,NA,NA,902.49340472373,87.9992882242067,840.268511280804,902.49340472373,964.718298166656,933.605851445193,29.0457771142709,0,29.0457771142709,29.0457771142709,29.0457771142709,29.0457771142709,3698.3736876846,836.714449405468,3106.72722659322,3698.3736876846,4290.02014877597,3994.19691823028,3698.3736876846,836.714449405468,3106.72722659322,3698.3736876846,4290.02014877597,3994.19691823028,0.2831,0.0213546247918337,0.268,0.2831,0.2982,0.29065,0.15075,0.0118086832458153,0.1424,0.15075,0.1591,0.154925,0.6,0.113137084989848,0.52,0.6,0.68,0.64,0.394736842105263,0.148864585512958,0.289473684210526,0.394736842105263,0.5,0.447368421052632,9.84,6.27910821693654,4.93380323584875,4.72666065982481,365,0.5,0,0.5,0,0,0.5,0.5,0,0,1,0,0,0,0.5,0.5,0,0,"After","After",0.305383870625003
"PZ11",26,"PZ",15,4,5,1,4,5,6,5.5,1762.44901070888,1291.47534160825,1016.81537457959,1016.81537457959,3253.71628296745,2135.26582877352,NA,NA,NA,NA,NA,NA,1013.63502477871,629.092872970576,291.357239502092,1307.73703581965,1441.81079901439,1374.77391741702,19.735212943395,6.61594674506153,15.9154943091895,15.9154943091895,27.374650211806,21.6450722604977,3312.58743891262,1792.15646458175,1252.24006137851,4175.2758851704,4510.24637018896,4342.76112767968,4342.76112767968,236.859901453971,4175.2758851704,4342.76112767968,4510.24637018896,4426.50374893432,0.300433333333333,0.0157424055764465,0.2886,0.2944,0.3183,0.30635,0.1711,0.00292061637330205,0.1684,0.1707,0.1742,0.17245,0.666666666666667,0.100664459136943,0.56,0.68,0.76,0.72,0.379806763285024,0.0469979539284207,0.326086956521739,0.4,0.413333333333333,0.406666666666667,7.57333333333333,4.12646741576052,2.44037579407573,1.20510177946658,544,0,0.666666666666667,0.333333333333333,0,0,0.666666666666667,0.333333333333333,0,0,0.666666666666667,0,0.333333333333333,0.333333333333333,0,0.666666666666667,0,0.333333333333333,"After","After",0.298423328750004
"CT9",26,"Cattle",544,2,272,101.823376490863,200,272,344,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.6450722604977,8.10284684541398,15.9154943091895,21.6450722604977,27.374650211806,24.5098612361519,2923.86505497929,2453.20753187667,1189.18537353138,2923.86505497929,4658.5447364272,3791.20489570325,4658.5447364272,NA,4658.5447364272,4658.5447364272,4658.5447364272,4658.5447364272,0.30125,0.00770746391493334,0.2958,0.30125,0.3067,0.303975,0.1792,0.00395979797464466,0.1764,0.1792,0.182,0.1806,0.68,0,0.68,0.68,0.68,0.68,0.486882716049383,0.0774762059633409,0.432098765432099,0.486882716049383,0.541666666666667,0.514274691358025,10.06,3.76180807591243,86.5802890419911,32.4113873816558,544,0,1,0,0,0,1,0,0,0,0.5,0.5,0,0.5,0,0.5,0,0,"After","After",0.298423328750004
"GZ11",26,"GZ",8,4,8,NA,8,8,8,8,1016.81537457959,NA,1016.81537457959,1016.81537457959,1016.81537457959,1016.81537457959,NA,NA,NA,NA,NA,NA,291.357239502092,NA,291.357239502092,291.357239502092,291.357239502092,291.357239502092,15.9154943091895,NA,15.9154943091895,15.9154943091895,15.9154943091895,15.9154943091895,4510.24637018896,NA,4510.24637018896,4510.24637018896,4510.24637018896,4510.24637018896,4510.24637018896,NA,4510.24637018896,4510.24637018896,4510.24637018896,4510.24637018896,0.2886,NA,0.2886,0.2886,0.2886,0.2886,0.1684,NA,0.1684,0.1684,0.1684,0.1684,0.76,NA,0.76,0.76,0.76,0.76,0.413333333333333,NA,0.413333333333333,0.413333333333333,0.413333333333333,0.413333333333333,12.32,NA,3.81971863420549,NA,544,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,"After","After",0.298423328750004
"PZ12",27,"PZ",110,15,8.46153846153846,6.27980074810479,2,6,24,10,881.696630028555,309.572540852289,201.189864481016,861.610992644756,1453.60261045639,955.938232484436,NA,NA,NA,NA,NA,NA,1002.03097723936,378.866429490612,436.85200597342,1098.21689457794,1576.39496730815,1231.36070847084,22.7652782061061,18.3032930753593,8.3556345123245,16.711269024649,64.2190195375798,27.6133826264438,2645.06978249767,991.408565256526,914.135280489274,2836.93583446282,4046.91538197865,3162.55894378083,2774.97911993694,492.095719474019,1925.81979796533,2964.08197044406,3162.55894378083,3140.84292160454,0.315507692307692,0.0248902076306614,0.2647,0.3214,0.3508,0.3298,0.155030769230769,0.0195240187382697,0.131,0.15,0.1867,0.1739,0.777763485121345,0.0945069370927832,0.6,0.833333333333333,0.88,0.846153846153846,0.392124443816163,0.0929174779665733,0.258278145695364,0.397260273972603,0.525641025641026,0.459016393442623,8.85246462567533,7.47735610153924,5.09295817894065,2.63768609645662,2146,0,0.230769230769231,0.384615384615385,0,0.307692307692308,0.461538461538462,0.384615384615385,0.0769230769230769,0,0.230769230769231,0.384615384615385,0.384615384615385,0.384615384615385,0.384615384615385,0.230769230769231,0,0.0769230769230769,"After","After",0.296103148125004
"CT10",27,"Cattle",2146,29,74,95.0458535955898,2,42,400,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.8305021814581,21.3467358833122,3.3422538049298,13.9260575205408,81.1690209768666,32.2288759761088,3427.96754927523,1506.47386049034,853.262135701668,3089.42849633008,6071.09575348253,4710.50198670788,2413.22497004314,971.600436351435,853.262135701668,2377.29736622595,4710.50198670788,2945.59196087985,0.310710344827586,0.0265110939692853,0.2666,0.3107,0.3603,0.3307,0.156913793103448,0.0175166191319218,0.1274,0.1531,0.1916,0.1649,0.80230074523178,0.0861163926238077,0.56,0.846153846153846,0.964285714285714,0.846153846153846,0.468659735824893,0.0961353284074932,0.175,0.506849315068493,0.541666666666667,0.525641025641026,7.09504357711254,2.91332502399776,49.0526510812193,45.647421741596,2146,0,0.862068965517241,0.103448275862069,0,0.0344827586206897,0.517241379310345,0.344827586206897,0.0344827586206897,0.0344827586206897,0.448275862068966,0.241379310344828,0.310344827586207,0.517241379310345,0.379310344827586,0.0344827586206897,0.0689655172413793,0,"After","After",0.296103148125004
"GZ12",27,"GZ",10,15,5,4.24264068711928,2,5,8,6.5,433.921929159132,329.132842266884,201.189864481016,433.921929159132,666.653993837248,550.28796149819,NA,NA,NA,NA,NA,NA,1042.95322462167,754.400547243159,509.51148193519,1042.95322462167,1576.39496730815,1309.67409596491,47.5077505129307,23.6333032991241,30.7964814882817,47.5077505129307,64.2190195375798,55.8633850252553,1912.79263292649,1666.55942900358,734.357159427679,1912.79263292649,3091.2281064253,2502.01036967589,1912.79263292649,1666.55942900358,734.357159427679,1912.79263292649,3091.2281064253,2502.01036967589,0.3125,0.0239002092041053,0.2956,0.3125,0.3294,0.32095,0.1781,0.0121622366364086,0.1695,0.1781,0.1867,0.1824,0.76,0.169705627484771,0.64,0.76,0.88,0.82,0.429508196721312,0.041730892004452,0.4,0.429508196721312,0.459016393442623,0.444262295081967,7.54,0.707106781186547,5.09295817894066,2.70094894847132,2146,0.5,0,0,0,0,1,0,0,0,0,0.5,0.5,0,1,0,0,0.5,"After","After",0.296103148125004
"PZ13",29,"PZ",67,11,8.375,4.13823633931171,4,7,15,11.5,1297.98704742453,851.052973928176,339.301613250439,1381.69806625957,2327.27050884738,1936.84372143781,NA,NA,NA,NA,NA,NA,1173.80890631677,913.385796316127,188.903630865565,926.767513281693,3071.2233676441,1472.822270234,33.5816929923899,30.5498139799866,0,25.7831007808871,75.5985979686503,57.6936668708121,3746.93397395629,1637.3441736397,1912.30776811684,3883.85680541907,6456.34797353392,4490.55626458364,2599.4082697639,1082.62708345062,1912.30776811684,2141.2546671174,4202.81597670397,2779.20906674924,0.2969375,0.0279519964786571,0.2647,0.29925,0.3412,0.3112,0.1574875,0.0166229134028906,0.1321,0.1535,0.1812,0.1708,0.686666666666667,0.112405162848157,0.48,0.68,0.833333333333333,0.718333333333333,0.38529421960451,0.105871239009643,0.258278145695364,0.37004662004662,0.541666666666667,0.463028169014085,14.8710416666667,11.858598412106,3.74014116265954,2.05409434446499,1488,0.25,0.25,0.375,0,0.125,0.5,0.375,0,0.125,0.375,0.375,0.25,0.625,0.375,0,0,0.125,"After","After",0.291462786875004
"CT11",29,"Cattle",1488,11,135.272727272727,95.4149788126486,4,118,300,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.2043555332802,19.0677681967523,3.58098621956765,21.0880299596761,51.725356504866,39.7887357729739,3215.61858160988,1680.80700465912,271.271082130035,2925.46587569596,5219.11803173117,4620.82772732286,2668.8614067595,1182.62393698933,1392.58695450907,2857.98505759133,4410.59674997954,2925.46587569596,0.312081818181818,0.0259722089234558,0.2793,0.3124,0.369,0.318,0.1662,0.0173604147415896,0.1287,0.1734,0.1883,0.17675,0.790238095238095,0.119845541496691,0.6,0.84,0.964285714285714,0.846153846153846,0.493802692604723,0.105539674538477,0.292307692307692,0.5,0.74,0.516245170354759,9.756665001665,4.43599149374465,90.8051293495214,82.7507868088703,1488,0,0.727272727272727,0.272727272727273,0,0,0.363636363636364,0.454545454545455,0.0909090909090909,0,0.363636363636364,0.272727272727273,0.363636363636364,0.272727272727273,0.636363636363636,0.0909090909090909,0,0,"After","After",0.291462786875004
"GZ13",29,"GZ",14,11,4.66666666666667,4.72581562625261,1,3,10,6.5,1264.96764909467,939.924703481832,541.220986057359,926.411452379278,2327.27050884738,1626.84098061333,NA,NA,NA,NA,NA,NA,1675.78292193327,1211.25355930191,896.241816796495,1059.8835813592,3071.2233676441,2065.55347450165,26.5258238486492,25.8881712879495,0,27.8521150410817,51.725356504866,39.7887357729739,4419.56840388064,2656.52337816348,1414.78409700876,5387.57314109925,6456.34797353392,5921.96055731658,3401.17861905401,2809.18607330001,1414.78409700876,3401.17861905401,5387.57314109925,4394.37588007663,0.326233333333333,0.0176975516197392,0.3067,0.3308,0.3412,0.336,0.186366666666667,0.00886246767742108,0.1812,0.1813,0.1966,0.18895,0.666666666666667,0.180369990112916,0.48,0.68,0.84,0.76,0.441773504273504,0.0978264426180436,0.346153846153846,0.4375,0.541666666666667,0.489583333333333,12,10.4122235857669,5.62347465591364,1.50427383411805,1488,0.666666666666667,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0.666666666666667,0.333333333333333,0.666666666666667,0,0,0.333333333333333,"After","After",0.291462786875004
"PZ14",33,"PZ",66,12,6,1.61245154965971,3,6,8,7,905.070916997261,764.842529761145,314.993002549495,813.024861219168,2950.03972445637,984.09483379801,NA,NA,NA,NA,NA,NA,551.156963657186,444.097590068381,91.1442003661817,433.446883805259,1713.53494826292,570.551306567708,32.5761231246729,26.4246163367319,6.76408508140555,20.8492975450383,74.6436683100989,54.749300423612,3880.67342143786,1742.27360878684,1442.28897058366,4059.49336982019,6165.11281028949,5419.29999879757,2509.03802913495,844.033103007657,1442.28897058366,2697.29980247124,3199.26354101366,3179.30741432695,0.3153,0.0147731513225852,0.2942,0.3142,0.3358,0.3257,0.1702,0.0233057932712019,0.122,0.1782,0.1916,0.18415,0.723694638694639,0.12190797472028,0.48,0.708333333333333,0.846153846153846,0.84,0.374278233439353,0.112306982382409,0.175,0.391304347826087,0.525641025641026,0.457638888888889,9.17120046620047,6.44329218610373,3.96440494610721,1.61909090273774,2136,0.181818181818182,0.454545454545455,0.363636363636364,0,0,0.454545454545455,0.363636363636364,0.0909090909090909,0,0.454545454545455,0.272727272727273,0.272727272727273,0.636363636363636,0.272727272727273,0.0909090909090909,0,0,"After","After",0.282182064375005
"CT12",33,"Cattle",2136,23,92.8695652173913,78.8711863206111,3,60,220,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.0078100941064,26.0541516038701,4.37676093502712,19.0985931710274,74.6436683100989,35.6507072525846,3771.22667034955,1586.92819902848,549.91469278042,3796.40926311927,6095.63842640452,5121.42032287834,2475.36191982094,1048.20482050798,549.91469278042,2856.17946486772,3796.40926311927,3158.73771903139,0.312760869565217,0.0263537601100253,0.2549,0.3124,0.3602,0.33125,0.160860869565217,0.0223970927320009,0.1287,0.1582,0.1964,0.1842,0.749336677814939,0.103560462380671,0.52,0.791666666666667,0.846153846153846,0.846153846153846,0.422950757331147,0.131178561210978,0.175,0.452054794520548,0.615384615384615,0.516245170354759,8.50658862876254,5.23981563897027,62.1673047277212,61.827803246582,2136,0,0.956521739130435,0,0,0.0434782608695652,0.739130434782609,0.260869565217391,0,0,0.434782608695652,0.217391304347826,0.347826086956522,0.565217391304348,0.391304347826087,0.0434782608695652,0,0,"After","After",0.282182064375005
"GZ14",33,"GZ",8,12,8,NA,8,8,8,8,1433.3122397506,NA,1433.3122397506,1433.3122397506,1433.3122397506,1433.3122397506,NA,NA,NA,NA,NA,NA,653.18993333002,NA,653.18993333002,653.18993333002,653.18993333002,653.18993333002,19.0985931710274,NA,19.0985931710274,19.0985931710274,19.0985931710274,19.0985931710274,3642.15904724898,NA,3642.15904724898,3642.15904724898,3642.15904724898,3642.15904724898,3642.15904724898,NA,3642.15904724898,3642.15904724898,3642.15904724898,3642.15904724898,0.2804,NA,0.2804,0.2804,0.2804,0.2804,0.1592,NA,0.1592,0.1592,0.1592,0.1592,0.56,NA,0.56,0.56,0.56,0.56,0.194029850746269,NA,0.194029850746269,0.194029850746269,0.194029850746269,0.194029850746269,7.68,NA,2.54647908947033,NA,2136,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,"After","After",0.282182064375005
"PZ15",36,"PZ",100,12,10,6.16441400296898,3,8,21,13.5,1097.69756216883,955.199656292322,575.057714696006,756.831431604869,3684.90156425256,1187.69948881245,NA,NA,NA,NA,NA,NA,1038.98386332403,1217.90984898891,0,638.367109008783,4211.35850946833,1123.98375432453,11.212465740824,6.57353052807481,0,9.78802900015154,22.838734333687,14.8014097075463,2969.06235452617,1641.25454005996,772.564998041608,2623.57934326398,6287.70046970363,4028.95598412717,2530.35133736263,1070.29344175268,1405.65233938158,2500.56053325665,3714.63194355564,3268.6368798892,0.31953,0.0286062949560252,0.2537,0.323,0.3508,0.337575,0.15904,0.0183287994393765,0.1342,0.1608,0.1812,0.17425,0.729230769230769,0.13686064071525,0.48,0.8,0.846153846153846,0.84,0.355207076028994,0.0921426779357621,0.269230769230769,0.316666666666666,0.525641025641026,0.381993006993007,6.07769230769231,1.60772841737553,7.73493023426612,5.46828427157117,1351,0.2,0.5,0.2,0,0.1,0.1,0.8,0,0.1,0.4,0.2,0.4,0.8,0.2,0,0,0.1,"Not in experiment","After",0.275221522500005
"CT13",35,"Cattle",1351,23,58.7391304347826,77.8583897454535,3,25,300,60.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4139020200182,11.1072929704137,3.18309886183791,10.4246487725191,39.7887357729738,15.9552830449625,3525.43828488193,1995.90656664715,1399.95882680691,3468.72491461275,10815.451857843,4513.94989709385,3422.87430076472,982.15898426566,1881.14920784625,3468.72491461275,4545.84954814199,4205.58259935529,0.305173913043478,0.0267278747478648,0.2537,0.3012,0.3507,0.3296,0.152839130434783,0.0154811539131362,0.1116,0.1537,0.1804,0.16025,0.778327759197324,0.108732155621784,0.6,0.846153846153846,1,0.846153846153846,0.430961194506857,0.104283788006887,0.215384615384615,0.481481481481481,0.541095890410959,0.525641025641026,6.40705128205128,3.02669860250383,40.6052698288366,49.2755280532072,1351,0,1,0,0,0,0.652173913043478,0.260869565217391,0.0869565217391304,0,0.521739130434783,0.260869565217391,0.217391304347826,0.565217391304348,0.391304347826087,0,0,0,"Not in experiment","After",0.277541703125005
"GZ15",36,"GZ",5,12,2.5,2.12132034355964,1,2.5,4,3.25,797.257021667983,NA,797.257021667983,797.257021667983,797.257021667983,797.257021667983,NA,NA,NA,NA,NA,NA,728.287879156737,212.021035963874,578.366366872485,728.287879156737,878.209391440989,803.248635298863,26.0616219312979,25.3776661616785,8.11690209768666,26.0616219312979,44.0063417649091,35.0339818481035,2586.25351401762,649.218333596478,2127.18682786092,2586.25351401762,3045.32020017432,2815.78685709597,NA,NA,NA,NA,NA,NA,0.3213,0.00353553390593274,0.3188,0.3213,0.3238,0.32255,0.146,0.00905096679918781,0.1396,0.146,0.1524,0.1492,0.64,0,0.64,0.64,0.64,0.64,0.393939393939394,0,0.393939393939394,0.393939393939394,0.393939393939394,0.393939393939394,4.4,0,7.1619724391353,9.6784003986889,1351,0.5,0,0.5,0,0,0,0.5,0,0.5,0.5,0,0.5,1,0,0,0,0.5,"Not in experiment","After",0.275221522500005
"PZ16",37,"PZ",45,6,9,5,4,8,17,10,1260.70096525612,661.332321663712,728.547368416788,1125.0305925647,2332.22305984579,1389.15643703652,NA,NA,NA,NA,NA,NA,1578.79212636499,567.497124649137,790.219806117712,1649.5320337935,2358.34165848551,1708.80546099681,23.8891569580935,30.360416717595,0,3.42183127647575,60.3993009033743,53.6352158219687,5800.5640611246,1018.23700170471,4103.37815537438,6113.19435739152,6788.12884171283,6238.81311034081,5325.29278452312,1072.900643694,4103.37815537438,5759.30584080345,6113.19435739152,5936.25009909748,0.31352,0.00951929619247138,0.2981,0.315,0.3238,0.3176,0.15636,0.0206577588329422,0.1342,0.1567,0.1858,0.1652,0.693333333333333,0.227644947719518,0.48,0.666666666666667,1,0.84,0.429130211493225,0.0843466889270601,0.346153846153846,0.4375,0.541095890410959,0.474747474747475,11.9393333333333,8.84099735135502,4.96563422446714,2.85238339752561,1102,0.4,0.4,0,0,0.2,0,0.6,0.2,0.2,0.4,0,0.6,0.4,0.2,0.4,0,0.2,"Not in experiment","After",0.272901341875005
"CT14",37,"Cattle",1102,7,157.428571428571,131.455768407549,18,140,389,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.4541294573047,33.7045251847491,1.43239448782706,75.1211331393746,75.1211331393746,75.1211331393746,3493.15816529709,1671.5566619135,159.645618093403,4318.80316734072,4981.54808115855,4484.46201764101,4336.70789004521,572.832875256274,3414.26416644477,4454.08461589045,4981.54808115855,4514.83941939157,0.296785714285714,0.0299407430642276,0.2765,0.2877,0.3602,0.2996,0.1604,0.0110816665413345,0.1462,0.1579,0.1776,0.1678,0.779047619047619,0.0950187951332335,0.64,0.833333333333333,0.84,0.833333333333333,0.473395940443996,0.0585018272072152,0.393939393939394,0.507246376811594,0.521739130434783,0.521739130434783,8.55595238095238,2.89412541275631,131.416510153022,123.076268407356,1102,0,1,0,0,0,0.285714285714286,0.714285714285714,0,0,0.714285714285714,0.142857142857143,0.142857142857143,0.428571428571429,0,0.571428571428571,0,0,"Not in experiment","After",0.272901341875005
"GZ16",37,"GZ",10,6,10,NA,10,10,10,10,2332.22305984579,NA,2332.22305984579,2332.22305984579,2332.22305984579,2332.22305984579,NA,NA,NA,NA,NA,NA,1387.06167243141,NA,1387.06167243141,1387.06167243141,1387.06167243141,1387.06167243141,3.42183127647575,NA,3.42183127647575,3.42183127647575,3.42183127647575,3.42183127647575,4103.37815537438,NA,4103.37815537438,4103.37815537438,4103.37815537438,4103.37815537438,4103.37815537438,NA,4103.37815537438,4103.37815537438,4103.37815537438,4103.37815537438,0.2981,NA,0.2981,0.2981,0.2981,0.2981,0.1342,NA,0.1342,0.1342,0.1342,0.1342,1,NA,1,1,1,1,0.541095890410959,NA,0.541095890410959,0.541095890410959,0.541095890410959,0.541095890410959,18.7083333333333,NA,6.36619772367581,NA,1102,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,"Not in experiment","After",0.272901341875005
"PZ17",40,"PZ",122,14,15.25,11.2725963544974,6,12,39,18.5,737.375055916363,749.91897661683,186.742234242391,492.391587439933,2352.07626437114,763.712472101987,NA,NA,NA,NA,NA,NA,996.387585442385,397.800367261694,381.752192550576,1016.17701199357,1629.0537277408,1237.96604998368,8.35563451232449,5.13188761759303,1.90985931710274,6.36619772367581,15.9154943091895,11.1408460164327,3575.94275176052,1279.30055546343,1520.05311400915,3833.2805215791,5784.4625894529,4060.59855965641,3114.29275132114,1137.10242869336,1520.05311400915,3452.12017375542,4032.87754376458,3870.49541960179,0.313725,0.0425306528114891,0.2505,0.3078,0.3973,0.32785,0.1487625,0.0342769367484485,0.1206,0.12985,0.2211,0.162025,0.847307692307692,0.125405850018789,0.6,0.846153846153846,1,0.884615384615385,0.438061648457286,0.125010589816939,0.269230769230769,0.516245170354759,0.541095890410959,0.529504741833509,10.6080448717949,6.30149623116116,14.8014097075463,7.97863724184777,271,0,0.375,0.25,0,0.25,0.5,0.5,0,0,0.25,0.125,0.625,0.75,0.125,0,0,0.125,"Not in experiment","After",0.265940800000006
