"Date","Loop","Whitesheet.Filename","Whitesheet.Entry.Number","Time","Latitude","Longitude","Species","Multispecies","Sun","Wind","Rain","Activity","Grass.height","Grass.color","Grass.spp.1","Grass.spp.2","Grass.spp.3","Grass.spp.4","Bush.type","Photos.begin","Photos.end","Total.animals","Male..T.","Male..B.","Female..NL.","Female..L.","Female..P.","X2.year.old","X1.year.old","X6.12.months.old","X3.6.months.old","X1.3.months.old","X0.1.months.old","Notes","Distance.to.water","QuickSpecies","Year","Month","Day","Hour","Minute","Other.species.1","Other.species.2","Other.species.3","Number.grasses","GPS.x","GPS.y","Primary.habitat","Secondary.habitat","Tertiary.habitat","Distance.secondary","Distance.tertiary","NDVI","EVI","Distance.from.mob","Closest.mob.size","Scaled.mob.size","Identifier"
"6/30/21","3","DSCN4193",1,1320,0.50589697,36.85961333,"PZ",0,"full","light","no rain","Walking","hock","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Microchloa kunthii","Chloris roxburghiana","medium",4103,4172,24,3,NA,5,6,1,NA,2,NA,2,5,NA,"",0.002190349,"PZ",2021,6,30,13,20,"","",NA,4,261685.2964,56255.1151,"OG","OG","OG",3.29382457998303e-08,4.76192258002061e-08,0.3223253,0.484562,688.52401174078,60,0.0871429303508161,"PZ107"
"6/30/21","3","DSCN4193",2,1338,0.49284391,36.86112942,"PZ",0,"full","medium","no rain","Grazing","hock","brown","Cynodon plectostachyus","Pennisetum stramineum","Enteropogon macrostachyus","","medium",4173,4186,6,1,NA,NA,2,1,NA,NA,1,1,NA,NA,"",0.004125151,"PZ",2021,6,30,13,38,"Impala","",NA,3,261853.6381,54811.29322,"OG","OG","OG",4.20997684999342e-08,4.55774085019601e-08,0.3300048,0.5077182,1164.88433590452,30,0.02575362984575,"PZ108"
"7/1/21","1","DSCN4540",1,1025,0.445440137,36.84276155,"PZ",1,"full","light","no rain","Grazing","hock","brown","Themeda triandra","Pennisetum mezzianum","Pennisetum stramineum","Cenchrus ciliaris","medium",4200,4244,11,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"",0.003723539,"PZ",2021,7,1,10,25,"","",NA,4,259806.7596,49568.68241,"LB","LB","LB",2.9080523068973e-08,7.17949160694205e-08,0.3446737,0.5305176,3071.2233676441,60,0.0195361889441546,"PZ113"
"7/1/21","1","DSCN4540",3,1226,0.466261705,36.83975412,"PZ",0,"full","light","no rain","Walking","hock","brown","Pennisetum mezzianum","Pennisetum stramineum","Cynodon plectostachyus","","light",4245,4254,4,1,NA,1,1,NA,NA,NA,NA,1,NA,NA,"",0.003903088,"PZ",2021,7,1,12,26,"Elephant","",NA,3,259472.575,51871.83431,"MB","MB","LB",2.98441224247838e-08,6.93352774274156e-08,0.3747636,0.6282272,1391.73218923826,60,0.0431117426642519,"PZ114"
"7/1/21","1","DSCN4541",1,1248,0.485905781,36.84451032,"PZ",0,"full","no wind","no rain","Walking","hoof","brown","Cynodon plectostachyus","Enteropogon macrostachyus","Microchloa kunthii","Cynodon nlemfuensis","light",4255,4272,5,1,NA,1,1,1,NA,NA,NA,NA,1,NA,"",0.000386202,"PZ",2021,7,1,12,48,"","",NA,4,260002.8635,54044.47609,"LB","LB","LB",3.4425154362081e-08,3.89082453597829e-08,0.3823371,0.6387764,1716.09251322123,180,0.104889450081055,"PZ115"
"7/2/21","1","DSCN4549",2,1003,0.455447449,36.84250642,"PZ",0,"full","light","no rain","Standing","hock","brown","Enteropogon macrostachyus","","Pennisetum stramineum","Digitaria macroblefara","medium",4273,4299,13,1,NA,3,3,3,NA,NA,2,1,NA,NA,"",0.000369872,"PZ",2021,7,2,10,3,"","",NA,3,259778.6808,50675.5877,"MB","OG","MB",1.99174662010458e-08,7.22888052008749e-08,0.2725963,0.3950527,188.903630865565,230,1.21755203405042,"PZ117"
"7/2/21","1","DSCN4550",3,1039,0.468137536,36.84021412,"PZ",0,"full","light","no rain","Standing","hock","brown","Digitaria macroblefara","Pennisetum stramineum","Cynodon nlemfuensis","Pennisetum mezzianum","thick",4300,4308,8,1,NA,NA,3,1,NA,NA,NA,1,NA,NA,"",0.003705121,"PZ",2021,7,2,10,39,"","",NA,4,259523.8606,52079.30222,"LB","LB","LB",3.48685500966807e-08,4.22563960949362e-08,0.3671377,0.6111624,451.702856422251,220,0.487045846339072,"PZ118"
"7/2/21","1","DSCN4551",1,1046,0.470488579,36.83825681,"PZ",0,"full","light","no rain","Resting","hoof","brown","Cynodon plectostachyus","Microchloa kunthii","Digitaria macroblefara","Pennisetum mezzianum","light",4309,4324,5,1,NA,1,1,1,NA,NA,NA,NA,1,NA,"",0.005507693,"PZ",2021,7,2,10,46,"","",NA,4,259305.9935,52339.41664,"LB","LB","LB",3.73528129428245e-08,4.31255819400544e-08,0.3390402,0.5329473,731.549666377117,220,0.300731461049644,"PZ119"
"7/2/21","1","DSCN4552",2,1135,0.490328486,36.83526004,"PZ",0,"full","light","no rain","Walking","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","","light",4328,4354,15,2,NA,3,5,NA,NA,NA,NA,NA,2,3,"",0.007431934,"PZ",2021,7,2,11,35,"","",NA,3,258973,54534,"LB","LB","MB",4.02700849944893e-08,6.87052889965896e-08,0.3572254,0.5853936,1121.98536018627,300,0.267383167949864,"PZ120"
"7/5/21","1","DSCN4546",1,955,0.42646405,36.85222123,"PZ",1,"full","light","no rain","Grazing","hock","brown","Pennisetum mezzianum","Pennisetum stramineum","Cynodon plectostachyus","","medium",4406,4437,13,1,NA,NA,1,2,NA,NA,NA,1,NA,NA,"",0.010919951,"PZ",2021,7,5,9,55,"","",NA,3,260859.4966,47469.46382,"OG","OG","OG",4.798463540157e-08,6.93692353996579e-08,0.2630828,0.4045355,3091.75087290546,20,0.00646882650709967,"PZ121"
