"Date","Loop","Whitesheet.Filename","Whitesheet.Entry.Number","Time","Latitude","Longitude","Species","Multispecies","Sun","Wind","Rain","Activity","Grass.height","Grass.color","Grass.spp.1","Grass.spp.2","Grass.spp.3","Grass.spp.4","Bush.type","Photos.begin","Photos.end","Total.animals","Male..T.","Male..B.","Female..NL.","Female..L.","Female..P.","X2.year.old","X1.year.old","X6.12.months.old","X3.6.months.old","X1.3.months.old","X0.1.months.old","Notes","Distance.to.water","QuickSpecies","Year","Month","Day","Hour","Minute","Other.species.1","Other.species.2","Other.species.3","Number.grasses","GPS.x","GPS.y","Primary.habitat","Secondary.habitat","Tertiary.habitat","Distance.secondary","Distance.tertiary","NDVI","EVI","Distance.from.mob","Distance.from.mob.d","Closest.mob.size","Distance.from.herd","Closest.herd.size","Distance.from.herd.opp.sp","Closest.herd.size.opp.sp","Distance.from.opp.sp","Closest.opp.sp.size","Identifier"
"6/4/21","1","DSCN2512","3","1315","0.462613257","36.84806615","PZ","0","full","no wind","no rain","Standing","hock","brown with some green","Pennisetum stramineum","Pennisetum mezzianum","Cenchrus ciliaris","Chloris roxburghiana","light","","","14","","","","","","","","","","","","No photos","408.173856804","PZ","2021","6","4","13","15","","","","4","260398","51468","OG","OG","OG","23.1703289198055","28.0636156132853","","","","","","","","","","","","PZ18"
"6/9/21","2","DSCN6199","2","1101","0.498814734","36.85239056","Cattle","","full","medium","no rain","Standing","hoof","brown with some green","Cynodon plectostachyus","Digitaria macroblefara","Cenchrus ciliaris","Cymbopogon pospischilii","light","","","350","","","","","","","","","","","","","493.33451706","Cattle","2021","6","9","11","1","","","","4","260880.79","55472.02971","MB","MB","MB","18.1257262974875","27.5484990790273","","","","","","","","","","","","CT1"
"6/9/21","2","DSCN6199","3","113","0.481462847","36.84472529","Cattle","","full","medium","no rain","Grazing","hock","green","Pennisetum stramineum","Pennisetum mezzianum","Cynodon plectostachyus","Enteropogon macrostachyus","light","","","","","","","","","","","","","","","","83.399019984","Cattle","2021","6","9","1","13","Oryx"," Impala","","4","260026.6438","53553.04142","MB","MB","MB","400.315191732578","401.594507480379","","","","","","","","","","","","CT2"
"6/10/21","2","DSCN6458","1","1055","0.490301121","36.85837738","Cattle","","full","light","no rain","Walking","hoof","brown with some green","Cynodon plectostachyus","Cynodon dactylon","Enteropogon macrostachyus","Pennisetum stramineum","medium","","","200","","","","","","","","","","","","","853.201040832","Cattle","2021","6","10","10","55","Oryx"," Impala","","4","261547.1107","54530.14033","MB","MB","MB","25.1174432634537","29.6512053561581","","","","","","","","","","","","CT3"
"6/11/21","2","DSCN6468","1","1120","0.497184191","36.84358289","Cattle","","full","light","no rain","Grazing","hoof","green with some brown","Cynodon nlemfuensis","Cynodon dactylon","Pennisetum stramineum","","medium","","","240","","","","","","","","","","","","","45.468688944","Cattle","2021","6","11","11","20","","","","3","259900","55292","OG","OG","OG","99.0669992177888","116.820438620732","","","","","","","","","","","","CT4"
"6/12/21","2","DSCN6473","2","930","0.476963095","36.85777227","Cattle","","full","no wind","no rain","Grazing","hoof","brown with some green","Eragrostis tenuifolia","Pennisetum stramineum","Themeda triandra","","light","","","200","","","","","","","","","","","","","547.120948164","Cattle","2021","6","12","9","30","","","","3","261479.2636","53054.87358","MB","OG","LB","110.05361147233","113.79045684814","","","","","","","","","","","","CT5"
"6/12/21","2","DSCN6475","1","1006","0.499879586","36.84572777","Cattle","","part","no wind","no rain","Grazing","hoof","brown","Pennisetum stramineum","Chloris roxburghiana","Cenchrus ciliaris","Cynodon plectostachyus","light","","","239","","","","","","","","","","","","","120.49244928","Cattle","2021","6","12","10","6","","","","4","260138.9298","55590.05536","LB","LB","LB","18.8718159589468","29.6446380713215","","","","","","","","","","","","CT6"
"6/12/21","2","DSCN3247","1","1029","0.455600409","36.8317498","Cattle","","full","light","no rain","Grazing","hock","brown with some green","Pennisetum mezzianum","Cynodon plectostachyus","Pennisetum stramineum","Chloris roxburghiana","medium","","","250","","","","","","","","","","","","Rongai Area","802.2602763","Cattle","2021","6","12","10","29","","","","4","258580.924","50692.86824","OG","LB","OG","141.274655761771","156.85417176702","","","","","","","","","","","","CT7"
"6/12/21","2","DSCN3247","3","1126","0.465873341","36.83619868","Cattle","","full","light","no rain","Grazing","belly","brown with some green","Bothriochloa insculpta","Eragrostis tenuifolia","Cynodon plectostachyus","Chloris roxburghiana","medium","","","80","","","","","","","","","","","","Rongai Area","831.963488664","Cattle","2021","6","12","11","26","","","","4","259076.6603","51829","MB","MB","MB","175.819663318287","178.576542138454","","","","","","","","","","","","CT8"
"6/14/21","2","DSCN3241","1","1127","0.501133379","36.84777045","Cattle","","full","light","no rain","Grazing","hoof","brown with some green","Cynodon nlemfuensis","Cynodon plectostachyus","","","open grassland","","","160","","","","","","","","","","","","","48.4105524","Cattle","2021","6","14","11","27","","","","2","260366.4279","55728.66044","MB","MB","MB","20.0908639187608","30.7852973250031","0.367861896753311","0.739554131624616","","","","","","","","","","CT9"
"6/15/21","2","DSCN6973","1","930","0.477660938","36.85950232","Cattle","","full","light","no rain","Grazing","hock","green with some brown","Cynodon dactylon","Cynodon plectostachyus","Chloris roxburghiana","Cyperus rubicundus","light","","","300","","","","","","","","","","","","","359.114337708","Cattle","2021","6","15","9","30","","","","4","261671.9282","53132","OG","OG","OG","114.472289296508","130.208493148456","","","","","","","","","","","","CT10"
"6/15/21","2","DSCN6974","2","1039","0.485785825","36.84534865","Cattle","","full","medium","no rain","Grazing","hock","brown with some green","Cynodon plectostachyus","Pennisetum stramineum","Digitaria macroblefara","Pennisetum mezzianum","medium","","","220","","","","","","","","","","","","","27.4406349","Cattle","2021","6","15","10","39","","","","4","260096.2081","54031.17796","LB","MB","MB","405.243590049834","419.684682937788","","","","","","","","","","","","CT11"
"6/16/21","2","DSCN7378","3","1213","0.500134224","36.85173496","Cattle","","part","no wind","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Chloris roxburghiana","Eragrostis tenuifolia","","light","","","150","","","","","","","","","","","","","448.39897956","Cattle","2021","6","16","12","13","","","","3","260807.8372","55618","MB","MB","MB","21.0255737136949","23.3097970922397","0.352201253175735","0.695775647852325","","","","","","","","","","CT13"
"6/16/21","2","DSCN7379","1","1217","0.502111389","36.85056664","Cattle","","full","light","no rain","Drinking","hoof","brown with some green","Cynodon dactylon","Cynodon plectostachyus","Enteropogon macrostachyus","Microchloa kunthii","light","","","150","","","","","","","","","","","","","359.977322964","Cattle","2021","6","16","12","17","","","","4","260677.8176","55836.73355","MB","MB","MB","19.8542212566624","30.4916007389219","0.352475255727768","0.700603516137497","","","","","","","","","","CT14"
"6/16/21","2","DSCN7380","1","1257","0.494742247","36.84913502","Cattle","","part","no wind","no rain","Walking","hoof","brown","Cynodon plectostachyus","Eragrostis tenuifolia","Chloris roxburghiana","Chloris virgata","light","","","200","","","","","","","","","","","","","54.496816668","Cattle","2021","6","16","12","57","","","","4","260518.1394","55021.69778","LB","LB","LB","22.0964350098087","23.9285331099115","0.320483505725861","0.617447129909366","","","","","","","","","","CT15"
"6/16/21","2","DSCN7380","2","1303","0.489298872","36.84842902","Camel","","part","no wind","no rain","Standing","hoof","brown","Cyperus teneristolon","Cynodon plectostachyus","Chloris virgata","Pennisetum stramineum","light","","","","","","","","","","","","","","","","198.378930792","Camel","2021","6","16","13","3","","","","4","260439.3315","54419.64052","MB","MB","MB","126.337403207121","127.437920182001","","","","","","","","","","","","CM1"
"6/17/21","2","DSCN7997","2","1100","0.485345348","36.85832857","Cattle","","full","light","no rain","Grazing","hoof","green with some brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","Enteropogon macrostachyus","medium","","","","","","","","","","","","","","","","875.640329508","Cattle","2021","6","17","11","0","","","","4","261541.5","53981.99554","OG","LB","LB","200.159229766287","213.48201067559","0.228754669427872","0.648386608089683","","","","","","","","","","CT16"
"6/17/21","2","DSCN7998","2","1240","0.49890006","36.85149937","Cattle","","full","light","no rain","Resting","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","","medium","","","162","","","","","","","","","","","","","395.617655412","Cattle","2021","6","17","12","40","","","","3","260781.5596","55481.5","MB","MB","MB","17.0122089439662","26.8312209333998","0.362025320529938","0.693982251802551","","","","","","","","","","CT17"
"6/17/21","2","DSCN7998","3","1308","0.49842216","36.84550815","Cattle","","full","light","no rain","Grazing","hoof","brown with some green","Pennisetum stramineum","Pennisetum mezzianum","Cynodon plectostachyus","","medium","","","240","","","","","","","","","","","","","115.053702624","Cattle","2021","6","17","13","8","","","","3","260114.4224","55428.85965","LB","LB","LB","21.8423833494397","30.2760809312461","0.326593667268753","0.589816411400751","","","","","","","","","","CT18"
"6/18/21","1","DSCN7109","3","1104","0.468435333","36.85156982","Cattle","","full","light","no rain","Grazing","hock","brown","Pennisetum mezzianum","Pennisetum stramineum","Cynodon plectostachyus","Chloris roxburghiana","medium","","","240","","","","","","","","","","","","","118.051411548","Cattle","2021","6","18","11","4","","","","4","260788.3311","52111.85011","OG","OG","OG","307.911250325416","319.835776485429","0.298458158969879","0.700620475698035","","","","","","","","","","CT19"
"6/18/21","2","DSCN7111","3","1029","0.486811836","36.8604694","Cattle","","full","no wind","no rain","Grazing","hock","brown","Cynodon plectostachyus","Microchloa kunthii","Pennisetum stramineum","Cyperus rubicundus","light","","","200","","","","","","","","","","","","","812.971124952","Cattle","2021","6","18","10","29","","","","4","261779.9313","54144.12427","MB","MB","MB","23.9522358718052","27.4206125179458","0.360566437244415","0.680509868421053","","","","","","","","","","CT20"
"6/18/21","2","DSCN7112","2","1052","0.500591593","36.84561668","Cattle","","full","light","no rain","Grazing","hoof","brown","Microchloa kunthii","Cynodon plectostachyus","Cyperus rubicundus","Pennisetum stramineum","light","","","300","","","","","","","","","","","","","82.43114334","Cattle","2021","6","18","10","52","Oryx","","","4","260126.5863","55668.81357","LB","LB","LB","20.3227354951292","31.0030881356579","0.313893646001816","0.567852709971039","","","","","","","","","","CT22"
"6/18/21","2","DSCN7113","1","1121","0.481442805","36.84456876","Cattle","","full","no wind","no rain","Walking","hoof","brown","Chloris virgata","Pennisetum stramineum","Cynodon dactylon","Eragrostis tenuifolia","light","","","300","","","","","","","","","","","","","65.86755588","Cattle","2021","6","18","11","21","","","","4","260009.2139","53550.83022","MB","MB","MB","384.146016823209","385.047600874536","0.306394308805466","0.716362126245847","","","","","","","","","","CT23"
"6/18/21","2","DSCN7113","2","1127","0.472066786","36.85210161","Cattle","","full","no wind","no rain","Walking","hoof","brown","Pennisetum stramineum","Pennisetum mezzianum","Enteropogon macrostachyus","Digitaria macroblefara","light","","","100","","","","","","","","","","","","","227.944703112","Cattle","2021","6","18","11","27","","","","4","260847.6699","52513.5","OG","OG","OG","22.8253654921674","26.0038858985811","0.325149863958359","0.581241069606042","","","","","","","","","","CT24"
"6/21/21","1","DSCN3627","1","1030","0.462287155","36.84102734","Cattle","","no sun","no wind","no rain","Grazing","hoof","brown","Pennisetum stramineum","Eragrostis tenuifolia","Enteropogon macrostachyus","Microchloa kunthii","light","","","100","","","","","","","","","","","","","249.714403512","Cattle","2021","6","21","10","30","","","","4","259614.2139","51432.16978","OG","LB","OG","162.996634553024","164.257458635476","0.293519705533981","0.483992624874288","","","","","","","","","","CT25"
"6/21/21","2","DSCN7107","1","1002","0.468119882","36.85876544","Cattle","","no sun","light","no rain","Grazing","hoof","green with some brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","","medium","","","120","","","","","","","","","","","","","686.4143706","Cattle","2021","6","21","10","2","","","","3","261589.5496","52076.71211","MB","MB","MB","22.5635739404996","46.3621728788534","0.355531692504883","0.741986101770903","","","","","","","","","","CT26"
"6/21/21","2","DSCN7108","1","1034","0.487642345","36.86004173","Cattle","","full","light","no rain","Grazing","hoof","brown","Cynodon nlemfuensis","Cyperus rubicundus","Pennisetum mezzianum","","light","","","162","","","","","","","","","","","","","902.108406108","Cattle","2021","6","21","10","34","","","","3","261732.3397","54236","MB","MB","MB","23.9729799874465","29.7648444154972","0.327790975570679","0.60327868852459","","","","","","","","","","CT27"
"6/21/21","2","DSCN7108","3","1129","0.487708951","36.84743209","Cattle","","full","light","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum mezzianum","","light","","","220","","","","","","","","","","","","","263.106503436","Cattle","2021","6","21","11","29","","","","3","260328.2665","54243.81758","MB","MB","LB","149.814442478872","160.922946993119","","","","","","","","","","","","CT28"
"6/22/21","1","DSCN8000","1","927","0.481162289","36.84088194","MC","","full","light","no rain","Grazing","hock","brown with some green","Cynodon plectostachyus","Pennisetum stramineum","Enteropogon macrostachyus","","medium","","","120","","","","","","","","","","","","Ngaremata Dam Area, Mpala cattle","87.177004908","Cattle","2021","6","22","9","27","","","","3","259598.675","53519.93323","MB","MB","MB","26.9130493024578","27.9643172589743","0.338235288858414","0.701848860168731","","","","","","","","","","CT29"
"6/22/21","1","DSCN8000","2","951","0.478734676","36.84456276","MC","","full","","","Grazing","hock","brown with some green","Pennisetum stramineum","Cynodon nlemfuensis","Enteropogon macrostachyus","Pennisetum mezzianum","medium","","","100","","","","","","","","","","","","Ngaremata Dam Area, Mpala cattle","12.282881856","Cattle","2021","6","22","9","51","","","","4","260008.4504","53251.28789","MB","MB","MB","453.890697733357","465.050526859141","0.319704204797745","0.720588235294118","","","","","","","","","","CT30"
"6/22/21","1","DSCN8000","3","956","0.472788775","36.84103295","MC","","full","light","no rain","Grazing","belly","brown with some green","Enteropogon macrostachyus","Cenchrus ciliaris","Cynodon plectostachyus","Chloris roxburghiana","medium","","","150","","","","","","","","","","","","Rongai Area, Mpala Cattle","330.462268584","Cattle","2021","6","22","9","56","","","","4","259615.1975","52593.74257","OG","OG","OG","233.506159930191","236.96946695168","0.296800941228867","0.574277854195323","","","","","","","","","","CT31"
"6/22/21","1","DSCN8002","3","1139","0.472049501","36.85156438","CC","","full","light","no rain","Grazing","hock","","Cenchrus ciliaris","Pennisetum stramineum","Pennisetum mezzianum","Chloris roxburghiana","thick","","","160","","","","","","","","","","","","","168.065654064","Cattle","2021","6","22","11","39","","","","4","260787.8489","52511.60676","OG","OG","OG","27.7928924828115","34.8787699826474","0.337419897317886","0.736170212765958","","","","","","","","","","CT32"
"6/23/21","1","DSCN8262","2","1159","0.460097277","36.84117812","Cattle","","full","light","no rain","Grazing","hock","brown with some green","Pennisetum mezzianum","Cenchrus ciliaris","Cymbopogon pospischilii","Enteropogon macrostachyus","light","","","140","","","","","","","","","","","","","188.622025284","Cattle","2021","6","23","11","59","","","","4","259630.9298","51189.94464","LB","LB","LB","277.109091044115","278.559197428487","0.296163409948349","0.437138433960727","","","","","","","","","","CT33"
"6/23/21","1","DSCN8258","1","940","0.486164181","36.86209384","Cattle","","part","light","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Cynodon nlemfuensis","Pennisetum mezzianum","light","","","170","","","","","","","","","","","","Lima 5","633.303658512","Cattle","2021","6","23","9","40","","","","4","261960.7873","54072.43107","LB","LB","LB","93.2091396027566","108.407598066115","0.295061737298965","0.735158412796063","","","","","","","","","","CT34"
"6/23/21","2","DSCN8258","2","942","0.488524586","36.86186387","Cattle","","part","light","no rain","Grazing","hoof","brown","Pennisetum stramineum","Cynodon nlemfuensis","Pennisetum mezzianum","Cynodon plectostachyus","light","","","105","","","","","","","","","","","","Lima 5","705.090053724","Cattle","2021","6","23","9","42","","","","4","261935.2638","54333.51754","LB","LB","MB","22.7479968505697","29.8647079419205","0.31934130191803","0.698841153193895","","","","","","","","","","CT35"
"6/23/21","2","DSCN8258","3","955","0.497832558","36.86732894","CC","","part","light","no rain","Grazing","hoof","brown","Cynodon nlemfuensis","Enteropogon macrostachyus","Pennisetum stramineum","Eragrostis tenuifolia","light","","","50","","","","","","","","","","","","","427.576980096","Cattle","2021","6","23","9","55","","","","4","262544.1242","55362.84997","LB","OG","OG","23.6678637337941","24.6042965219447","0.304770588874817","0.594264723308449","","","","","","","","","","CT36"
"6/23/21","2","DSCN8258","3","955","0.497832558","36.86732894","Comm_Camel","","part","light","no rain","Grazing","hoof","brown","Cynodon nlemfuensis","Enteropogon macrostachyus","Pennisetum stramineum","Eragrostis tenuifolia","light","","","20","","","","","","","","","","","","","427.576980096","Camel","2021","6","23","9","55","","","","4","262544.1242","55362.84997","LB","OG","OG","23.6678637337941","24.6042965219447","0.304770588874817","0.594264723308449","","","","","","","","","","CM2"
"6/23/21","2","DSCN8259","1","1002","0.485628297","36.86177069","ZC","","part","light","no rain","Walking","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","Enteropogon macrostachyus","light","","","160","","","","","","","","","","","","","617.006702508","Camel","2021","6","23","10","2","","","","4","261924.7861","54013.16978","OG","OG","OG","117.698486756609","132.169872759929","0.265714287757874","0.586602750094613","","","","","","","","","","CM3"
"6/23/21","2","DSCN8259","3","1017","0.501393021","36.85091115","CKC","","part","no wind","no rain","Walking","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Enteropogon macrostachyus","Pennisetum stramineum","light","","","80","","","","","","","","","","","","","399.686460348","Cattle","2021","6","23","10","17","","","","4","260716.1519","55757.26352","MB","MB","MB","20.3635085654985","31.3848484477927","0.355475187301636","0.716463414634146","","","","","","","","","","CT37"
"6/23/21","2","DSCN8260","1","1029","0.498397601","36.84664488","MC","","full","no wind","no rain","Walking","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Pennisetum mezzianum","Enteropogon macrostachyus","light","","","100","","","","","","","","","","","","","148.384418112","Cattle","2021","6","23","10","29","Impala","","","4","260240.9961","55426.10151","LB","LB","LB","15.7020691881225","30.2505317352428","0.350263237953186","0.703358208955224","","","","","","","","","","CT38"
"6/24/21","1","DSCN5568","3","1240","0.465796213","36.8498703","CC","","full","light","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Enteropogon macrostachyus","Microchloa kunthii","light","","","100","","","","","","","","","","","","","152.156160828","Cattle","2021","6","24","12","40","","","","4","260599","51820","OG","OG","OG","30.5376588131938","35.6338557799267","0.308120131492615","0.720041590850013","","","","","","","","","","CT39"
"6/24/21","2","DSCN5581","1","1001","0.491447305","36.85606796","CKC","","full","light","no rain","Grazing","hock","brown","Cynodon nlemfuensis","Cynodon plectostachyus","Pennisetum stramineum","Pennisetum mezzianum","light","","","170","","","","","","","","","","","","","646.824169572","Cattle","2021","6","24","10","1","","","","4","261290","54657","MB","MB","MB","16.5205540967424","30.6259212838303","0.33127573132515","0.624111642331051","","","","","","","","","","CT40"
"6/25/21","1","DSCN5579","1","1025","0.473562515","36.8365717","MC","","full","light","no rain","Grazing","hoof","brown","Cynodon nlemfuensis","Pennisetum mezzianum","Pennisetum stramineum","Chloris roxburghiana","light","","","345","","","","","","","","","","","","","393.586039644","Cattle","2021","6","25","10","25","","","","4","259118.462","52679.48096","OG","OG","OG","22.0323626366497","27.886694317832","0.240758761763573","0.424673987645848","","","","","","","","","","CT41"
"6/25/21","1","DSCN5579","2","1039","0.480249283","36.84417399","CC","","full","light","no rain","Grazing","hoof","brown","Cynodon nlemfuensis","Pennisetum stramineum","Pennisetum mezzianum","","medium","","","20","","","","","","","","","","","","","3.1545444","Cattle","2021","6","25","10","39","","","","3","259965.2139","53418.83022","MB","MB","MB","348.095451340084","355.694170104447","0.319704204797745","0.720588235294118","","","","","","","","","","CT42"
"6/28/21","1","DSCN5580","3","1215","0.462005132","36.84030864","Cattle","","full","strong","no rain","Grazing","belly","brown with some green","Cenchrus ciliaris","Pennisetum stramineum","Cynodon nlemfuensis","Enteropogon macrostachyus","light","","","200","","","","","","","","","","","","Lima 3","322.25008662","Cattle","2021","6","28","12","15","","","","4","259534.1769","51401","OG","OG","OG","96.0695711366707","110.574766927062","0.23410353064537","0.447817446721031","","","","","","","","","","CT43"
"6/28/21","2","DSCN7830","2","1032","0.494227009","36.8411039","Cattle","","full","medium","no rain","Grazing","hock","brown","Pennisetum mezzianum","Pennisetum stramineum","Themeda triandra","Cynodon plectostachyus","light","","","344","","","","","","","","","","","","Lima 1","233.20833354","Cattle","2021","6","28","10","32","","","","4","259623.8564","54965","MB","MB","OG","164.781026407174","177.314705584282","0.365098625421524","0.557874234835838","","","","","","","","","","CT44"
"6/29/21","1","DSCN0531","1","1028","0.448910279","36.84308414","CC","","full","light","no rain","Grazing","hoof","brown","Cynodon nlemfuensis","Pennisetum mezzianum","","","medium","","","300","","","","","","","","","","","","Lol Patai","222.349901256","Cattle","2021","6","29","10","28","","","","2","259842.7942","49952.5","OG","OG","LB","56.4133033246061","56.8922111190383","0.36323744058609","0.730678697528443","","","","","","","","","","CT45"
"6/29/21","1","DSCN0531","2","1037","0.453009512","36.8404217","CC","","full","medium","no rain","Grazing","hoof","brown","Cynodon dactylon","Enteropogon macrostachyus","Pennisetum mezzianum","Cynodon plectostachyus","medium","","","140","","","","","","","","","","","","Lelasung'e","194.626137636","Cattle","2021","6","29","10","37","","","","4","259546.4641","50406","OG","OG","OG","20.1873168827767","22.7169127571608","0.378964066505432","0.724242424242424","","","","","","","","","","CT46"
"6/29/21","1","DSCN0531","3","1044","0.461981143","36.84051746","CC","","full","light","no rain","Grazing","hock","brown","Pennisetum stramineum","Pennisetum mezzianum","Cynodon plectostachyus","Microchloa kunthii","","","","180","","","","","","","","","","","","Lokyi","298.908241548","Cattle","2021","6","29","10","44","Elephant ","","","4","259557.4279","51398.33956","OG","OG","OG","118.878799789322","131.492357242768","0.23410353064537","0.447817446721031","","","","","","","","","","CT47"
"6/29/21","1","DSCN0533","1","1144","0.465138546","36.82820459","Cattle","","part","light","no rain","Grazing","hock","brown","Cynodon nlemfuensis","Chloris roxburghiana","Cynodon plectostachyus","Pennisetum mezzianum","medium","","","400","","","","","","","","","","","","Lima 4","657.980444352","Cattle","2021","6","29","11","44","","","","4","258186.4833","51748","OG","OG","OG","16.157549380751","31.356852083139","0.310324132442474","0.621693121693122","","","","","","","","","","CT48"
"6/29/21","2","DSCN0529","1","1247","0.492616171","36.83633968","CKC","","full","light","no rain","Walking","hoof","brown","Cynodon nlemfuensis","Cenchrus ciliaris","Chloris roxburghiana","Microchloa kunthii","light","","","227","","","","","","","","","","","","Going to drink water","724.831370928","Cattle","2021","6","29","12","47","","","","4","259093.3013","54787","LB","LB","LB","18.836654810511","25.845409370606","0.328154146671295","0.643666951115446","","","","","","","","","","CT49"
"6/29/21","3","DSCN4386","1","1200","0.502277014","36.85366034","CKC","","full","no wind","no rain","Grazing","hoof","brown with some green","Pennisetum stramineum","Cynodon plectostachyus","Microchloa kunthii","","light","","","120","","","","","","","","","","","","Gwaso Marok River","481.646651388","Cattle","2021","6","29","12","0","","","","3","261022.3054","55854.93923","MB","MB","MB","17.7485867084609","26.0868393088648","0.36981526017189","0.71112600536193","","","","","","","","","","CT50"
"6/29/21","3","DSCN4386","1","1200","0.502277014","36.85366034","SH","","full","no wind","no rain","Grazing","hoof","brown with some green","Pennisetum stramineum","Cynodon plectostachyus","Microchloa kunthii","","light","","","","","","","","","","","","","","","Gwaso Marok River","481.646651388","SH","2021","6","29","12","0","","","","3","261022.3054","55854.93923","MB","MB","MB","17.7485867084609","26.0868393088648","0.36981526017189","0.71112600536193","","","","","","","","","","SH1"
"6/29/21","3","DSCN4386","2","1209","0.514767512","36.86040367","ZC","","full","light","no rain","Grazing","hock","brown with some green","Cynodon plectostachyus","Cynodon nlemfuensis","","","medium","","","40","","","","","","","","","","","","","490.076753292","Camel","2021","6","29","12","9","","","","2","261773.6283","57236.23454","MB","MB","MB","425.825506541425","433.996817566612","0.345506638288498","0.668931096631083","","","","","","","","","","CM4"
"6/29/21","3","DSCN4386","3","1213","0.517726328","36.85975491","CKC","","part","light","no rain","Grazing","hock","brown with some green","Cynodon plectostachyus","Microchloa kunthii","Cynodon nlemfuensis","","light","","","110","","","","","","","","","","","","Gwaso Marok River","267.78459246","Cattle","2021","6","29","12","13","","","","3","261701.5","57563.52628","MB","MB","MB","220.156717156887","224.517417372628","0.34327244758606","0.725425330812854","","","","","","","","","","CT51"
"6/29/21","3","DSCN4387","1","1217","0.521004218","36.86201248","CKC","","full","light","no rain","Grazing","Lh","brown with some green","Cynodon nlemfuensis","Microchloa kunthii","Cynodon plectostachyus","Pennisetum stramineum","light","","","25","","","","","","","","","","","","","472.45934736","Cattle","2021","6","29","12","17","","","","4","261953","57926","MB","MB","MB","17.0239110676009","27.1833791119412","0.334246575832367","0.909768829231916","","","","","","","","","","CT52"
"6/29/21","3","DSCN4387","2","1236","0.515580771","36.86538213","CKC","","full","no wind","no rain","Grazing","Lh","brown","Cynodon plectostachyus","Microchloa kunthii","","","open grassland","","","42","","","","","","","","","","","","Ewaso Nyino River","72.286998","Cattle","2021","6","29","12","36","Donkey","","","2","262328","57326","LB","LB","LB","139.375787744268","171.959194611176","0.326923072338104","0.611364181251498","","","","","","","","","","CT53"
"6/29/21","3","DSCN4387","3","1240","0.514661975","36.86199588","CKC","","full","no wind","no rain","Walking","Lh","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","","light","","","13","","","","","","","","","","","","","403.24273542","Cattle","2021","6","29","12","40","","","","2","261950.9131","57224.50146","MB","LB","LB","376.954667982438","378.698922519105","0.316143482923508","0.760244428468728","","","","","","","","","","CT54"
"6/29/21","3","DSCN4387","4","1243","0.511466659","36.86276757","ZC","","full","no wind","no rain","Walking","Lh","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","","light","","","18","","","","","","","","","","","","","393.082873092","Camel","2021","6","29","12","43","","","","2","262036.7212","56871.04723","LB","LB","LB","431.981768258891","454.518848789758","0.340179711580276","0.635567813886557","","","","","","","","","","CM5"
"6/29/21","3","DSCN4388","1","1217","0.521032047","36.8620076","CC","","full","light","no rain","Grazing","hock","brown with some green","Cynodon nlemfuensis","Microchloa kunthii","Cynodon plectostachyus","Pennisetum stramineum","light","","","25","","","","","","","","","","","","Ewaso Nyino River","472.170533772","Cattle","2021","6","29","12","17","","","","4","261952.4572","57929.07818","MB","MB","MB","15.6208532514226","30.0338687478778","0.337094485759735","0.907709836688188","","","","","","","","","","CT55"
"6/29/21","3","DSCN4388","2","1236","0.515580497","36.86457385","CC","","full","no wind","no rain","Grazing","hock","brown","Cynodon plectostachyus","Microchloa kunthii","","","","","","42","","","","","","","","","","","","Ewaso Nyino River","153.939648828","Cattle","2021","6","29","12","36","Donkey","","","2","262238","57326","LB","LB","LB","165.627291303044","207.335409843522","0.326923072338104","0.611364181251498","","","","","","","","","","CT56"
"6/29/21","3","DSCN4388","3","1240","0.514661975","36.86199588","CC","","full","no wind","no rain","Walking","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","","light","","","13","","","","","","","","","","","","Calves","403.24273542","Cattle","2021","6","29","12","40","","","","2","261950.9131","57224.50146","MB","LB","LB","376.954667982438","378.698922519105","0.316143482923508","0.760244428468728","","","","","","","","","","CT57"
"6/29/21","3","DSCN4389","1","1243","0.511623953","36.86365196","ZC","","full","no wind","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","","light","","","102","","","","","","","","","","","","Ewaso Nyino River","341.680296636","Camel","2021","6","29","12","43","","","","3","262135.2019","56888.41204","LB","LB","LB","357.755691303058","383.427598349553","0.328165382146835","0.630351160193572","","","","","","","","","","CM6"
