"Date","Loop","Whitesheet.Filename","Whitesheet.Entry.Number","Time","Latitude","Longitude","Species","Multispecies","Sun","Wind","Rain","Activity","Grass.height","Grass.color","Grass.spp.1","Grass.spp.2","Grass.spp.3","Grass.spp.4","Bush.type","Photos.begin","Photos.end","Total.animals","Male..T.","Male..B.","Female..NL.","Female..L.","Female..P.","X2.year.old","X1.year.old","X6.12.months.old","X3.6.months.old","X1.3.months.old","X0.1.months.old","Notes","Distance.to.water","QuickSpecies","Year","Month","Day","Hour","Minute","Other.species.1","Other.species.2","Other.species.3","Number.grasses","GPS.x","GPS.y","Primary.habitat","Secondary.habitat","Tertiary.habitat","Distance.secondary","Distance.tertiary","NDVI","EVI","Distance.from.mob","Distance.from.mob.d","Closest.mob.size","Distance.from.herd","Closest.herd.size","Distance.from.herd.opp.sp","Closest.herd.size.opp.sp","Distance.from.opp.sp","Closest.opp.sp.size","Identifier"
"7/1/21","4","DSCN4543","3","1048","0.494070492","36.87545858","Comm_Camel","","full","no wind","no rain","Grazing","hoof","brown","Cyperus","Cynodon dactylon","Aristida adscensionis","","medium","","","31","","","","","","","","","","","","","21.647865876","Camel","2021","7","1","10","48","","","","3","263449.2085","54946.44738","OG","OG","OG","18.535112838103","27.5955335585057","0.266414135694504","0.46562948251131","","","","","","","","","","CM21"
"7/1/21","4","DSCN4543","3","1048","0.494070492","36.87545858","SH","","full","no wind","no rain","Grazing","hoof","brown","Cyperus","Cynodon dactylon","Aristida adscensionis","","medium","","","2","","","","","","","","","","","","","21.647865876","SH","2021","7","1","10","48","","","","3","263449.2085","54946.44738","OG","OG","OG","18.535112838103","27.5955335585057","0.266414135694504","0.46562948251131","","","","","","","","","","SH9"
"7/1/21","4","DSCN4544","1","1101","0.482567366","36.86191349","CKC","","full","no wind","no rain","Grazing","hoof","brown","Cynodon dactylon","Cyperus","Eragrostis tenuifolia","","","","","118","","","","","","","","","","","","","373.759895292","Cattle","2021","7","1","11","1","","","","3","261940.5798","53674.60307","LB","OG","LB","377.480208791727","388.432756464456","0.272079765796661","0.529599334534868","","","","","","","","","","CT82"
"7/1/21","4","DSCN4544","3","1127","0.510171853","36.86055364","CKC","","part","light","no rain","Walking","hoof","brown","Aristida adscensionis","Cynodon dactylon","Chloris roxburghiana","","light","","","81","","","","","","","","","","","","","454.277467476","Cattle","2021","7","1","11","27","","","","3","261790.1564","56727.91447","LB","MB","MB","205.740108022282","207.778249660843","0.319103509187698","0.619133075648813","","","","","","","","","","CT83"
"7/1/21","4","DSCN4545","1","1134","0.519909105","36.86612988","Comm_Camel","","part","light","no rain","Grazing","hoof","brown","Chloris roxburghiana","Cynodon dactylon","","","light","","","14","","","","","","","","","","","","","26.944490832","Camel","2021","7","1","11","34","","","","2","262411.423","57804.71644","MB","MB","MB","321.29946386659","334.507695225472","0.315808683633804","0.626811594202899","","","","","","","","","","CM22"
"7/1/21","4","DSCN4545","1","1134","0.519909105","36.86612988","CC","","part","light","no rain","Grazing","hoof","brown","Chloris roxburghiana","Cynodon dactylon","","","light","","","4","","","","","","","","","","","","","26.944490832","Cattle","2021","7","1","11","34","","","","2","262411.423","57804.71644","MB","MB","MB","321.29946386659","334.507695225472","0.315808683633804","0.626811594202899","","","","","","","","","","CT84"
"7/1/21","4","DSCN4545","2","1145","0.504466564","36.87053497","Camel","","full","no wind","no rain","Grazing","hoof","brown","Cynodon dactylon","Chloris roxburghiana","","","medium","","","14","","","","","","","","","","","","Sharon Camel?","659.470437108","Camel","2021","7","1","11","45","","","","2","262901.3494","56096.5","MB","MB","MB","203.518286749367","206.444197244147","0.269153892993927","0.507473935435247","","","","","","","","","","CM23"
"7/2/21","1","DSCN4549","1","951","0.44124179","36.84760486","CC","","full","light","no rain","Grazing","hock","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","","medium","","","20","","","","","","","","","","","","","503.654335968","Cattle","2021","7","2","9","51","","","","3","260345.9303","49104.15111","LB","LB","LB","23.8976244094576","29.0955054205425","0.369731247425079","0.669089792157264","","","","","","","","","","CT85"
"7/2/21","1","DSCN4549","3","1015","0.456765363","36.84142744","CC","","full","light","no rain","Grazing","hock","brown","Pennisetum stramineum","Pennisetum mezzianum","Microchloa kunthii","","medium","","","230","","","","","","","","","","","","Il-Motiok Community Cattle","95.763496416","Cattle","2021","7","2","10","15","","","","3","259658.5798","50821.39693","OG","LB","OG","18.5612180154942","28.6790922288229","0.303761541843414","0.518913676042677","","","","","","","","","","CT86"
"7/2/21","1","DSCN4550","1","1021","0.460589452","36.84119234","Cattle","","full","light","no rain","Grazing","belly","brown","Pennisetum stramineum","Pennisetum mezzianum","","","medium","","","200","","","","","","","","","","","","Lima 4","191.916239088","Cattle","2021","7","2","10","21","","","","2","259632.529","51244.38309","LB","LB","OG","237.047412083454","239.595491804491","0.303902745246887","0.575478555851708","","","","","","","","","","CT87"
"7/2/21","1","DSCN4550","2","1027","0.464070754","36.83984438","CC","","","","","Grazing","hock","brown","Pennisetum mezzianum","Digitaria macroblefara","Cynodon plectostachyus","","medium","","","220","","","","","","","","","","","","Ewaso Community Cattle","414.9814305","Cattle","2021","7","2","10","27","","","","3","259482.5505","51629.49232","OG","MB","OG","101.271722160748","111.830777022329","0.265690386295319","0.545610769010454","","","","","","","","","","CT88"
"7/2/21","1","DSCN4551","2","1058","0.48390434","36.84305794","CKC","","full","light","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Pennisetum mezzianum","Pennisetum stramineum","","light","","","300","","","","","","","","","","","","","41.771629788","Cattle","2021","7","2","10","58","","","","3","259841.0697","53823.15111","MB","MB","MB","240.728116045651","245.794737000153","0.30007392168045","0.597146639211649","","","","","","","","","","CT89"
"7/2/21","1","DSCN4551","3","1106","0.491177743","36.84730341","CC","","full","light","no rain","Grazing","hoof","brown","Cynodon nlemfuensis","Pennisetum stramineum","Microchloa kunthii","Enteropogon macrostachyus","medium","","","50","","","","","","","","","","","","","192.515602524","Cattle","2021","7","2","11","6","","","","4","260314.0622","54627.5","MB","MB","MB","43.1084016053219","58.1909431056171","0.299121260643005","0.585926741944368","","","","","","","","","","CT90"
"7/2/21","1","DSCN4552","3","1149","0.47903262","36.84660341","Camel","","full","light","no rain","Grazing","hoof","brown","Pennisetum stramineum","Pennisetum mezzianum","Cynodon plectostachyus","","light","","","40","","","","","","","","","","","","","237.345802764","Camel","2021","7","2","11","49","","","","3","260235.6873","53284.17107","MB","MB","MB","645.901295556031","656.265478348839","0.295321643352509","0.584744536112317","","","","","","","","","","CM24"
"7/5/21","1","DSCN4546","2","1024","0.452416535","36.84190802","CC","","full","light","no rain","Grazing","hock","brown","Cynodon plectostachyus","Pennisetum mezzianum","Cynodon nlemfuensis","","light","","","20","","","","","","","","","","","","","17.382542856","Cattle","2021","7","5","10","24","","","","3","259711.9479","50340.36184","OG","OG","OG","22.3983987094217","28.5597898845149","0.307810097932816","0.525810952214859","","","","","","","","","","CT91"
"7/5/21","1","DSCN4546","3","1034","0.457452386","36.84102308","CC","","full","light","no rain","Grazing","hock","brown","Pennisetum stramineum","Pennisetum mezzianum","Cynodon plectostachyus","Digitaria macroblefara","medium","","","220","","","","","","","","","","","","Il-Motiok Community Cattle","138.093469416","Cattle","2021","7","5","10","34","","","","4","259613.5773","50897.40137","LB","OG","LB","61.4414625941996","71.4636672330032","0.272788196802139","0.43114406779661","","","","","","","","","","CT92"
"7/5/21","2","DSCN4547","1","1045","0.479400929","36.84658066","MC","","full","light","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Pennisetum mezzianum","Enteropogon macrostachyus","light","","","190","","","","","","","","","","","","Stears","239.533919604","Cattle","2021","7","5","10","45","Elephant","","","4","260233.1671","53324.91013","MB","MB","MB","631.324584065899","640.000045819572","0.295321643352509","0.584744536112317","","","","","","","","","","CT93"
"7/5/21","2","DSCN4547","2","1106","0.497528187","36.85311771","CC","","full","light","no rain","Grazing","hoof","brown","Cynodon nlemfuensis","Pennisetum mezzianum","Cynodon plectostachyus","","light","","","120","","","","","","","","","","","","","555.220770384","Cattle","2021","7","5","11","6","","","","3","260961.7113","55329.70068","MB","LB","MB","18.5314261271574","24.5217043381988","0.302821755409241","0.582087577721921","","","","","","","","","","CT94"
"7/5/21","2","DSCN4547","2","1106","0.497528187","36.85311771","ZC","","full","light","no rain","Grazing","hoof","brown","Cynodon nlemfuensis","Pennisetum mezzianum","Cynodon plectostachyus","","light","","","180","","","","","","","","","","","","","555.220770384","Camel","2021","7","5","11","6","","","","3","260961.7113","55329.70068","MB","LB","MB","18.5314261271574","24.5217043381988","0.302821755409241","0.582087577721921","","","","","","","","","","CM25"
"7/5/21","3","DSCN8300","1","1215","0.512852547","36.85693915","ZC","","full","no wind","no rain","Grazing","hock","brown with some green","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","","medium","","","40","","","","","","","","","","","","Ewaso-Narok River Area","398.27906538","Camel","2021","7","5","12","15","","","","3","261387.787","57024.55484","LB","MB","MB","82.1028290870118","91.0510749970224","0.30147323012352","0.567045147337118","","","","","","","","","","CM26"
"7/5/21","3","DSCN8300","2","1218","0.517143015","36.85995512","CC","","full","no wind","no rain","Grazing","hock","brown with some green","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","Microchloa kunthii","medium","","","28","","","","","","","","","","","","Ewaso-Narok River Area","314.957404188","Cattle","2021","7","5","12","18","","","","4","261723.7705","57499","MB","MB","MB","250.039088102264","254.016517650774","0.298787206411362","0.582879265844566","","","","","","","","","","CT95"
"7/5/21","3","DSCN8300","3","1221","0.522433642","36.86297099","CC","","full","light","no rain","Drinking","hoof","brown with some green","Cynodon plectostachyus","Cynodon nlemfuensis","","","light","","","33","","","","","","","","","","","","Ewaso-Narok River Area","385.180014828","Cattle","2021","7","5","12","21","","","","2","262059.7822","58084.06827","MB","MB","MB","27.9526937329419","28.0736550725053","0.315750360488892","0.636608747753146","","","","","","","","","","CT96"
"7/5/21","3","DSCN8301","1","1230","0.508498964","36.85956232","CC","","full","light","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","","light","","","15","","","","","","","","","","","","Calves","385.603258824","Cattle","2021","7","5","12","30","","","","2","261679.7125","56542.91716","MB","LB","MB","20.4388519314546","23.0172793910085","0.317003905773163","0.609889359377134","","","","","","","","","","CT97"
"7/5/21","3","DSCN8301","2","1234","0.506362007","36.86101015","Camel","","full","light","no rain","Walking","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","","light","","","120","","","","","","","","","","","","","129.612872508","Camel","2021","7","5","12","34","","","","2","261840.8468","56306.5","LB","LB","LB","29.3749078188078","49.2172446121511","0.303267031908035","0.579061567670193","","","","","","","","","","CM27"
"7/5/21","3","DSCN8301","3","1242","0.5043536","36.8706836","SH","","full","light","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","","light","","","60","","","","","","","","","","","","near Community Boma","647.874532536","SH","2021","7","5","12","42","Goat","","","2","262917.8949","56084","MB","MB","MB","182.887714678555","189.529983883482","0.269153892993927","0.507473935435247","","","","","","","","","","SH10"
"7/5/21","3","DSCN8301","3","1242","0.5043536","36.8706836","Camel","","full","light","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","","light","","","15","","","","","","","","","","","","near Community Boma","647.874532536","Camel","2021","7","5","12","42","Goat","","","2","262917.8949","56084","MB","MB","MB","182.887714678555","189.529983883482","0.269153892993927","0.507473935435247","","","","","","","","","","CM28"
"7/5/21","3","DSCN8302","1","1248","0.513023281","36.86680146","CC","","full","light","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","","light","","","20","","","","","","","","","","","","Ewaso-Ng'iro River","28.75818666","Cattle","2021","7","5","12","48","Goat","","","2","262485.9446","57043.07016","LB","LB","LB","215.498865368738","236.846039598879","0.310776025056839","0.602710413694722","","","","","","","","","","CT98"
"7/5/21","3","DSCN8302","1","1248","0.513023281","36.86680146","Camel","","full","light","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","","light","","","22","","","","","","","","","","","","Ewaso-Ng'iro River","28.75818666","Camel","2021","7","5","12","48","Goat","","","2","262485.9446","57043.07016","LB","LB","LB","215.498865368738","236.846039598879","0.310776025056839","0.602710413694722","","","","","","","","","","CM29"
"7/5/21","4","DSCN8295","1","1100","0.482590825","36.87367891","Camel","","full","no wind","no rain","Grazing","hock","brown","Cynodon plectostachyus","Pennisetum stramineum","Enteropogon macrostachyus","Chloris roxburghiana","thick","","","23","","","","","","","","","","","","Tower area","161.674636284","Camel","2021","7","5","11","0","","","","4","263250.6408","53676.78471","OG","OG","OG","551.69644344801","554.014524536577","0.255403876304626","0.417131178000743","","","","","","","","","","CM30"
"7/5/21","4","DSCN8295","3","1111","0.490003855","36.8702116","SH","","full","light","no rain","Grazing","hock","brown","Pennisetum stramineum","Cynodon plectostachyus","Microchloa kunthii","","medium","","","80","","","","","","","","","","","","Ewaso-Ng'iro River Area","46.754583792","SH","2021","7","5","11","11","","","","3","262864.8231","54496.83778","MB","LB","MB","142.354445691879","156.566901558324","0.261254876852036","0.514018691588785","","","","","","","","","","SH11"
"7/5/21","4","DSCN8296","2","1030","0.478946772","36.87814612","CC","","full","light","no rain","Grazing","hock","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","Microchloa kunthii","light","","","16","","","","","","","","","","","","Ewaso-Ng'iro River Area","207.002429676","Cattle","2021","7","5","10","30","","","","4","263747.9293","53273.57351","OG","OG","OG","20.5996236814003","28.1420127364116","0.31841242313385","0.538671243941842","","","","","","","","","","CT99"
"7/5/21","4","DSCN8296","3","1034","0.47833392","36.88648388","CC","","full","light","no rain","Grazing","hock","brown","Pennisetum stramineum","Cynodon plectostachyus","Cynodon nlemfuensis","","light","","","3","","","","","","","","","","","","Ewaso-Ng'iro River Area","77.049133896","Cattle","2021","7","5","10","34"," None","","","3","264676.2968","53205.5","OG","OG","OG","19.6480005251372","24.160266128431","0.3038130402565","0.523249655756805","","","","","","","","","","CT100"
"7/5/21","4","DSCN8296","3","1034","0.47833392","36.88648388","SH","","full","light","no rain","Grazing","hock","brown","Pennisetum stramineum","Cynodon plectostachyus","Cynodon nlemfuensis","","light","","","18","","","","","","","","","","","","Ewaso-Ng'iro River Area","77.049133896","SH","2021","7","5","10","34"," None","","","3","264676.2968","53205.5","OG","OG","OG","19.6480005251372","24.160266128431","0.3038130402565","0.523249655756805","","","","","","","","","","SH12"
"7/5/21","4","DSCN8297","1","1040","0.483565979","36.88727562","CC","","full","light","no rain","Grazing","hock","brown","Cynodon plectostachyus","Microchloa kunthii","Pennisetum stramineum","","light","","","25","","","","","","","","","","","","Ewaso-Ng'iro River Area","120.445744188","Cattle","2021","7","5","10","40","Goat","","","3","264764.6354","53784.16756","OG","OG","OG","22.7785153734889","26.5102028008702","0.262515276670456","0.428970470869912","","","","","","","","","","CT101"
"7/5/21","4","DSCN8297","1","1040","0.483565979","36.88727562","SH","","full","light","no rain","Grazing","hock","brown","Cynodon plectostachyus","Microchloa kunthii","Pennisetum stramineum","","light","","","21","","","","","","","","","","","","Ewaso-Ng'iro River Area","120.445744188","SH","2021","7","5","10","40","Goat","","","3","264764.6354","53784.16756","OG","OG","OG","22.7785153734889","26.5102028008702","0.262515276670456","0.428970470869912","","","","","","","","","","SH13"
"7/5/21","4","DSCN8297","2","1044","0.481581475","36.88255623","CC","","full","light","no rain","Grazing","hock","brown","Cynodon plectostachyus","Pennisetum stramineum","Microchloa kunthii","","light","","","11","","","","","","","","","","","","Ewaso-Ng'iro River Area","372.44301234","Cattle","2021","7","5","10","44","","","","3","264239.0749","53564.83445","LB","LB","LB","17.3811757613929","26.6493567053694","0.334993779659271","0.574418108050395","","","","","","","","","","CT102"
"7/5/21","4","DSCN8298","1","1114","0.491098269","36.87075101","SH","","full","light","no rain","","hock","brown with some green","Pennisetum stramineum","Cynodon plectostachyus","Cynodon nlemfuensis","Panicum maximum","medium","","","90","","","","","","","","","","","","Ewaso-Ng'iro River Area","45.876104484","SH","2021","7","5","11","14","Goat","","","4","262924.924","54617.86824","LB","MB","LB","28.9370074953765","32.4131122963466","0.259102165699005","0.506915629322268","","","","","","","","","","SH14"
"7/5/21","4","DSCN8298","2","1123","0.50162064","36.87801531","CC","","full","no wind","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","","medium","","","70","","","","","","","","","","","","Ewaso-Ng'iro River Area","117.980406432","Cattle","2021","7","5","11","23","Donkey"," Goat","","2","263734.1644","55781.44935","MB","MB","LB","25.3801301695387","27.3553871298145","0.346139073371887","0.642378440039926","","","","","","","","","","CT103"
"7/5/21","4","DSCN8298","2","1123","0.50162064","36.87801531","Camel","","full","no wind","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","","medium","","","27","","","","","","","","","","","","Ewaso-Ng'iro River Area","117.980406432","Camel","2021","7","5","11","23","Donkey"," Goat","","2","263734.1644","55781.44935","MB","MB","LB","25.3801301695387","27.3553871298145","0.346139073371887","0.642378440039926","","","","","","","","","","CM31"
"7/5/21","4","DSCN8298","3","1129","0.502130341","36.87197084","CC","","full","light","no rain","Resting","hoof","brown","Cynodon plectostachyus","","","","light","","","60","","","","","","","","","","","","Community Boma","615.371132544","Cattle","2021","7","5","11","29","","","","1","263061.1452","55838.04551","OG","OG","OG","50.9958236232858","54.3715187908367","0.265588909387589","0.510851630917629","","","","","","","","","","CT104"
"7/5/21","4","DSCN8299","1","1137","0.486216865","36.86499709","CKC","","full","light","no rain","Grazing","belly","brown","Cynodon plectostachyus","Pennisetum stramineum","Pennisetum mezzianum","Cynodon nlemfuensis","medium","","","30","","","","","","","","","","","","Opposite Tower Area","435.02839296","Cattle","2021","7","5","11","37","","","","4","262284.0635","54078.15537","LB","LB","MB","362.166846105701","371.562038066949","0.308724820613861","0.621995192307692","","","","","","","","","","CT105"
"7/5/21","4","DSCN8299","1","1137","0.486216865","36.86499709","ZC","","full","light","no rain","Grazing","belly","brown","Cynodon plectostachyus","Pennisetum stramineum","Pennisetum mezzianum","Cynodon nlemfuensis","medium","","","20","","","","","","","","","","","","Opposite Tower Area","435.02839296","Camel","2021","7","5","11","37","","","","4","262284.0635","54078.15537","LB","LB","MB","362.166846105701","371.562038066949","0.308724820613861","0.621995192307692","","","","","","","","","","CM32"
"7/5/21","4","DSCN8299","3","1155","0.475328516","36.8586478","CC","","full","light","no rain","Grazing","hock","brown","Pennisetum stramineum","Cynodon plectostachyus","Cynodon nlemfuensis","Chloris roxburghiana","medium","","","50","","","","","","","","","","","","Daraboi Area","457.578034956","Cattle","2021","7","5","11","55","","","","4","261576.697","52874.04611","LB","OG","LB","72.0571872963488","91.406892111467","0.271704733371735","0.518304948370658","","","","","","","","","","CT106"
"7/6/21","1","DSCN4536","3","1012","0.452230002","36.84410685","CC","","full","light","no rain","Grazing","hock","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Themeda triandra","Cenchrus ciliaris","light","","","150","","","","","","","","","","","","Olmotiok Cattle","25.48548618","Cattle","2021","7","6","10","12","","","","4","259956.7831","50319.65636","OG","OG","OG","17.1798300560753","30.712578121225","0.279252976179123","0.449675782351283","","","","","","","","","","CT107"
"7/6/21","1","DSCN4537","1","1016","0.453357486","36.84448279","CC","","full","light","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Eragrostis tenuifolia","Sporobolus africana","light","","","198","","","","","","","","","","","","Olmotiok","155.42596314","Cattle","2021","7","6","10","16","","","","4","259998.681","50444.35339","LB","OG","LB","17.6269030824665","26.5894067238938","0.349850744009018","0.603066790161572","","","","","","","","","","CT108"
"7/6/21","1","DSCN4537","3","1035","0.46002399","36.84821124","MC","","full","medium","no rain","Grazing","hock","brown","Pennisetum mezzianum","Pennisetum stramineum","Cynodon nlemfuensis","Cynodon plectostachyus","light","","","190","","","","","","","","","","","","","500.136740292","Cattle","2021","7","6","10","35","","","","4","260414.0677","51181.60036","OG","OG","OG","196.015153617766","198.792056438143","0.309922695159912","0.600499375780275","","","","","","","","","","CT109"
"7/6/21","1","DSCN4538","1","1042","0.46635303","36.84932003","CC","","full","light","no rain","Grazing","hock","brown","Cynodon nlemfuensis","Cynodon plectostachyus","Digitaria macroblefara","Chloris roxburghiana","light","","","220","","","","","","","","","","","","","193.166352708","Cattle","2021","7","6","10","42","","","","4","260537.7459","51881.60742","OG","OG","OG","17.5006877664222","31.805218872536","0.284717381000519","0.574324324324324","","","","","","","","","","CT110"
"7/6/21","1","DSCN4538","3","1056","0.449226958","36.85434955","CC","","full","light","no rain","Grazing","hoof","brown","Pennisetum mezzianum","Cymbopogon pospischilii","Pennisetum stramineum","Cynodon nlemfuensis","light","","","150","","","","","","","","","","","","Lima 4","707.272151292","Cattle","2021","7","6","10","56","","","","4","261097.2117","49987.1557","OG","OG","OG","17.47637051711","30.4059868253703","0.303643733263016","0.576650106458481","","","","","","","","","","CT111"
"7/6/21","2","DSCN4534","1","1106","0.482643787","36.86114748","CKC","","full","light","no rain","Grazing","hoof","brown","Cynodon nlemfuensis","Cynodon plectostachyus","Pennisetum mezzianum","Microchloa kunthii","light","","","180","","","","","","","","","","","","","440.72663712","Cattle","2021","7","6","11","6","","","","4","261855.2875","53683.08284","LB","LB","LB","334.918630404807","338.742493119447","0.280907094478607","0.55531453362256","","","","","","","","","","CT112"
"7/6/21","2","DSCN4534","2","1117","0.498776125","36.84671863","MC","","full","light","no rain","Grazing","hock","brown","Cynodon nlemfuensis","Cynodon plectostachyus","Microchloa kunthii","Pennisetum mezzianum","medium","","","140","","","","","","","","","","","","Calves","127.117661328","Cattle","2021","7","6","11","17","","","","4","260249.2217","55467.96676","LB","LB","MB","22.6508138353226","24.512595910898","0.296766012907028","0.53516295025729","","","","","","","","","","CT113"
"7/6/21","2","DSCN4534","3","1121","0.495537708","36.8484632","ZC","","part","medium","no rain","Grazing","hock","brown","Microchloa kunthii","Cynodon nlemfuensis","Pennisetum stramineum","Enteropogon macrostachyus","medium","","","160","","","","","","","","","","","","","0.76801452","Camel","2021","7","6","11","21","","","","4","260443.3619","55109.70678","LB","LB","LB","23.1615273685356","24.2346807009886","0.314888000488281","0.605523182163669","","","","","","","","","","CM33"
"7/6/21","2","DSCN4535","2","1140","0.470336028","36.85408276","CC","","part","medium","no rain","Grazing","hock","brown with some green","Cymbopogon pospischilii","Cenchrus ciliaris","Pennisetum stramineum","Chloris roxburghiana","light","","","30","","","","","","","","","","","","","449.51588892","Cattle","2021","7","6","11","40","Giraffe","","","4","261068.211","52321.99591","OG","OG","OG","22.7616139491814","28.3059341050666","0.248990580439568","0.48518227117755","","","","","","","","","","CT114"
"7/7/21","3","DSCN4635","1","936","0.493674376","36.85514689","CKC","","full","medium","no rain","Grazing","hock","brown","Cynodon nlemfuensis","Cynodon plectostachyus","Pennisetum stramineum","Aristida kenyensis","light","","","80","","","","","","","","","","","","","662.084027304","Cattle","2021","7","7","9","36","Giraffe","","","4","261187.5192","54903.36482","LB","LB","LB","19.481864827483","30.7370760990855","0.280367225408554","0.553618742155906","","","","","","","","","","CT115"
"7/7/21","3","DSCN4635","2","940","0.496736443","36.85662182","CC","","full","medium","no rain","Grazing","hock","brown","Cynodon nlemfuensis","Pennisetum stramineum","Microchloa kunthii","Cynodon plectostachyus","light","","","120","","","","","","","","","","","","Olmotiok","296.240589372","Cattle","2021","7","7","9","40","Giraffe"," Impala","","4","261351.8616","55242","LB","LB","LB","17.6154281232656","25.995251642822","0.30181011557579","0.591943196638168","","","","","","","","","","CT116"
"7/7/21","3","DSCN4635","2","940","0.496736443","36.85662182","SH","","full","medium","no rain","Grazing","hock","brown","Cynodon nlemfuensis","Pennisetum stramineum","Microchloa kunthii","Cynodon plectostachyus","light","","","100","","","","","","","","","","","","Olmotiok","296.240589372","SH","2021","7","7","9","40","Giraffe"," Impala","","4","261351.8616","55242","LB","LB","LB","17.6154281232656","25.995251642822","0.30181011557579","0.591943196638168","","","","","","","","","","SH15"
"7/7/21","3","DSCN4635","3","944","0.499174665","36.85877766","CC","","full","medium","no rain","Grazing","hock","brown","Cynodon nlemfuensis","Cynodon plectostachyus","Pennisetum stramineum","Microchloa kunthii","light","","","300","","","","","","","","","","","","Olmotiok","21.003692304","Cattle","2021","7","7","9","44","Goat","","","4","261592","55511.6077","MB","MB","LB","16.957264254497","27.1901759363243","0.316538870334625","0.607994389901823","","","","","","","","","","CT117"
"7/7/21","3","DSCN4636","2","1001","0.519234796","36.86671878","CC","","part","medium","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Microchloa kunthii","Cynodon nlemfuensis","light","","","40","","","","","","","","","","","","","32.442872868","Cattle","2021","7","7","10","1","Tommy","","","4","262476.9707","57730.11076","MB","MB","MB","413.801846878046","427.060359723584","0.315808683633804","0.626811594202899","","","","","","","","","","CT118"
"7/7/21","3","DSCN4636","3","1005","0.512154931","36.86635","SH","","part","light","no rain","Grazing","hoof","brown","Pennisetum stramineum","Enteropogon macrostachyus","Microchloa kunthii","Cynodon nlemfuensis","light","","","250","","","","","","","","","","","","","78.240949752","SH","2021","7","7","10","5","Donkey"," Goat","","4","262435.6438","56947.04142","LB","LB","LB","238.771822051612","251.392175948635","0.310776025056839","0.602710413694722","","","","","","","","","","SH16"
"7/7/21","3","DSCN4637","1","1010","0.500949405","36.86838219","ZC","","part","light","no rain","Grazing","hock","brown","Cynodon nlemfuensis","Cynodon plectostachyus","Microchloa kunthii","Aristida kenyensis","light","","","40","","","","","","","","","","","","","783.272928648","Camel","2021","7","7","10","10","","","","4","262661.5138","55707.55674","LB","LB","MB","40.7401749422054","47.8490836234724","0.274940818548203","0.53656282998944","","","","","","","","","","CM34"
"7/7/21","4","DSCN4638","2","1030","0.491994746","36.87749106","ZC","","no sun","light","no rain","Grazing","hock","brown","Cynodon plectostachyus","Enteropogon macrostachyus","Pennisetum stramineum","Cynodon nlemfuensis","medium","","","60","","","","","","","","","","","","","169.895178348","Camel","2021","7","7","10","30","","","","4","263675.4463","54716.784","OG","OG","OG","26.4717168895863","28.7917062266438","0.263245493173599","0.409157540743296","","","","","","","","","","CM35"
"7/7/21","4","DSCN4638","3","1034","0.490423538","36.87880108","CC","","part","light","","Grazing","hoof","brown","Cynodon nlemfuensis","Cynodon plectostachyus","Microchloa kunthii","Cyperus rubicundus","open grassland","","","12","","","","","","","","","","","","Calves, Olmotiok","338.65594686","Cattle","2021","7","7","10","34","","","","4","263821.2583","54542.95202","OG","OG","LB","22.0655332997781","25.8984078163482","0.259129405021667","0.410724208186701","","","","","","","","","","CT119"
"7/7/21","4","DSCN4639","1","1038","0.485827942","36.88046486","SH","","no sun","light","no rain","Grazing","hoof","brown","Cynodon nlemfuensis","Microchloa kunthii","Pennisetum stramineum","Cynodon plectostachyus","light","","","80","","","","","","","","","","","","Olmotiok","659.120093184","SH","2021","7","7","10","38","Donkey"," Goat","","4","264006.3543","54034.59218","OG","OG","OG","22.915434739032","30.4539459604084","0.256212025880814","0.410764872521246","","","","","","","","","","SH17"
"7/7/21","4","DSCN4639","2","1041","0.482597771","36.88085012","CC","","part","light","no rain","Grazing","hoof","brown","Cynodon nlemfuensis","Cynodon plectostachyus","Pennisetum stramineum","Cyperus teneristolon","light","","","14","","","","","","","","","","","","Olmotiok","523.36622562","Cattle","2021","7","7","10","41","","","","4","264049.1394","53677.30222","OG","LB","OG","19.1209895869965","25.718295639489","0.26796281337738","0.439463955637708","","","","","","","","","","CT120"
