"Date","Loop","Whitesheet.Filename","Whitesheet.Entry.Number","Time","Latitude","Longitude","Species","Multispecies","Sun","Wind","Rain","Activity","Grass.height","Grass.color","Grass.spp.1","Grass.spp.2","Grass.spp.3","Grass.spp.4","Bush.type","Photos.begin","Photos.end","Total.animals","Male..T.","Male..B.","Female..NL.","Female..L.","Female..P.","X2.year.old","X1.year.old","X6.12.months.old","X3.6.months.old","X1.3.months.old","X0.1.months.old","Notes","Distance.from.water","Distance.from.cattle","Closest.mob.size","QuickSpecies","Year","Month","Day","Hour","Minute","Other.species.1","Other.species.2","Other.species.3","Number.grasses","NDVI","EVI","Primary.habitat","Secondary.habitat","Tertiary.habitat","Distance.secondary","Distance.tertiary"
"6/3/21","2","DSCN2516","3","1314",0.481024214,36.8440771,"PZ","1","full","light","no rain","Drinking","hoof","green with some brown","Cynodon dactylon","Pennisetum mezzianum","Pennisetum stramineum","Cynodon nlemfuensis","light","1960","2003","36","","","","","","","","","","","","","2.3e-05","0.000645715","300","PZ","2021","6","3","13","14","Impala","","","4",0.4314,0.2583,"LB","LB","LB",2.51776781152988e-08,7.97553996380091e-08
"6/3/21","2","DSCN2516","3","1314",0.481024214,36.8440771,"GZ","1","full","light","no rain","Drinking","hoof","green with some brown","Cynodon dactylon","Pennisetum mezzianum","Pennisetum stramineum","Cynodon nlemfuensis","light","1960","2003","8","","8","","","","","","","","","","","2.3e-05","0.000645715","300","GZ","2021","6","3","13","14","Impala","","","4",0.4314,0.2583,"LB","LB","LB",2.51776781152988e-08,7.97553996380091e-08
"6/3/21","2","DSCN2517","1","1322",0.483220847,36.8394061,"GZ","0","full","light","no rain","Grazing","belly","green with some brown","Cenchrus ciliaris","Pennisetum mezzianum","Cynodon nlemfuensis","Cynodon dactylon","light","2004","2017","4","","4","","","","","","","","","","","0.001644963","0.005460265","300","GZ","2021","6","3","13","22","Giraffe","","","4",0.4143,0.2413,"OB","OB","OB",3.2936440688883e-08,4.27631471176143e-08
"6/3/21","2","DSCN2517","2","1328",0.48578593,36.83735492,"GZ","0","full","light","no rain","Grazing","belly","green with some brown","Cenchrus ciliaris","Pennisetum mezzianum","Pennisetum stramineum","Themeda triandra","light","2018","2022","2","","","","1","","","","1","","","","","0.004854869","0.00799373","220","GZ","2021","6","3","13","28","","","","4",0.4481,0.2654,"LB","LB","OB",6.13113396641766e-08,7.02711285752062e-08
"6/3/21","2","DSCN2517","3","1345",0.501811998,36.85066333,"GZ","0","full","light","no rain","Drinking","hock","green with some brown","Cynodon plectostachyus","Cynodon dactylon","Pennisetum mezzianum","Pennisetum stramineum","medium","2023","2044","5","","","3","","1","","1","","","","","","0.003377041","0.000314617","150","GZ","2021","6","3","13","45","","","","4",0.449,0.2764,"LB","LB","LB",3.36236889584671e-08,4.07244847081692e-08
"6/3/21","2","DSCN2518","1","1404",0.474282615,36.84896837,"GZ","0","full","light","no rain","Walking","hock","green","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum mezzianum","Pennisetum stramineum","light","2045","2048","6","1","5","","","","","","","","","","","0.001052189","0.003837589","100","GZ","2021","6","3","14","4","","","","4",0.4528,0.2649,"LB","OB","LB",2.73696602989555e-08,6.8544471329771e-08
"6/4/21","1","DSCN2507","1","1025",0.452792203,36.83933094,"PZ","0","full","light","no rain","Grazing","hock","brown with some green","Pennisetum mezzianum","Cynodon plectostachyus","Pennisetum stramineum","","thick","2053","2071","6","1","","","1","3","","","1","","","","","0.002614454","0.008084535","250","PZ","2021","6","4","10","25","Giraffe","","","3",0.3591,0.2047,"MB","LB","MB",3.92243819022514e-08,3.99939433378302e-08
"6/4/21","1","DSCN2507","2","1045",0.477839068,36.82977621,"GZ","0","full","light","no rain","Grazing","belly","brown with some green","Pennisetum stramineum","Pennisetum mezzianum","Cynodon plectostachyus","Chloris roxburghiana","medium","2072","2126","10","","","1","","3","","6","","","","","","0.003089885","0.013580381","80","GZ","2021","6","4","10","45","Cattle","","","4",0.4642,0.2708,"LB","LB","LB",2.63318160171887e-08,7.05473111832454e-08
"6/4/21","1","DSCN2507","3","1102",0.482575779,36.83464424,"GZ","1","full","light","no rain","Walking","hock","brown with some green","Pennisetum stramineum","Enteropogon macrostachyus","Pennisetum mezzianum","Cynodon plectostachyus","light","2127","2184","8","1","7","","","","","","","","","","","0.00496521","0.00998898","300","GZ","2021","6","4","11","2","","","","4",0.4559,0.2669,"OB","OB","OB",5.01815956430638e-08,6.92118924139903e-08
"6/4/21","1","DSCN2507","3","1102",0.482575779,36.83464424,"PZ","1","full","light","no rain","Walking","hock","brown with some green","Pennisetum stramineum","Enteropogon macrostachyus","Pennisetum mezzianum","Cynodon plectostachyus","light","2127","2202","8","1","1","1","2","1","","","","2","","","","0.00496521","0.00998898","300","PZ","2021","6","4","11","2","","","","4",0.4559,0.2669,"OB","OB","OB",5.01815956430638e-08,6.92118924139903e-08
"6/4/21","1","DSCN2509","1","1119",0.482913156,36.84354778,"GZ","0","full","light","no rain","Walking","","brown with some green","Pennisetum mezzianum","Pennisetum stramineum","Cynodon plectostachyus","Cenchrus ciliaris","light","2203","2256","6","","6","","","","","","","","","","","0.000342558","0.001790065","300","GZ","2021","6","4","11","19","Elephant","","","4",0.3827,0.2292,"OB","MB","LB",2.43010257465034e-08,8.54269673557595e-08
"6/4/21","1","DSCN2509","2","1128",0.470724828,36.84041488,"PZ","0","full","no wind","no rain","Walking","belly","brown with some green","Enteropogon macrostachyus","Cynodon plectostachyus","Cenchrus ciliaris","Pennisetum mezzianum","medium","2257","2260","1","","1","","","","","","","","","","","0.003353027","0.00642754","80","PZ","2021","6","4","11","28","Impala","","","4",0.4253,0.249,"LB","MB","LB",3.12054424116673e-08,5.7239415923752e-08
"6/4/21","1","DSCN2509","3","1138",0.47000135,36.83922024,"PZ","1","full","light","no rain","Grazing","belly","green with some brown","Enteropogon macrostachyus","Pennisetum mezzianum","Cenchrus ciliaris","Chloris roxburghiana","medium","2261","2293","7","","","","","","","","","","","","","0.004578341","0.00511569","80","PZ","2021","6","4","11","38","Impala","","","4",0.4551,0.2701,"LB","LB","LB",1.91679385917338e-08,8.17600233387653e-08
"6/4/21","1","DSCN2509","3","1138",0.47000135,36.83922024,"GZ","1","full","light","no rain","Grazing","belly","green with some brown","Enteropogon macrostachyus","Pennisetum mezzianum","Cenchrus ciliaris","Chloris roxburghiana","medium","2261","2293","3","","2","","","","1","","","","","","","0.004578341","0.00511569","80","GZ","2021","6","4","11","38","Impala","","","4",0.4551,0.2701,"LB","LB","LB",1.91679385917338e-08,8.17600233387653e-08
"6/4/21","1","DSCN2510","1","1148",0.469732218,36.83658387,"PZ","0","full","light","no rain","Walking","belly","green with some brown","Pennisetum stramineum","Pennisetum mezzianum","Enteropogon macrostachyus","Chloris roxburghiana","medium","2294","2330","8","1","","1","3","","","","","1","2","","Soing'ash Dam Area ","0.006972524","0.003878054","80","PZ","2021","6","4","11","48","","","","4",0.4529,0.2731,"MB","LB","LB",2.08450151087752e-08,6.87289306285507e-08
"6/4/21","1","DSCN2510","2","1203",0.450930767,36.84259335,"PZ","0","full","no wind","no rain","Walking","belly","brown with some green","Themeda triandra","Pennisetum mezzianum","Cynodon plectostachyus","","thick","2331","2348","12","1","4","","1","","","","","","","1","","0.00114117","0.011463853","100","PZ","2021","6","4","12","3","Elephant"," Oryx","","3",0.3815,0.22,"LB","LB","LB",2.60396971503904e-08,5.56457560932123e-08
"6/4/21","1","DSCN2510","3","1215",0.466200303,36.84099728,"PZ","0","full","light","no rain","Standing","hock","green with some brown","Pennisetum mezzianum","Cynodon nlemfuensis","Enteropogon macrostachyus","Cenchrus ciliaris","medium","2349","2377","7","1","","1","2","1","","","","1","","1","","0.002660928","0.003913263","100","PZ","2021","6","4","12","15","","","","4",0.4112,0.2392,"MB","MB","MB",3.27796620575667e-08,4.13113103947579e-08
"6/4/21","1","DSCN2511","1","1221",0.468424706,36.84108245,"GZ","0","full","light","no rain","Grazing","belly","green with some brown","Pennisetum mezzianum","Pennisetum stramineum","Themeda triandra","Chloris roxburghiana","medium","2378","2393","3","","3","","","","","","","","","","Soing'ash Dam Area ","0.002920207","0.005510052","80","GZ","2021","6","4","12","21","","","","4",0.4103,0.2404,"OB","OB","OB",3.32419337808459e-08,6.10284649493856e-08
"6/4/21","1","DSCN2511","2","1227",0.47868424,36.84296581,"GZ","0","full","medium","no rain","Standing","hoof","brown with some green","Cynodon plectostachyus","Pennisetum stramineum","","Microchloa kunthii","light","2394","2402","2","","1","","","","1","","","","","","Soing'ash Dam Area ","0.001474492","0.003190475","300","GZ","2021","6","4","12","27","Impala","","","3",0.3655,0.2156,"LB","LB","LB",4.05176585006714e-08,5.65316606394769e-08
"6/4/21","1","DSCN2511","3","1234",0.473806177,36.84896161,"PZ","0","full","light","no rain","Walking","hock","brown with some green","Cynodon nlemfuensis","Pennisetum mezzianum","Pennisetum stramineum","Chloris roxburghiana","light","2403","2403","1","","1","","","","","","","","","","Rongai Area","0.001056888","0.00358958","100","PZ","2021","6","4","12","34","","","","4",0.4528,0.2649,"LB","OB","LB",2.92747650924183e-08,7.04055266220792e-08
"6/4/21","1","DSCN2512","1","1244",0.466227576,36.8506015,"PZ","0","full","light","no rain","Standing","hoof","","Cenchrus ciliaris","Pennisetum mezzianum","Digitaria macroblefara","Chloris roxburghiana","medium","2404","2459","18","1","","1","1","1","","","","1","","","Rongai Area","0.000555913","0.002410775","240","PZ","2021","6","4","12","44","Impala","","","4",0.4309,0.2614,"LB","LB","LB",2.08618432926347e-08,6.72909388577449e-08
"6/4/21","1","DSCN2512","2","1251",0.462679441,36.84788225,"PZ","1","full","no wind","no rain","Grazing","belly","green with some brown","Cynodon nlemfuensis","Bothriochloa insculpta","Chloris roxburghiana","Cymbopogon pospischilii","medium","2460","2490","10","1","4","","1","2","","","","2","","","","0.003821054","0.006835822","240","PZ","2021","6","4","12","51","Giraffe","","","4",0.4244,0.2509,"LB","LB","LB",3.20092861637253e-08,6.95377362767583e-08
"6/4/21","1","DSCN2512","2","1251",0.462679441,36.84788225,"GZ","1","full","no wind","no rain","Grazing","belly","green with some brown","Cynodon nlemfuensis","Bothriochloa insculpta","Chloris roxburghiana","Cymbopogon pospischilii","medium","2460","2490","1","","","1","","","","","","","","","","0.003821054","0.006835822","240","GZ","2021","6","4","12","51","Giraffe","","","4",0.4244,0.2509,"LB","LB","LB",3.20092861637253e-08,6.95377362767583e-08
"6/7/21","1","DSCN2744","1","1100",0.469817537,36.85597013,"PZ","0","full","light","no rain","Grazing","hock","brown with some green","Themeda triandra","Enteropogon macrostachyus","Bothriochloa insculpta","Cenchrus ciliaris","medium","2519","2558","10","1","","","2","2","","","1","1","","","Loitoiporeki Area ","0.005669764","0.003270442","120","PZ","2021","6","7","11","0","","","","4",0.4619,0.2659,"LB","LB","LB",5.04734874638132e-08,6.17229293446424e-08
"6/7/21","1","DSCN2744","2","1133",0.463384325,36.84910361,"PZ","0","full","light","no rain","Standing","hoof","brown with some green","Pennisetum mezzianum","Cynodon plectostachyus","Eragrostis tenuifolia","Cenchrus ciliaris","medium","2559","2572","6","1","","","2","1","","","","1","","1","Rongai Area (Old Boma 2019)","0.002460657","0.005620932","240","PZ","2021","6","7","11","33","Impala","","","4",0.4188,0.2464,"LB","LB","OB",2.7604606986695e-08,7.72674126619012e-08
"6/7/21","1","DSCN2744","3","1156",0.462712747,36.84819748,"PZ","0","full","medium","no rain","Grazing","hock","brown with some green","Cenchrus ciliaris","Cynodon plectostachyus","Microchloa kunthii","Chloris roxburghiana","medium","2573","2602","9","1","","","4","","","","1","3","","","Rongai Area (Old Boma 2019)","0.003508515","0.006642339","240","PZ","2021","6","7","11","56","","","","4",0.4188,0.2464,"LB","LB","LB",2.54312127885845e-08,5.62603430187039e-08
"6/7/21","1","DSCN2745","1","1213",0.469371946,36.85240759,"GZ","0","full","light","no rain","Grazing","belly","brown with some green","Cymbopogon pospischilii","Cenchrus ciliaris","Bothriochloa insculpta","Chloris roxburghiana","medium","2603","2640","8","","8","","","","","","","","","","Nairoshi Area","0.002205942","0.001256623","240","GZ","2021","6","7","12","13","Eland","","","4",0.4713,0.2737,"LB","MB","OB",5.05840855905882e-08,5.78153865115051e-08
"6/7/21","1","DSCN2745","2","1258",0.46055664,36.83395197,"PZ","0","full","light","no rain","Grazing","belly","green with some brown","Cenchrus ciliaris","Microchloa kunthii","Cynodon plectostachyus","Pennisetum stramineum","medium","2641","2650","2","","2","","","","","","","","","","Lolakirding Area","0.008776385","0.005423447","250","PZ","2021","6","7","12","58","Giraffe"," Impala","","4",0.4353,0.2669,"OB","OB","OB",3.20307822627026e-08,4.24573683046893e-08
"6/7/21","1","DSCN2745","3","1303",0.466059446,36.83595656,"GZ","0","full","light","no rain","Walking","hock","green with some brown","Microchloa kunthii","Cenchrus ciliaris","Pennisetum stramineum","Chloris roxburghiana","medium","2651","2661","3","","3","","","","","","","","","","Lolakirding Area","0.007703143","0.00030538","80","GZ","2021","6","7","13","3","","","","4",0.4083,0.2489,"OB","OB","OB",5.11306325485452e-08,5.87471428122755e-08
"6/7/21","1","DSCN2746","1","1314",0.470322378,36.83921785,"PZ","0","full","light","no rain","Grazing","belly","brown with some green","Eragrostis racemosa","Pennisetum stramineum","Pennisetum mezzianum","Chloris roxburghiana","medium","2662","2678","8","1","","1","3","","","","2","1","","","Ngaremata Dam Area ","0.004552513","0.005376739","80","PZ","2021","6","7","13","14","","","","4",0.4551,0.2701,"LB","LB","LB",3.60808948565509e-08,6.96088429310953e-08
"6/7/21","1","DSCN2746","2","1326",0.482998215,36.82700266,"GZ","0","full","medium","no rain","Standing","hock","brown with some green","Pennisetum stramineum","Cynodon plectostachyus","Microchloa kunthii","Pennisetum stramineum","medium","2679","2687","2","","2","","","","","","","","","","Ngaremata Dam Area ","0.005445898","0.017634828","300","GZ","2021","6","7","13","26","","","","4",0.5351,0.3155,"OB","OB","OB",3.16986014168419e-08,5.07356573029163e-08
"6/7/21","1","DSCN2746","3","1404",0.460702646,36.83262721,"GZ","0","full","light","no rain","Grazing","hock","brown with some green","Cenchrus ciliaris","Cynodon plectostachyus","Microchloa kunthii","Harpachne schimperi ","medium","2688","2739","9","","","2","","3","4","","","","","","Lolakirding Area","0.010081555","0.00517713","250","GZ","2021","6","7","14","4","Impala","","","4",0.4147,0.2481,"OB","OB","OB",1.98794889444634e-08,8.82539346484126e-08
"6/11/21","2","DSCN6467","1","1049",0.468179402,36.85649734,"PZ","0","full","light","no rain","Grazing","hock","green with some brown","Cynodon plectostachyus","Pennisetum stramineum","Pennisetum mezzianum","","medium","2762","2799","15","2","","","5","2","","1","1","3","1","","","0.00564316","0.002268881","120","PZ","2021","6","11","10","49","Impala","","","3",0.4441,0.2597,"MB","LB","LB",4.10117799736258e-08,7.00191150577898e-08
"6/11/21","2","DSCN6467","2","1112",0.487034912,36.83918047,"PZ","0","full","light","no rain","Standing","hoof","brown with some green","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","Pennisetum mezzianum","light","2800","2820","8","1","","","2","2","","1","","1","1","","","0.004004867","0.006293382","220","PZ","2021","6","11","11","12","Giraffe","","","4",0.4505,0.2708,"LB","LB","LB",4.03182196005562e-08,5.16130119901424e-08
"6/11/21","2","DSCN6467","3","1116",0.493316713,36.83986356,"GZ","0","full","light","no rain","Walking","hoof","brown","Cynodon nlemfuensis","Pennisetum stramineum","","","medium","2821","2835","2","","2","","","","","","","","","","","0.00307664","0.005365706","240","GZ","2021","6","11","11","16","Oryx","","","2",0.4362,0.2625,"OB","OB","LB",3.28041973173882e-08,7.68023112378421e-08
"6/11/21","2","DSCN6468","2","1135",0.506908785,36.84485621,"GZ","1","full","light","no rain","Walking","hoof","brown with some green","Cynodon nlemfuensis","Cynodon plectostachyus","Pennisetum stramineum","","open grassland","2836","2868","8","","","2","3","","","","2","1","","","","0.000622674","0.0063628","300","GZ","2021","6","11","11","35","","","","3",0.5372,0.3339,"OB","OB","OB",2.26452301156864e-08,6.84466328652198e-08
"6/11/21","2","DSCN6468","2","1135",0.506908785,36.84485621,"PZ","1","full","light","no rain","Walking","hoof","brown with some green","Cynodon nlemfuensis","Cynodon plectostachyus","Pennisetum stramineum","","open grassland","2836","2868","4","1","","1","1","","","","1","","","","","0.000622674","0.0063628","300","PZ","2021","6","11","11","35","","","","3",0.5372,0.3339,"OB","OB","OB",2.26452301156864e-08,6.84466328652198e-08
"6/11/21","2","DSCN6468","3","1146",0.501219762,36.85362203,"PZ","1","full","light","no rain","Grazing","hoof","green with some brown","Cynodon plectostachyus","Cynodon nlemfuensis","","","light","2869","2888","8","1","","","3","1","","","","3","","","","0.005252369","0.001990194","300","PZ","2021","6","11","11","46","","","","2",0.4259,0.2568,"LB","OB","LB",3.67486779979982e-08,4.11527067893257e-08
"6/11/21","2","DSCN6468","3","1146",0.501219762,36.85362203,"GZ","1","full","light","no rain","Grazing","hoof","green with some brown","Cynodon plectostachyus","Cynodon nlemfuensis","","","light","2869","2888","4","","","2","","2","","","","","","","","0.005252369","0.001990194","300","GZ","2021","6","11","11","46","","","","2",0.4259,0.2568,"LB","OB","LB",3.67486779979982e-08,4.11527067893257e-08
"6/11/21","2","DSCN6469","1","1151",0.4996549,36.85290731,"PZ","0","full","light","no rain","Resting","hoof","brown with some green","Cynodon nlemfuensis","","","","open grassland","2889","2902","10","1","","1","3","1","","1","","2","1","","","0.00504034","0.000986362","350","PZ","2021","6","11","11","51","Impala","","","1",0.4318,0.2597,"OB","OB","OB",2.68428652812755e-08,5.37002375343792e-08
"6/12/21","2","DSCN6473","1","929",0.469275261,36.85893522,"PZ","0","full","light","no rain","Walking","hoof","brown with some green","Cynodon plectostachyus","Eragrostis racemosa","Eragrostis tenuifolia","","light","2904","2910","3","","","","","","","","","","","","","0.005235401","0.001167787","120","PZ","2021","6","12","9","29","","","","3",0.4452,0.2642,"MB","MB","LB",4.90503223423949e-08,6.17212239632508e-08
"6/12/21","2","DSCN6473","3","936",0.481999607,36.86130672,"GZ","0","full","light","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Themeda triandra","Pennisetum stramineum","","light","2911","2976","8","","1","5","1","2","1","","1","","","","","0.003380601","0.004698926","300","GZ","2021","6","12","9","36","Impala","","","3",0.4595,0.2833,"OB","OB","OB",5.84404152643074e-08,6.88749247554803e-08
"6/12/21","2","DSCN6474","1","948",0.494588851,36.85550559,"GZ","0","full","light","no rain","","","","Cynodon plectostachyus","Cyperus teneristolon","Themeda triandra","Pennisetum stramineum","light","2977","3015","8","","1","2","2","1","1","","1","","1","","","0.00499344","0.005057957","300","GZ","2021","6","12","9","48","","","","4",0.4323,0.2531,"OB","LB","OB",3.34660863801326e-08,5.03849435927905e-08
"6/12/21","2","DSCN6474","2","957",0.499494302,36.85235698,"PZ","0","part","light","no rain","Resting","hoof","brown with some green","Cynodon plectostachyus","Pennisetum stramineum","","","open grassland","3016","3034","8","","1","","2","3","","","","2","","","","0.004471215","0.000680397","350","PZ","2021","6","12","9","57","","","","2",0.4318,0.2597,"OB","MB","OB",3.44832697641216e-08,7.24325616191009e-08
"6/12/21","2","DSCN6474","3","1000",0.502229636,36.84822441,"PZ","0","part","light","no rain","Grazing","hoof","brown","Themeda triandra","Cynodon dactylon","Eragrostis tenuifolia","Pennisetum stramineum","light","3017","3072","8","","1","","2","3","","","2","","","","","0.001006973","0.001186532","160","PZ","2021","6","12","10","0","Giraffe","","","4",0.4788,0.2978,"MB","OB","MB",3.11411147573043e-08,6.8087179978863e-08
"6/12/21","2","DSCN6475","2","1011",0.494827,36.84305705,"GZ","0","part","light","no rain","Walking","","brown with some green","","","","","light","3037","3138","19","","12","1","","2","2","2","","","","","","0.00076347","0.002415131","240","GZ","2021","6","12","10","11","","","","0",0.4368,0.2656,"LB","LB","OB",3.11042331513048e-08,5.89940549073058e-08
"6/12/21","2","DSCN6475","2","1011",0.494827,36.84305705,"PZ","0","part","light","no rain","Walking","","brown with some green","","","","","light","3139","3147","6","","1","1","2","","","","1","1","","","","0.00076347","0.002415131","240","PZ","2021","6","12","10","11","","","","0",0.4368,0.2656,"LB","LB","OB",3.11042331513048e-08,5.89940549073058e-08
"6/12/21","2","DSCN6475","3","1024",0.491920776,36.83810894,"GZ","0","full","no wind","no rain","Grazing","hock","","Pennisetum stramineum","Cynodon plectostachyus","Cynodon nlemfuensis","Chloris roxburghiana","open grassland","3148","3163","5","1","","","2","","","","2","","","","","0.004642319","0.007593923","240","GZ","2021","6","12","10","24","Impala","","","4",0.4114,0.2457,"OB","OB","OB",5.0282855877137e-08,5.43563302356452e-08
"6/12/21","2","DSCN6476","1","1032",0.482766878,36.83849898,"GZ","0","","","","","","","","","","","","3164","3175","3","","1","","","1","","","1","","","","","0.002080432","0.00621252","300","GZ","2021","6","12","10","32","","","","0",0.4143,0.2413,"LB","LB","OB",4.0309363155185e-08,6.11831205668436e-08
"6/12/21","2","DSCN3247","2","1057",0.463730569,36.8360119,"GZ","0","full","light","no rain","Grazing","belly","brown with some green","Cynodon plectostachyus","Pennisetum mezzianum","Eragrostis tenuifolia","Chloris roxburghiana","medium","3176","3195","5","","","1","","","4","","","","","","Rongai Area","0.00742136","0.002150897","80","GZ","2021","6","12","10","57","Impala"," Oryx","","4",0.4054,0.2476,"OB","OB","OB",4.18581347548137e-08,7.16994679454844e-08
"6/12/21","2","DSCN3248","1","1158",0.453275435,36.84151147,"PZ","0","full","no wind","no rain","Standing","hock","brown with some green","Pennisetum mezzianum","Cynodon plectostachyus","Pennisetum stramineum","","light","3196","3204","5","1","","2","","1","","1","","","","","Soing'ash Dam Area ","0.000680975","0.009024715","100","PZ","2021","6","12","11","58","Elephant","","","3",0.3839,0.2227,"LB","OB","OB",3.65298463467024e-08,3.69836174396098e-08
"6/17/21","2","DSCN7997","2","1100",0.485345348,36.85832857,"PZ","1","full","light","no rain","Grazing","hoof","green with some brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","Enteropogon macrostachyus","medium","3271","3329","35","1","12","1","7","2","","","1","4","1","1","","0.007855531","0.002594945","200","PZ","2021","6","17","11","0","","","","4",0.4839,0.2895,"LB","LB","LB",2.3976267688593e-08,6.64146656276698e-08
"6/17/21","2","DSCN7997","2","1100",0.485345348,36.85832857,"GZ","1","full","light","no rain","Grazing","hoof","green with some brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","Enteropogon macrostachyus","medium","3330","3343","1","","","1","","","","","","","","","","0.00491446","0.003120291","350","GZ","2021","6","17","11","0","","","","4",0.4839,0.2895,"LB","LB","LB",2.3976267688593e-08,6.64146656276698e-08
"6/17/21","2","DSCN7998","1","1218",0.495867459,36.85341515,"PZ","0","full","light","no rain","Grazing","hoof","brown with some green","Pennisetum stramineum","Cynodon nlemfuensis","Microchloa kunthii","Digitaria macroblefara","light","3368","3409","22","2","","","7","3","","","1","2","4","","","0.001032168","0","240","PZ","2021","6","17","12","18","","","","4",0.4111,0.2423,"LB","LB","LB",2.97007529765569e-08,4.48149441149205e-08
"6/17/21","2","DSCN7998","2","1240",0.49890006,36.85149937,"GZ","0","full","light","no rain","Resting","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","","medium","3410","3441","5","","","2","","2","","","","","","","","0.002208407","0.00337879","300","GZ","2021","6","17","12","40","","","","3",0.4886,0.308,"OB","OB","MB",2.32929299092413e-08,5.79400582148056e-08
"6/17/21","1","DSCN8005","1","1345",0.481106358,36.84576039,"GZ","0","full","light","no rain","Walking","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Cyperus rubicundus","","open grassland","3442","3445","1","","","","","","1","","","","","","","0.00169746","0.001238216","300","GZ","2021","6","17","13","45","","","","3",0.4314,0.2583,"LB","LB","LB",4.05408187142774e-08,5.11959314353406e-08
"6/17/21","1","DSCN8005","2","1407",0.478605384,36.8441942,"GZ","1","full","light","no rain","Resting","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","","open grassland","3446","3458","3","","3","","","","","","","","","","","0.000244215","0.002862037","300","GZ","2021","6","17","14","7","Elephant","","","2",0.4459,0.2663,"LB","LB","LB",3.45257626474405e-08,4.01936386719888e-08
"6/17/21","1","DSCN8005","2","1407",0.478605384,36.8441942,"PZ","1","full","light","no rain","Resting","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","","open grassland","3446","3458","5","","","","","","","","","","","","","0.000244215","0.002862037","300","PZ","2021","6","17","14","7","Elephant","","","2",0.4459,0.2663,"LB","LB","LB",3.45257626474405e-08,4.01936386719888e-08
"6/17/21","1","DSCN8005","3","1448",0.463599599,36.85093968,"PZ","0","full","light","no rain","Grazing","hoof","brown with some green","Pennisetum stramineum","Enteropogon macrostachyus","","","medium","3459","3464","5","1","","","2","","1","","2","","","","","0.000628761","0.004876618","240","PZ","2021","6","17","14","48","","","","2",0.4188,0.2464,"LB","LB","OB",2.80954205497287e-08,5.47825048550617e-08
"6/18/21","2","DSCN7111","1","1018",0.476327475,36.85975704,"PZ","0","full","no wind","no rain","Resting","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Digitaria macroblefara","Cyperus rubicundus","light","3475","3499","7","1","","","3","","","","","1","","2","","0.003994164","0","300","PZ","2021","6","18","10","18","","","","4",0.4391,0.2624,"LB","LB","LB",5.29674037854904e-08,7.19303328596199e-08
"6/18/21","2","DSCN7111","2","1026",0.480382894,36.86146569,"PZ","0","full","no wind","no rain","Resting","","brown","Cyperus rubicundus","Cynodon plectostachyus","Microchloa kunthii","Pennisetum stramineum","light","3500","3514","5","1","","","","2","","2","","","","","DSCN3510 collared","0.003994164","0","300","PZ","2021","6","18","10","26","Impala","","","4",0.4633,0.2848,"OB","OB","OB",1.92390167573458e-08,8.51427732144335e-08
"6/18/21","2","DSCN7112","1","1041",0.499592772,36.85476823,"GZ","1","full","no wind","no rain","Grazing","hoof","brown","Enteropogon macrostachyus","Pennisetum stramineum","Pennisetum mezzianum","Aristida adscensionis","light","3515","3530","6","1","","2","","1","1","1","","","","","","0.000739505","0","300","GZ","2021","6","18","10","41","Impala","","","4",0.4229,0.2517,"LB","LB","LB",3.63821336416803e-08,4.39077072054982e-08
"6/18/21","2","DSCN7112","1","1041",0.499592772,36.85476823,"PZ","1","full","no wind","no rain","Grazing","hoof","brown","Enteropogon macrostachyus","Pennisetum stramineum","Pennisetum mezzianum","Aristida adscensionis","light","3515","3530","2","","","","","","","","","","","","","0.001650084","0.000811616","220","PZ","2021","6","18","10","41","Impala","","","4",0.4229,0.2517,"LB","LB","LB",3.63821336416803e-08,4.39077072054982e-08
"6/18/21","2","DSCN7112","1","1041",0.499592772,36.85476823,"Cattle","","full","no wind","no rain","Grazing","hoof","brown","Enteropogon macrostachyus","Pennisetum stramineum","Pennisetum mezzianum","Aristida adscensionis","light","3515","3530","300","","","","","","","","","","","","","0.00059091","0","300","Cattle","2021","6","18","10","41","Impala","","","4",0.4229,0.2517,"LB","LB","LB",3.63821336416803e-08,4.39077072054982e-08
"6/18/21","2","DSCN7112","3","1110",0.48732613,36.84671643,"GZ","0","full","no wind","no rain","Walking","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Microchloa kunthii","Pennisetum mezzianum","light","3531","3537","1","1","","","","","","","","","","","","0.002240234","0","100","GZ","2021","6","18","11","10","","","","4",0.3974,0.2387,"LB","LB","LB",4.46265761449156e-08,5.03702053281555e-08
