"Multispecies","Photos.begin","Photos.end","Mpala.North","Notes","Latitude","Longitude","Year","Month","Day","Hour","Minute","Space","Equus","Species.binomial","alive","Space.1","Adult","Activity","Grass.height","Grass.color","Grass.spp.1","Grass.spp.2","Grass.spp.3","Bush.type","Space.2","Other.species.1","Other.species.2","Other.species.3","Rain","Sun","Wind","Space.3","Space.4","Total.zebras","Number.grasses","Space.5","Space.6","Space.7","Number.grazing","Space.8","Number.standing","Number.walking","Space.9","Number.drinking","Space.10","Space.11","Space.12","Number.resting","Space.13","Space.14","Whitesheet.Filename"
"","","","Mpala.North","Boundary Area","0.490469768","36.85673158","2021","7","8","12","59","","Equus","CC","alive","","Adult","Grazing","< hock","brown","Microchloa kunthii","Pennisetum stramineum","Cynodon plectostachyus","medium","","","","","no rain","full","light","","","25","4","","","","25","","","","","","","","","","","","DSCN4692"
"","","","Mpala.North","","0.499510122","36.86458963","2021","7","8","13","36","","Equus","CC","alive","","Adult","Grazing","< hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Microchloa kunthii","medium","","","","","no rain","full","light","","","30","3","","","","30","","","","","","","","","","","","DSCN4693"
"","","","Mpala.North","","0.499510122","36.86458963","2021","7","8","13","36","","Equus","ZC","alive","","Adult","Grazing","< hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Microchloa kunthii","medium","","","","","no rain","full","light","","","25","3","","","","25","","","","","","","","","","","","DSCN4693"
"","","","Mpala.North","","0.499510122","36.86458963","2021","7","8","13","36","","Equus","SH","alive","","Adult","Grazing","< hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Microchloa kunthii","medium","","","","","no rain","full","light","","","40","3","","","","40","","","","","","","","","","","","DSCN4693"
"","","","Mpala.North","","0.504810942","36.85939906","2021","7","8","13","41","","Equus","SH","alive","","Adult","Grazing","< hock","brown","Pennisetum stramineum","Cynodon plectostachyus","Pennisetum mezzianum","thick","","","","","no rain","full","light","","","80","4","","","","80","","","","","","","","","","","","DSCN4693"
"","","","Mpala.North","","0.514463296","36.86197251","2021","7","8","13","45","","Equus","CC","alive","","Adult","Grazing","< hock","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","light","","","","","no rain","part","light","","","31","2","","","","31","","","","","","","","","","","","DSCN4693"
"","","","Mpala.North","Gwaso Marok River","0.519377746","36.86383928","2021","7","8","13","49","","Equus","ZC","alive","","Adult","Grazing","< hock","brown","Pennisetum stramineum","Cynodon plectostachyus","Cynodon nlemfuensis","light","","Impala","","","no rain","part","light","","","40","3","","","","40","","","","","","","","","","","","DSCN4694"
"0","","","Mpala.North","Gwaso Marok River, vigilant","0.521798146","36.86483793","2021","7","8","14","1","","Equus","quagga","alive","","Adult","Standing","< hock","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","medium","","","","","no rain","part","light","","","7","3","","","","","","7","","","","","","","","","","DSCN4694"
"","","","Mpala.North","Gwaso Marok River","0.521798146","36.86483793","2021","7","8","14","1","","Equus","CC","alive","","Adult","Standing","< hock","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","medium","","","","","no rain","part","light","","","4","3","","","","","","4","","","","","","","","","","DSCN4694"
"","","","Mpala.North","Ewaso Nyino River","0.525264911","36.86892037","2021","7","8","14","6","","Equus","CC","alive","","Adult","Grazing","< hoof","brown","Cynodon plectostachyus","Microchloa kunthii","","light","","","","","no rain","part","light","","","11","2","","","","11","","","","","","","","","","","","DSCN4694"
"","","","Mpala.North","Gwaso Marok River","0.512605444","36.85593975","2021","7","8","14","20","","Equus","CC","alive","","Adult","Grazing","< hock","brown","Cynodon plectostachyus","Microchloa kunthii","Pennisetum stramineum","light","","","","","no rain","part","light","","","28","3","","","","28","","","","","","","","","","","","DSCN4695"
"","","","Mpala.North","Gwaso Marok River","0.509012932","36.85327647","2021","7","8","14","24","","Equus","ZC","alive","","Adult","Grazing","< hock","brown","Microchloa kunthii","Cynodon plectostachyus","Pennisetum stramineum","medium","","","","","no rain","part","light","","","120","3","","","","120","","","","","","","","","","","","DSCN4695"
"0","","","Mpala.North","Gwaso Marok River","0.50234513","36.85293521","2021","7","8","14","34","","Equus","quagga","alive","","Adult","Walking","< hock","brown","Cynodon plectostachyus","Microchloa kunthii","Pennisetum stramineum","medium","","","","","no rain","part","light","","","9","3","","","","","","","9","","","","","","","","","DSCN4695"
"","","","Mpala.North","Ewaso Nyino River, Calves","0.479217961","36.87854374","2021","7","8","10","18","","Equus","CC","alive","","Adult","Grazing","< hock","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Microchloa kunthii","open grassland","","","","","no rain","no sun","light","","","41","3","","","","41","","","","","","","","","","","","DSCN4696"
"","","","Mpala.North","","0.47981318","36.87978955","2021","7","8","10","20","","Equus","SH","alive","","Adult","Grazing","< hock","brown","Cynodon plectostachyus","Pennisetum stramineum","Cynodon nlemfuensis","medium","","Goat","","","no rain","no sun","light","","","120","3","","","","120","","","","","","","","","","","","DSCN4696"
"","","","Mpala.North","","0.47981318","36.87978955","2021","7","8","10","20","","Equus","CC","alive","","Adult","Grazing","< hock","brown","Cynodon plectostachyus","Pennisetum stramineum","Cynodon nlemfuensis","medium","","Goat","","","no rain","no sun","light","","","3","3","","","","3","","","","","","","","","","","","DSCN4696"
"","","","Mpala.North","Ewaso Nyino River","0.478614971","36.88552211","2021","7","8","10","24","","Equus","SH","alive","","Adult","Grazing","< hoof","brown","Cynodon plectostachyus","Microchloa kunthii","Cynodon nlemfuensis","medium","","","","","no rain","no sun","light","","","25","4","","","","25","","","","","","","","","","","","DSCN4698"
"","","","Mpala.North","","0.482876351","36.88414219","2021","7","8","10","32","","Equus","CC","alive","","Adult","Grazing","< hock","brown","Cynodon plectostachyus","Pennisetum stramineum","Pennisetum mezzianum","light","","Donkey","","","no rain","no sun","light","","","21","3","","","","21","","","","","","","","","","","","DSCN4698"
"","","","Mpala.North","Calves","0.484216661","36.87792511","2021","7","8","10","45","","Equus","CC","alive","","Adult","Grazing","< hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","","medium","","","","","no rain","no sun","light","","","19","2","","","","19","","","","","","","","","","","","DSCN4698"
"","","","Mpala.North","Tower Area","0.491916377","36.87017504","2021","7","8","11","11","","Equus","CC","alive","","Adult","Grazing","< hock","brown with some green","Cynodon plectostachyus","Cynodon nlemfuensis","Cenchrus ciliaris","medium","","","","","no rain","no sun","no wind","","","25","4","","","","25","","","","","","","","","","","","DSCN4699"
"","","","Mpala.North","","0.49391517","36.87102856","2021","7","8","11","15","","Equus","CC","alive","","Adult","Grazing","","brown with some green","Cenchrus ciliaris","Cynodon nlemfuensis","Microchloa kunthii","medium","","","","","no rain","no sun","no wind","","","7","4","","","","7","","","","","","","","","","","","DSCN4699"
"","","","Mpala.North","","0.49391517","36.87102856","2021","7","8","11","15","","Equus","SH","alive","","Adult","Grazing","","brown with some green","Cenchrus ciliaris","Cynodon nlemfuensis","Microchloa kunthii","medium","","","","","no rain","no sun","no wind","","","60","4","","","","60","","","","","","","","","","","","DSCN4699"
"","","","Mpala.North","Ewaso Nyino River","0.495530925","36.87620438","2021","7","8","11","19","","Equus","CC","alive","","Adult","Grazing","< hoof","brown","Cynodon plectostachyus","Microchloa kunthii","","light","","","","","no rain","no sun","no wind","","","15","2","","","","15","","","","","","","","","","","","DSCN4700"
"","","","Mpala.North","Ewaso Nyino River","0.503180272","36.87676246","2021","7","8","11","25","","Equus","SH","alive","","Adult","Grazing","< hock","brown","Cynodon plectostachyus","Pennisetum stramineum","","thick","","","","","no rain","no sun","light","","","25","2","","","","25","","","","","","","","","","","","DSCN4700"
"","","","Mpala.North","Boma","0.499420811","36.86933003","2021","7","8","11","32","","Equus","SH","alive","","Adult","Grazing","< hoof","brown","Microchloa kunthii","Cynodon plectostachyus","","medium","","","","","no rain","no sun","light","","","80","2","","","","80","","","","","","","","","","","","DSCN4700"
"","","","Mpala.North","Opposite Tower Area","0.487381001","36.86563005","2021","7","8","11","40","","Equus","ZC","alive","","Adult","Grazing","< hock","brown with some green","Cenchrus ciliaris","Cynodon plectostachyus","Harpachne schimperi ","medium","","","","","no rain","no sun","light","","","40","4","","","","40","","","","","","","","","","","","DSCN4701"
"","","","Mpala.North","Daraboi Area","0.48038171","36.86369114","2021","7","8","12","8","","Equus","SH","alive","","Adult","Grazing","< hock","brown","Cynodon plectostachyus","Pennisetum stramineum","","medium","","Goat","","","no rain","part","light","","","50","2","","","","50","","","","","","","","","","","","DSCN4701"
"","","","Mpala.North","","0.436845257","36.84707936","2021","7","9","10","23","","Equus","Community Kaparo Cattle","alive","","Adult","Walking","< hock","","Pennisetum stramineum","Enteropogon macrostachyus","Cynodon plectostachyus","light","","","","","no rain","no sun","light","","","90","3","","","","","","","90","","","","","","","","","DSCN3012"
"","","","Mpala.North","Ilimotiok cattle, Ngaramata Dam","0.473247716","36.84119212","2021","7","9","11","31","","Equus","Community Cattle","alive","","Adult","Grazing","< belly","brown","Pennisetum stramineum","Enteropogon macrostachyus","Pennisetum mezzianum","medium","","","","","no rain","part","light","","","160","4","","","","160","","","","","","","","","","","","DSCN3013"
"","","","Mpala.North","Ilimotiok cattle","0.465797366","36.83686568","2021","7","9","11","35","","Equus","Community Cattle","alive","","Adult","Grazing","< belly","brown","Cenchrus ciliaris","Pennisetum mezzianum","Pennisetum stramineum","medium","","","","","no rain","part","light","","","110","4","","","","110","","","","","","","","","","","","DSCN3013"
"","","","Mpala.North","Ilimotiok cattle","0.464131042","36.8362269","2021","7","9","11","39","","Equus","Community Cattle","alive","","Adult","Grazing","< belly","brown","Cenchrus ciliaris","Cynodon plectostachyus","Pennisetum mezzianum","medium","","","","","no rain","part","light","","","389","4","","","","389","","","","","","","","","","","","DSCN3014"
"","","","Mpala.North","Ilimotiok cattle","0.460321638","36.8341451","2021","7","9","11","43","","Equus","Community Cattle","alive","","Adult","Grazing","< belly","brown","Cynodon plectostachyus","Pennisetum stramineum","Pennisetum mezzianum","medium","","","","","no rain","part","light","","","260","4","","","","260","","","","","","","","","","","","DSCN3014"
"","","","Mpala.North","Leki'j'I cattle","0.463505803","36.84835318","2021","7","9","12","5","","Equus","Community Cattle","alive","","Adult","Grazing","< hock","brown","Cynodon plectostachyus","Pennisetum stramineum","Microchloa kunthii","medium","","","","","no rain","part","light","","","25","3","","","","25","","","","","","","","","","","","DSCN3014"
"","","","Mpala.North","Calves","0.485941792","36.86153774","2021","7","9","13","14","","Equus","Community Cattle","alive","","Adult","Grazing","< hock","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","light","","","","","no rain","full","light","","","18","3","","","","18","","","","","","","","","","","","DSCN3016"
"","","","Mpala.North","Ewaso-Narok River","0.502470174","36.84686103","2021","7","9","13","20","","Equus","Mpala Steers","alive","","Adult","Grazing","< hock","brown","Pennisetum mezzianum","Pennisetum stramineum","Cynodon plectostachyus","light","","","","","no rain","full","light","","","140","3","","","","140","","","","","","","","","","","","DSCN3016"
"","","","Mpala.North","Ngaramata Dam Area","0.486137154","36.84641185","2021","7","9","13","32","","Equus","Zainab Camel","alive","","Adult","Grazing","< hoof","brown","Cenchrus ciliaris","Microchloa kunthii","Cynodon plectostachyus","medium","","","","","no rain","part","light","","","180","3","","","","180","","","","","","","","","","","","DSCN3017"
"0","1454","1477","Mpala.North","","0.468911959","36.85907079","2021","6","3","10","20","","Equus","quagga","alive","","Adult","Standing","< hock","green with some brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum mezzianum","light","","","","","no rain","full","light","","","12","4","","","","","","12","","","","","","","","","","DSCN2513"
"0","1478","1527","Mpala.North","Outside study area","0.47077494","36.85956264","2021","6","3","10","25","","Equus","grevyi","alive","","Adult","Walking","< hock","green with some brown","Chloris roxburghiana","Cynodon plectostachyus","Enteropogon macrostachyus","light","","Elephant","","","no rain","full","light","","","14","4","","","","","","","14","","","","","","","","","DSCN2513"
"1","1528","1566","Mpala.North","","0.472146249","36.85981476","2021","6","3","10","46","","Equus","quagga","alive","","Adult","Grazing","< hoof","green with some brown","Cynodon nlemfuensis","Digitaria macroblefara","Pennisetum stramineum","light","","Impala","","","","full","light","","","23","4","","","","23","","","","","","","","","","","","DSCN2513"
"1","1567","1566","Mpala.North","","0.472146249","36.85981476","2021","6","3","10","46","","Equus","grevyi","alive","","Adult","Grazing","< hoof","green with some brown","Cynodon nlemfuensis","Digitaria macroblefara","Pennisetum stramineum","light","","Impala","","","","full","light","","","3","4","","","","3","","","","","","","","","","","","DSCN2513"
"1","1567","1602","Mpala.North","","0.476648303","36.85996747","2021","6","3","10","55","","Equus","quagga","alive","","Adult","Grazing","< hock","green with some brown","Cynodon plectostachyus","Pennisetum mezzianum","Pennisetum stramineum","light","","Impala","","","no rain","full","light","","","10","4","","","","10","","","","","","","","","","","","DSCN2514"
"1","1567","1602","Mpala.North","","0.476648303","36.85996747","2021","6","3","10","55","","Equus","grevyi","alive","","Adult","Grazing","< hock","green with some brown","Cynodon plectostachyus","Pennisetum mezzianum","Pennisetum stramineum","light","","Impala","","","no rain","full","light","","","7","4","","","","7","","","","","","","","","","","","DSCN2514"
"0","1603","1624","Mpala.North","","0.478243289","36.8614674","2021","6","3","11","3","","Equus","quagga","alive","","Adult","Grazing","< hock","brown with some green","Cynodon nlemfuensis","Cynodon plectostachyus","Enteropogon macrostachyus","light","","Giraffe","","","no rain","full","light","","","12","4","","","","12","","","","","","","","","","","","DSCN2514"
"0","1625","1697","Mpala.North","Photos up to 1741, see sheet for additional info","0.470072435","36.86202857","2021","6","3","11","16","","Equus","quagga","alive","","Adult","Walking","< hoof","brown with some green","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","open grassland","","Eland"," Giraffe","","no rain","full","light","","","33","4","","","","","","","33","","","","","","","","","DSCN2514"
"0","1698","1787","Mpala.North","","0.478855584","36.86247627","2021","6","3","11","26","","Equus","grevyi","alive","","Adult","Grazing","< hoof","green","Digitaria macroblefara","Pennisetum mezzianum","Pennisetum stramineum","medium","","","","","no rain","full","light","","","17","4","","","","17","","","","","","","","","","","","DSCN2515"
"0","1788","1816","Mpala.North","","0.04600112","36.85658199","2021","6","3","11","37","","Equus","grevyi","alive","","Adult","Walking","< hoof","brown with some green","Cynodon plectostachyus","Pennisetum mezzianum","Cynodon nlemfuensis","light","","Eland"," Impala","","no rain","full","light","","","5","4","","","","","","","5","","","","","","","","","DSCN2515"
"0","1817","1820","Mpala.North","","0.50163067","36.85006329","2021","6","3","11","48","","Equus","grevyi","alive","","Adult","Standing","< hock","green with some brown","Cynodon plectostachyus","Pennisetum mezzianum","Pennisetum stramineum","medium","","Elephant","","","no rain","full","light","","","1","4","","","","","","1","","","","","","","","","","DSCN2515"
"0","1821","1891","Mpala.North","","0.497019943","36.83998142","2021","6","3","11","58","","Equus","grevyi","alive","","Adult","Grazing","< hock","green with some brown","Cenchrus ciliaris","Enteropogon macrostachyus","Chloris roxburghiana","light","","Impala","","","no rain","full","light","","","20","4","","","","20","","","","","","","","","","","","DSCN2516"
"0","1892","1959","Mpala.North","","0.47880626","36.84758671","2021","6","3","13","2","","Equus","quagga","alive","","Adult","Grazing","< hock","green with some brown","Cynodon nlemfuensis","Pennisetum mezzianum","Enteropogon macrostachyus","light","","Elephant","","","no rain","full","light","","","20","4","","","","20","","","","","","","","","","","","DSCN2516"
"1","1960","2003","Mpala.North","","0.481024214","36.8440771","2021","6","3","13","14","","Equus","quagga","alive","","Adult","Drinking","< hoof","green with some brown","Cynodon dactylon","Pennisetum mezzianum","Pennisetum stramineum","light","","Impala","","","no rain","full","light","","","36","4","","","","","","","","","36","","","","","","","DSCN2516"
"1","1960","2003","Mpala.North","","0.481024214","36.8440771","2021","6","3","13","14","","Equus","grevyi","alive","","Adult","Drinking","< hoof","green with some brown","Cynodon dactylon","Pennisetum mezzianum","Pennisetum stramineum","light","","Impala","","","no rain","full","light","","","8","4","","","","","","","","","8","","","","","","","DSCN2516"
"0","2004","2017","Mpala.North","","0.483220847","36.8394061","2021","6","3","13","22","","Equus","grevyi","alive","","Adult","Grazing","< belly","green with some brown","Cenchrus ciliaris","Pennisetum mezzianum","Cynodon nlemfuensis","light","","Giraffe","","","no rain","full","light","","","4","4","","","","4","","","","","","","","","","","","DSCN2517"
"0","2018","2022","Mpala.North","","0.48578593","36.83735492","2021","6","3","13","28","","Equus","grevyi","alive","","Adult","Grazing","< belly","green with some brown","Cenchrus ciliaris","Pennisetum mezzianum","Pennisetum stramineum","light","","","","","no rain","full","light","","","2","4","","","","2","","","","","","","","","","","","DSCN2517"
"0","2023","2044","Mpala.North","","0.501811998","36.85066333","2021","6","3","13","45","","Equus","grevyi","alive","","Adult","Drinking","< hock","green with some brown","Cynodon plectostachyus","Cynodon dactylon","Pennisetum mezzianum","medium","","","","","no rain","full","light","","","5","4","","","","","","","","","5","","","","","","","DSCN2517"
"0","2045","2048","Mpala.North","","0.474282615","36.84896837","2021","6","3","14","4","","Equus","grevyi","alive","","Adult","Walking","< hock","green","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum mezzianum","light","","","","","no rain","full","light","","","6","4","","","","","","","6","","","","","","","","","DSCN2518"
"0","2053","2071","Mpala.North","","0.452792203","36.83933094","2021","6","4","10","25","","Equus","quagga","alive","","Adult","Grazing","< hock","brown with some green","Pennisetum mezzianum","Cynodon plectostachyus","Pennisetum stramineum","thick","","Giraffe","","","no rain","full","light","","","6","3","","","","6","","","","","","","","","","","","DSCN2507"
"0","2072","2126","Mpala.North","","0.477839068","36.82977621","2021","6","4","10","45","","Equus","grevyi","alive","","Adult","Grazing","< belly","brown with some green","Pennisetum stramineum","Pennisetum mezzianum","Cynodon plectostachyus","medium","","Cattle","","","no rain","full","light","","","10","4","","","","10","","","","","","","","","","","","DSCN2507"
"1","2127","2184","Mpala.North","","0.482575779","36.83464424","2021","6","4","11","2","","Equus","grevyi","alive","","Adult","Walking","< hock","brown with some green","Pennisetum stramineum","Enteropogon macrostachyus","Pennisetum mezzianum","light","","","","","no rain","full","light","","","8","4","","","","","","","8","","","","","","","","","DSCN2507"
"1","2127","2202","Mpala.North","","0.482575779","36.83464424","2021","6","4","11","2","","Equus","quagga","alive","","Adult","Walking","< hock","brown with some green","Pennisetum stramineum","Enteropogon macrostachyus","Pennisetum mezzianum","light","","","","","no rain","full","light","","","8","4","","","","","","","8","","","","","","","","","DSCN2507"
"0","2203","2256","Mpala.North","","0.482913156","36.84354778","2021","6","4","11","19","","Equus","grevyi","alive","","Adult","Walking","","brown with some green","Pennisetum mezzianum","Pennisetum stramineum","Cynodon plectostachyus","light","","Elephant","","","no rain","full","light","","","6","4","","","","","","","6","","","","","","","","","DSCN2509"
"0","2257","2260","Mpala.North","","0.470724828","36.84041488","2021","6","4","11","28","","Equus","quagga","alive","","Adult","Walking","< belly","brown with some green","Enteropogon macrostachyus","Cynodon plectostachyus","Cenchrus ciliaris","medium","","Impala","","","no rain","full","no wind","","","1","4","","","","","","","1","","","","","","","","","DSCN2509"
"1","2261","2293","Mpala.North","","0.47000135","36.83922024","2021","6","4","11","38","","Equus","quagga","alive","","Adult","Grazing","< belly","green with some brown","Enteropogon macrostachyus","Pennisetum mezzianum","Cenchrus ciliaris","medium","","Impala","","","no rain","full","light","","","7","4","","","","7","","","","","","","","","","","","DSCN2509"
"1","2261","2293","Mpala.North","","0.47000135","36.83922024","2021","6","4","11","38","","Equus","grevyi","alive","","Adult","Grazing","< belly","green with some brown","Enteropogon macrostachyus","Pennisetum mezzianum","Cenchrus ciliaris","medium","","Impala","","","no rain","full","light","","","3","4","","","","3","","","","","","","","","","","","DSCN2509"
"0","2294","2330","Mpala.North","Soing'ash Dam Area ","0.469732218","36.83658387","2021","6","4","11","48","","Equus","quagga","alive","","Adult","Walking","< belly","green with some brown","Pennisetum stramineum","Pennisetum mezzianum","Enteropogon macrostachyus","medium","","","","","no rain","full","light","","","8","4","","","","","","","8","","","","","","","","","DSCN2510"
"0","2331","2348","Mpala.North","","0.450930767","36.84259335","2021","6","4","12","3","","Equus","quagga","alive","","Adult","Walking","< belly","brown with some green","Themeda triandra","Pennisetum mezzianum","Cynodon plectostachyus","thick","","Elephant"," Oryx","","no rain","full","no wind","","","12","3","","","","","","","12","","","","","","","","","DSCN2510"
"0","2349","2377","Mpala.North","","0.466200303","36.84099728","2021","6","4","12","15","","Equus","quagga","alive","","Adult","Standing","< hock","green with some brown","Pennisetum mezzianum","Cynodon nlemfuensis","Enteropogon macrostachyus","medium","","","","","no rain","full","light","","","7","4","","","","","","7","","","","","","","","","","DSCN2510"
"0","2376","2396","Mpala.North","Daraboi Area","0.472043949","36.86584428","2021","7","8","10","6","","Equus","quagga","alive","","Adult","Grazing","< hock","brown","Cynodon plectostachyus","Cenchrus ciliaris","Pennisetum stramineum","medium","","","","","no rain","no sun","light","","","5","3","","","","5","","","","","","","","","","","","DSCN4696"
"0","2378","2393","Mpala.North","Soing'ash Dam Area ","0.468424706","36.84108245","2021","6","4","12","21","","Equus","grevyi","alive","","Adult","Grazing","< belly","green with some brown","Pennisetum mezzianum","Pennisetum stramineum","Themeda triandra","medium","","","","","no rain","full","light","","","3","4","","","","3","","","","","","","","","","","","DSCN2511"
"0","2394","2402","Mpala.North","Soing'ash Dam Area ","0.47868424","36.84296581","2021","6","4","12","27","","Equus","grevyi","alive","","Adult","Standing","< hoof","brown with some green","Cynodon plectostachyus","Pennisetum stramineum","","light","","Impala","","","no rain","full","medium","","","2","3","","","","","","2","","","","","","","","","","DSCN2511"
"0","2397","2410","Mpala.North","Uhur-Nwth Exclosure","0.484216661","36.87792511","2021","7","8","10","45","","Equus","quagga","alive","","Adult","Standing","< hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","","medium","","","","","no rain","no sun","light","","","3","2","","","","","","3","","","","","","","","","","DSCN4698"
"0","2403","2403","Mpala.North","Rongai Area","0.473806177","36.84896161","2021","6","4","12","34","","Equus","quagga","alive","","Adult","Walking","< hock","brown with some green","Cynodon nlemfuensis","Pennisetum mezzianum","Pennisetum stramineum","light","","","","","no rain","full","light","","","1","4","","","","","","","1","","","","","","","","","DSCN2511"
"0","2404","2459","Mpala.North","Rongai Area","0.466227576","36.8506015","2021","6","4","12","44","","Equus","quagga","alive","","Adult","Standing","< hoof","","Cenchrus ciliaris","Pennisetum mezzianum","Digitaria macroblefara","medium","","Impala","","","no rain","full","light","","","18","4","","","","","","18","","","","","","","","","","DSCN2512"
"0","2411","2438","Mpala.North","Tower Area","0.483541805","36.87280429","2021","7","8","11","5","","Equus","quagga","alive","","Adult","Grazing","< hock","","Pennisetum stramineum","Cynodon plectostachyus","Cynodon nlemfuensis","medium","","","","","no rain","no sun","light","","","6","3","","","","6","","","","","","","","","","","","DSCN4699"
"0","2439","2495","Mpala.North","Opposite Tower Area, vigilant","0.484245382","36.86640844","2021","7","8","12","4","","Equus","quagga","alive","","Adult","Resting","< hock","brown","Cynodon plectostachyus","Pennisetum stramineum","Microchloa kunthii","medium","","Impala","","","no rain","part","light","","","8","3","","","","","","","","","","","","","8","","","DSCN4701"
"1","2460","2490","Mpala.North","","0.462679441","36.84788225","2021","6","4","12","51","","Equus","quagga","alive","","Adult","Grazing","< belly","green with some brown","Cynodon nlemfuensis","Bothriochloa insculpta","Chloris roxburghiana","medium","","Giraffe","","","no rain","full","no wind","","","10","4","","","","10","","","","","","","","","","","","DSCN2512"
"1","2460","2490","Mpala.North","","0.462679441","36.84788225","2021","6","4","12","51","","Equus","grevyi","alive","","Adult","Grazing","< belly","green with some brown","Cynodon nlemfuensis","Bothriochloa insculpta","Chloris roxburghiana","medium","","Giraffe","","","no rain","full","no wind","","","1","4","","","","1","","","","","","","","","","","","DSCN2512"
"0","2519","2558","Mpala.North","Loitoiporeki Area ","0.469817537","36.85597013","2021","6","7","11","0","","Equus","quagga","alive","","Adult","Grazing","< hock","brown with some green","Themeda triandra","Enteropogon macrostachyus","Bothriochloa insculpta","medium","","","","","no rain","full","light","","","10","4","","","","10","","","","","","","","","","","","DSCN2744"
"0","2559","2572","Mpala.North","Rongai Area (Old Boma 2019)","0.463384325","36.84910361","2021","6","7","11","33","","Equus","quagga","alive","","Adult","Standing","< hoof","brown with some green","Pennisetum mezzianum","Cynodon plectostachyus","Eragrostis tenuifolia","medium","","Impala","","","no rain","full","light","","","6","4","","","","","","6","","","","","","","","","","DSCN2744"
"0","2561","2625","Mpala.North","Boundary Area 243","0.495596572","36.85584544","2021","7","8","12","46","","Equus","quagga","alive","","Adult","Grazing","< hock","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","medium","","","","","no rain","part","light","","","19","3","","","","19","","","","","","","","","","","","DSCN4692"
"0","2573","2602","Mpala.North","Rongai Area (Old Boma 2019)","0.462712747","36.84819748","2021","6","7","11","56","","Equus","quagga","alive","","Adult","Grazing","< hock","brown with some green","Cenchrus ciliaris","Cynodon plectostachyus","Microchloa kunthii","medium","","","","","no rain","full","medium","","","9","4","","","","9","","","","","","","","","","","","DSCN2744"
"0","2603","2640","Mpala.North","Nairoshi Area","0.469371946","36.85240759","2021","6","7","12","13","","Equus","grevyi","alive","","Adult","Grazing","< belly","brown with some green","Cymbopogon pospischilii","Cenchrus ciliaris","Bothriochloa insculpta","medium","","Eland","","","no rain","full","light","","","8","4","","","","8","","","","","","","","","","","","DSCN2745"
"0","2626","2684","Mpala.North","Boundary Area","0.490469768","36.85673158","2021","7","8","12","59","","Equus","quagga","alive","","Adult","Grazing","< hock","brown","Microchloa kunthii","Pennisetum stramineum","Cynodon plectostachyus","medium","","","","","no rain","full","light","","","15","4","","","","15","","","","","","","","","","","","DSCN4692"
"0","2641","2650","Mpala.North","Lolakirding Area","0.46055664","36.83395197","2021","6","7","12","58","","Equus","quagga","alive","","Adult","Grazing","< belly","green with some brown","Cenchrus ciliaris","Microchloa kunthii","Cynodon plectostachyus","medium","","Giraffe"," Impala","","no rain","full","light","","","2","4","","","","2","","","","","","","","","","","","DSCN2745"
"0","2651","2661","Mpala.North","Lolakirding Area","0.466059446","36.83595656","2021","6","7","13","3","","Equus","grevyi","alive","","Adult","Walking","< hock","green with some brown","Microchloa kunthii","Cenchrus ciliaris","Pennisetum stramineum","medium","","","","","no rain","full","light","","","3","4","","","","","","","3","","","","","","","","","DSCN2745"
"0","2662","2678","Mpala.North","Ngaremata Dam Area ","0.470322378","36.83921785","2021","6","7","13","14","","Equus","quagga","alive","","Adult","Grazing","< belly","brown with some green","Eragrostis racemosa","Pennisetum stramineum","Pennisetum mezzianum","medium","","","","","no rain","full","light","","","8","4","","","","8","","","","","","","","","","","","DSCN2746"
"0","2679","2687","Mpala.North","Ngaremata Dam Area ","0.482998215","36.82700266","2021","6","7","13","26","","Equus","grevyi","alive","","Adult","Standing","< hock","brown with some green","Pennisetum stramineum","Cynodon plectostachyus","Microchloa kunthii","medium","","","","","no rain","full","medium","","","2","4","","","","","","2","","","","","","","","","","DSCN2746"
"1","2685","2717","Mpala.North","","0.494555113","36.8629303","2021","7","8","13","24","","Equus","quagga","alive","","Adult","Standing","< hock","brown","Pennisetum stramineum","Cynodon plectostachyus","","thick","","Impala","","","no rain","full","light","","","6","2","","","","","","6","","","","","","","","","","DSCN4692"
"1","2685","2717","Mpala.North","","0.494555113","36.8629303","2021","7","8","13","24","","Equus","grevyi","alive","","Adult","Standing","< hock","brown","Pennisetum stramineum","Cynodon plectostachyus","","thick","","Impala","","","no rain","full","light","","","4","2","","","","","","4","","","","","","","","","","DSCN4692"
