"Date","Loop","Whitesheet.Filename","Whitesheet.Entry.Number","Time","Latitude","Longitude","Species","Multispecies","Sun","Wind","Rain","Activity","Grass.height","Grass.color","Grass.spp.1","Grass.spp.2","Grass.spp.3","Grass.spp.4","Bush.type","Photos.begin","Photos.end","Total.animals","Male..T.","Male..B.","Female..NL.","Female..L.","Female..P.","X2.year.old","X1.year.old","X6.12.months.old","X3.6.months.old","X1.3.months.old","X0.1.months.old","Notes","Distance.to.water","QuickSpecies","Year","Month","Day","Hour","Minute","Other.species.1","Other.species.2","Other.species.3","Number.grasses","GPS.x","GPS.y","Primary.habitat","Secondary.habitat","Tertiary.habitat","Distance.secondary","Distance.tertiary","NDVI","EVI","Distance.from.mob","Closest.mob.size","Scaled.mob.size","Distance.from.herd","Closest.herd.size","Distance.from.herd.opp.sp","Closest.herd.size.opp.sp","Distance.from.opp.sp","Closest.opp.sp.size","Identifier"
"6/30/21","4","DSCN4195","1","1008","0.480585172","36.88058261","CC","","full","light","no rain","Grazing","hock","brown with some green","Pennisetum stramineum","Cynodon plectostachyus","Cynodon nlemfuensis","","medium","","","45","","","","","","","","","","","","","0.002764291","Cattle","2021","6","30","10","8","Donkey","","","3","264019.2827","53454.70596","OG","OG","OG","2.76310341350764e-08","5.75193842049952e-08","0.261232793331146","0.418142392482833","","","","","","","","","","CT74"
"6/30/21","4","DSCN4195","3","1049","0.492604569","36.87158834","CC","","full","light","no rain","Grazing","belly","brown with some green","Cynodon plectostachyus","Pennisetum stramineum","Enteropogon macrostachyus","Cynodon nlemfuensis","thick","","","30","","","","","","","","","","","","","0.000464142","Cattle","2021","6","30","10","49","","","","4","263018.213","54784.44516","LB","OG","LB","2.78159591585931e-08","7.6481665228227e-08","0.291875004768372","0.524012567324955","","","","","","","","","","CT75"
"6/30/21","4","DSCN4195","3","1049","0.492604569","36.87158834","Comm_Camel","","full","light","no rain","Grazing","belly","brown with some green","Cynodon plectostachyus","Pennisetum stramineum","Enteropogon macrostachyus","Cynodon nlemfuensis","thick","","","25","","","","","","","","","","","","","0.000464142","Camel","2021","6","30","10","49","","","","4","263018.213","54784.44516","LB","OG","LB","2.78159591585931e-08","7.6481665228227e-08","0.291875004768372","0.524012567324955","","","","","","","","","","CM17"
"6/30/21","4","DSCN4198","1","1057","0.500500265","36.87881359","SH","","full","no wind","no rain","Grazing","hock","brown with some green","Cynodon plectostachyus","Pennisetum stramineum","Cynodon nlemfuensis","","thick","","","23","","","","","","","","","","","","","0.0005193","","2021","6","30","10","57","Goat","","","3","263823.0096","55657.5","OG","OG","OG","3.51548780232427e-08","6.0890025185076e-08","0.219707056879997","0.576865448007192","","","","","","","","","",NA
"6/30/21","4","DSCN4198","2","1104","0.501898328","36.33362094","CKC","","full","light","no rain","","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","","open grassland","","","80","","","","","","","","","","","","Boma","0.396893516","Cattle","2021","6","30","11","4","","","","2","203105.6418","55834.49067","MB","MB","MB","0.241930813191082","0.241959917704914","0.318510293960571","0.800279329608939","","","","","","","","","","CT76"
"6/30/21","4","DSCN4198","2","1104","0.501898328","36.33362094","Comm_Camel","","full","light","no rain","","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","","open grassland","","","100","","","","","","","","","","","","Boma","0.396893516","Camel","2021","6","30","11","4","","","","2","203105.6418","55834.49067","MB","MB","MB","0.241930813191082","0.241959917704914","0.318510293960571","0.800279329608939","","","","","","","","","","CM18"
"6/30/21","4","DSCN4199","3","1145","0.476935696","36.8532743","CC","","full","light","no rain","Grazing","hock","brown","Pennisetum stramineum","Cynodon plectostachyus","Cynodon nlemfuensis","Enteropogon macrostachyus","medium","","","80","","","","","","","","","","","","Daraboi Area","0.003311459","Cattle","2021","6","30","11","45","Giraffe","","","4","260978.4167","53052","LB","OG","LB","1.22168812740739e-06","1.37762794486677e-06","0.355576157569885","0.639373402955227","","","","","","","","","","CT77"
"6/30/21","4","DSCN4199","3","1145","0.476935696","36.8532743","Comm_Camel","","full","light","no rain","Grazing","hock","brown","Pennisetum stramineum","Cynodon plectostachyus","Cynodon nlemfuensis","Enteropogon macrostachyus","medium","","","90","","","","","","","","","","","","Daraboi Area","0.003311459","Camel","2021","6","30","11","45","Giraffe","","","4","260978.4167","53052","LB","OG","LB","1.22168812740739e-06","1.37762794486677e-06","0.355576157569885","0.639373402955227","","","","","","","","","","CM19"
"7/1/21","1","DSCN4540","2","1202","0.468543618","36.8274628","CC","","full","light","no rain","Walking","hock","brown","Pennisetum mezzianum","Pennisetum stramineum","Enteropogon macrostachyus","Cynodon plectostachyus","medium","","","60","","","","","","","","","","","","","0.00246426","Cattle","2021","7","1","12","2","","","","4","258104","52124.66025","OG","OG","OG","8.56080102897736e-07","8.85489492892428e-07","0.247241139411926","0.479071883530482","","","","","","","","","","CT78"
"7/1/21","1","DSCN4541","2","1306","0.501289724","36.84650926","MC","","full","no wind","no rain","Walking","hoof","brown","Cynodon nlemfuensis","Microchloa kunthii","","","open grassland","","","180","","","","","","","","","","","","","0.000807063","Cattle","2021","7","1","13","6","","","","2","260226","55746","LB","LB","LB","2.70844510775742e-08","8.19492434901584e-08","0.331880450248718","0.620416715167035","","","","","","","","","","CT79"
"7/1/21","4","DSCN4542","1","1015","0.467823764","34.74641507","CC","","full","no wind","no rain","Walking","hoof","brown","Cynodon dactylon","Pennisetum stramineum","Eragrostis porosa","","open grassland","","","60","","","","","","","","","","","","","1.983227774","Cattle","2021","7","1","10","15","","","","3","26163.67949","52152","MB","MB","MB","4.31063401731634","4.31064475600921","0.318510293960571","0.800279329608939","","","","","","","","","","CT80"
"7/1/21","4","DSCN4542","2","1023","0.477591892","36.87773371","ZC","","full","no wind","no rain","Grazing","hoof","brown","Pennisetum stramineum","Cynodon plectostachyus","Cyperus","","","","","150","","","","","","","","","","","","","0.000785499","Camel","2021","7","1","10","23","","","","3","263701.9616","53123.72964","OG","LB","OG","1.25767146427977e-06","1.28326665445157e-06","0.252780795097351","0.356242699944673","","","","","","","","","","CM20"
"7/1/21","4","DSCN4542","3","1030","0.479133487","36.88464886","CC","","full","no wind","no rain","Grazing","hoof","brown","Cynodon dactylon","Cyperus","Aristida kenyensis","","light","","","45","","","","","","","","","","","","","0.000510487","Cattle","2021","7","1","10","30","Donkey","","","3","264472","53294","OG","OG","LB","3.03819595368688e-08","4.38180173750877e-08","0.307646006345749","0.54617357845233","","","","","","","","","","CT81"
"7/1/21","4","DSCN4543","1","1037","0.485610777","36.88773414","SH","","full","light","no rain","Grazing","hoof","brown","Cynodon dactylon","Cyperus","Aristida kenyensis","","light","","","40","","","","","","","","","","","","","0.000210969","","2021","7","1","10","37","Donkey","","","3","264815.7596","54010.31759","OG","OG","OG","2.35939752093705e-08","8.0366392109433e-08","0.27836611866951","0.449365027678281","","","","","","","","","",NA
"7/1/21","4","DSCN4543","2","1043","0.492603269","36.88002846","SH","","full","no wind","no rain","Grazing","hoof","brown","Cynodon dactylon","Aristida adscensionis","Cyperus","","medium","","","20","","","","","","","","","","","","","0.003423186","","2021","7","1","10","43","Goat","","","3","263958","54784","OG","OG","OG","3.78270195230549e-08","3.95533095216762e-08","0.277791231870651","0.443199381761978","","","","","","","","","",NA
"7/1/21","4","DSCN4543","3","1048","0.494070492","36.87545858","Comm_Camel","","full","no wind","no rain","Grazing","hoof","brown","Cyperus","Cynodon dactylon","Aristida adscensionis","","medium","","","31","","","","","","","","","","","","","0.000194207","Camel","2021","7","1","10","48","","","","3","263449.2085","54946.44738","OG","OG","OG","2.76496762611547e-08","6.12882432804601e-08","0.297327399253845","0.50755631593955","","","","","","","","","","CM21"
"7/1/21","4","DSCN4543","3","1048","0.494070492","36.87545858","SH","","full","no wind","no rain","Grazing","hoof","brown","Cyperus","Cynodon dactylon","Aristida adscensionis","","medium","","","2","","","","","","","","","","","","","0.000194207","","2021","7","1","10","48","","","","3","263449.2085","54946.44738","OG","OG","OG","2.76496762611547e-08","6.12882432804601e-08","0.297327399253845","0.50755631593955","","","","","","","","","",NA
"7/1/21","4","DSCN4544","1","1101","0.482567366","36.86191349","CKC","","full","no wind","no rain","Grazing","hoof","brown","Cynodon dactylon","Cyperus","Eragrostis tenuifolia","","","","","118","","","","","","","","","","","","","0.003353069","Cattle","2021","7","1","11","1","","","","3","261940.5798","53674.60307","LB","OG","LB","1.14680071576169e-05","1.21431476491879e-05","","","","","","","","","","","","CT82"
"7/1/21","4","DSCN4544","3","1127","0.510171853","36.86055364","CKC","","part","light","no rain","Walking","hoof","brown","Aristida adscensionis","Cynodon dactylon","Chloris roxburghiana","","light","","","81","","","","","","","","","","","","","0.004075407","Cattle","2021","7","1","11","27","","","","3","261790.1564","56727.91447","LB","MB","MB","3.40672838579432e-06","3.47455946675214e-06","0.345093011856079","0.72088972263165","","","","","","","","","","CT83"
"7/1/21","4","DSCN4545","1","1134","0.519909105","36.86612988","Comm_Camel","","part","light","no rain","Grazing","hoof","brown","Chloris roxburghiana","Cynodon dactylon","","","light","","","14","","","","","","","","","","","","","0.000241724","Camel","2021","7","1","11","34","","","","2","262411.423","57804.71644","MB","MB","MB","8.30844183587483e-06","9.00558247943163e-06","0.304347813129425","1.04126679462572","","","","","","","","","","CM22"
"7/1/21","4","DSCN4545","1","1134","0.519909105","36.86612988","CC","","part","light","no rain","Grazing","hoof","brown","Chloris roxburghiana","Cynodon dactylon","","","light","","","4","","","","","","","","","","","","","0.000241724","Cattle","2021","7","1","11","34","","","","2","262411.423","57804.71644","MB","MB","MB","8.30844183587483e-06","9.00558247943163e-06","0.304347813129425","1.04126679462572","","","","","","","","","","CT84"
"7/1/21","4","DSCN4545","2","1145","0.504466564","36.87053497","Camel","","full","no wind","no rain","Grazing","hoof","brown","Cynodon dactylon","Chloris roxburghiana","","","medium","","","14","","","","","","","","","","","","Sharon Camel?","0.005916231","Camel","2021","7","1","11","45","","","","2","262901.3494","56096.5","MB","MB","MB","3.33354604455513e-06","3.43008547554354e-06","","","","","","","","","","","","CM23"
"7/2/21","1","DSCN4549","1","951","0.44124179","36.84760486","CC","","full","light","no rain","Grazing","hock","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","","medium","","","20","","","","","","","","","","","","","0.004518376","Cattle","2021","7","2","9","51","","","","3","260345.9303","49104.15111","LB","LB","LB","4.59630716747806e-08","6.81320401494593e-08","0.431061804294586","0.813235000996612","","","","","","","","","","CT85"
"7/2/21","1","DSCN4549","3","1015","0.456765363","36.84142744","CC","","full","light","no rain","Grazing","hock","brown","Pennisetum stramineum","Pennisetum mezzianum","Microchloa kunthii","","medium","","","230","","","","","","","","","","","","Il-Motiok Community Cattle","0.000859112","Cattle","2021","7","2","10","15","","","","3","259658.5798","50821.39693","OG","LB","OG","2.77276156843009e-08","6.61957921098218e-08","0.325087398290634","0.550045495905368","","","","","","","","","","CT86"
"7/2/21","1","DSCN4550","1","1021","0.460589452","36.84119234","Cattle","","full","light","no rain","Grazing","belly","brown","Pennisetum stramineum","Pennisetum mezzianum","","","medium","","","200","","","","","","","","","","","","Lima 4","0.001721716","Cattle","2021","7","2","10","21","","","","2","259632.529","51244.38309","LB","LB","OG","4.52241089655308e-06","4.62015841158429e-06","0.296163409948349","0.437138433960727","","","","","","","","","","CT87"
"7/2/21","1","DSCN4550","2","1027","0.464070754","36.83984438","CC","","","","","Grazing","hock","brown","Pennisetum mezzianum","Digitaria macroblefara","Cynodon plectostachyus","","medium","","","220","","","","","","","","","","","","Ewaso Community Cattle","0.003722875","Cattle","2021","7","2","10","27","","","","3","259482.5505","51629.49232","OG","MB","OG","8.25421872521387e-07","1.00651967126754e-06","0.218658894300461","0.495103971834085","","","","","","","","","","CT88"
"7/2/21","1","DSCN4551","2","1058","0.48390434","36.84305794","CKC","","full","light","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Pennisetum mezzianum","Pennisetum stramineum","","light","","","300","","","","","","","","","","","","","0.000374741","Cattle","2021","7","2","10","58","","","","3","259841.0697","53823.15111","MB","MB","MB","4.66394280801054e-06","4.86233347701637e-06","0.320886820554733","0.823353293413174","","","","","","","","","","CT89"
"7/2/21","1","DSCN4551","3","1106","0.491177743","36.84730341","CC","","full","light","no rain","Grazing","hoof","brown","Cynodon nlemfuensis","Pennisetum stramineum","Microchloa kunthii","Enteropogon macrostachyus","medium","","","50","","","","","","","","","","","","","0.001727093","Cattle","2021","7","2","11","6","","","","4","260314.0622","54627.5","MB","MB","MB","1.49562743312735e-07","2.72527526142052e-07","","","","","","","","","","","","CT90"
"7/2/21","1","DSCN4552","3","1149","0.47903262","36.84660341","Camel","","full","light","no rain","Grazing","hoof","brown","Pennisetum stramineum","Pennisetum mezzianum","Cynodon plectostachyus","","light","","","40","","","","","","","","","","","","","0.002129273","Camel","2021","7","2","11","49","","","","3","260235.6873","53284.17107","MB","MB","MB","3.35762270848302e-05","3.46624057194266e-05","0.319704204797745","0.720588235294118","","","","","","","","","","CM24"
"7/5/21","1","DSCN4546","2","1024","0.452416535","36.84190802","CC","","full","light","no rain","Grazing","hock","brown","Cynodon plectostachyus","Pennisetum mezzianum","Cynodon nlemfuensis","","light","","","20","","","","","","","","","","","","","0.000155942","Cattle","2021","7","5","10","24","","","","3","259711.9479","50340.36184","OG","OG","OG","4.03769513422756e-08","6.56462009946895e-08","0.431947082281113","0.879607352516601","","","","","","","","","","CT91"
"7/5/21","1","DSCN4546","3","1034","0.457452386","36.84102308","CC","","full","light","no rain","Grazing","hock","brown","Pennisetum stramineum","Pennisetum mezzianum","Cynodon plectostachyus","Digitaria macroblefara","medium","","","220","","","","","","","","","","","","Il-Motiok Community Cattle","0.001238862","Cattle","2021","7","5","10","34","","","","4","259613.5773","50897.40137","LB","OG","LB","3.03824416789916e-07","4.11026837540318e-07","0.307563960552216","0.495120422598263","","","","","","","","","","CT92"
"7/5/21","2","DSCN4547","1","1045","0.479400929","36.84658066","MC","","full","light","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Pennisetum mezzianum","Enteropogon macrostachyus","light","","","190","","","","","","","","","","","","Stears","0.002148903","Cattle","2021","7","5","10","45","Elephant","","","4","260233.1671","53324.91013","MB","MB","MB","3.20778302394877e-05","3.29654943119546e-05","0.319704204797745","0.720588235294118","","","","","","","","","","CT93"
"7/5/21","2","DSCN4547","2","1106","0.497528187","36.85311771","CC","","full","light","no rain","Grazing","hoof","brown","Cynodon nlemfuensis","Pennisetum mezzianum","Cynodon plectostachyus","","light","","","120","","","","","","","","","","","","","0.004980988","Cattle","2021","7","5","11","6","","","","3","260961.7113","55329.70068","MB","LB","MB","2.76386780841033e-08","4.83950436264416e-08","0.354015856981277","0.687968917470525","","","","","","","","","","CT94"
"7/5/21","2","DSCN4547","2","1106","0.497528187","36.85311771","ZC","","full","light","no rain","Grazing","hoof","brown","Cynodon nlemfuensis","Pennisetum mezzianum","Cynodon plectostachyus","","light","","","180","","","","","","","","","","","","","0.004980988","Camel","2021","7","5","11","6","","","","3","260961.7113","55329.70068","MB","LB","MB","2.76386780841033e-08","4.83950436264416e-08","0.354015856981277","0.687968917470525","","","","","","","","","","CM25"
"7/5/21","3","DSCN8300","1","1215","0.512852547","36.85693915","ZC","","full","no wind","no rain","Grazing","hock","brown with some green","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","","medium","","","40","","","","","","","","","","","","Ewaso-Narok River Area","0.003573035","Camel","2021","7","5","12","15","","","","3","261387.787","57024.55484","LB","MB","MB","5.42520091851913e-07","6.67221047217679e-07","0.319439709186554","0.592071935157041","","","","","","","","","","CM26"
"7/5/21","3","DSCN8300","2","1218","0.517143015","36.85995512","CC","","full","no wind","no rain","Grazing","hock","brown with some green","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","Microchloa kunthii","medium","","","28","","","","","","","","","","","","Ewaso-Narok River Area","0.002825541","Cattle","2021","7","5","12","18","","","","4","261723.7705","57499","MB","MB","MB","5.03170759049317e-06","5.19306188431998e-06","0.315227061510086","0.710272873194221","","","","","","","","","","CT95"
"7/5/21","3","DSCN8300","3","1221","0.522433642","36.86297099","CC","","full","light","no rain","Drinking","hoof","brown with some green","Cynodon plectostachyus","Cynodon nlemfuensis","","","light","","","33","","","","","","","","","","","","Ewaso-Narok River Area","0.003455521","Cattle","2021","7","5","12","21","","","","2","262059.7822","58084.06827","MB","MB","MB","6.28849781606377e-08","6.34304074938278e-08","0.351242989301682","0.691943127962085","","","","","","","","","","CT96"
"7/5/21","3","DSCN8301","1","1230","0.508498964","36.85956232","CC","","full","light","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","","light","","","15","","","","","","","","","","","","Calves","0.003459318","Cattle","2021","7","5","12","30","","","","2","261679.7125","56542.91716","MB","LB","MB","3.36211509888657e-08","4.26390540079837e-08","0.36640727519989","0.588848358520063","","","","","","","","","","CT97"
"7/5/21","3","DSCN8301","2","1234","0.506362007","36.86101015","Camel","","full","light","no rain","Walking","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","","light","","","120","","","","","","","","","","","","","0.001162781","Camel","2021","7","5","12","34","","","","2","261840.8468","56306.5","LB","LB","LB","6.94468588577835e-08","1.94954908870735e-07","0.340350866317749","0.659293129016312","","","","","","","","","","CM27"
"7/5/21","3","DSCN8301","3","1242","0.5043536","36.8706836","SH","","full","light","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","","light","","","60","","","","","","","","","","","","near Community Boma","0.005812202","","2021","7","5","12","42","Goat","","","2","262917.8949","56084","MB","MB","MB","2.69196028493398e-06","2.89104887330924e-06","","","","","","","","","","","",NA
"7/5/21","3","DSCN8301","3","1242","0.5043536","36.8706836","Camel","","full","light","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","","light","","","15","","","","","","","","","","","","near Community Boma","0.005812202","Camel","2021","7","5","12","42","Goat","","","2","262917.8949","56084","MB","MB","MB","2.69196028493398e-06","2.89104887330924e-06","","","","","","","","","","","","CM28"
"7/5/21","3","DSCN8302","1","1248","0.513023281","36.86680146","CC","","full","light","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","","light","","","20","","","","","","","","","","","","Ewaso-Ng'iro River","0.000257995","Cattle","2021","7","5","12","48","Goat","","","2","262485.9446","57043.07016","LB","LB","LB","3.73757191667939e-06","4.51473055704676e-06","0.328165382146835","0.630351160193572","","","","","","","","","","CT98"
"7/5/21","3","DSCN8302","1","1248","0.513023281","36.86680146","Camel","","full","light","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","","light","","","22","","","","","","","","","","","","Ewaso-Ng'iro River","0.000257995","Camel","2021","7","5","12","48","Goat","","","2","262485.9446","57043.07016","LB","LB","LB","3.73757191667939e-06","4.51473055704676e-06","0.328165382146835","0.630351160193572","","","","","","","","","","CM29"
"7/5/21","4","DSCN8295","1","1100","0.482590825","36.87367891","Camel","","full","no wind","no rain","Grazing","hock","brown","Cynodon plectostachyus","Pennisetum stramineum","Enteropogon macrostachyus","Chloris roxburghiana","thick","","","23","","","","","","","","","","","","Tower area","0.001450413","Camel","2021","7","5","11","0","","","","4","263250.6408","53676.78471","OG","OG","OG","2.44962694611095e-05","2.47025554938227e-05","0.250654608011246","0.473300970873786","","","","","","","","","","CM30"
"7/5/21","4","DSCN8295","3","1111","0.490003855","36.8702116","SH","","full","light","no rain","Grazing","hock","brown","Pennisetum stramineum","Cynodon plectostachyus","Microchloa kunthii","","medium","","","80","","","","","","","","","","","","Ewaso-Ng'iro River Area","0.000419444","","2021","7","5","11","11","","","","3","262864.8231","54496.83778","MB","LB","MB","1.63095377138154e-06","1.97287466685216e-06","0.270815074443817","0.596986089644513","","","","","","","","","",NA
"7/5/21","4","DSCN8296","2","1030","0.478946772","36.87814612","CC","","full","light","no rain","Grazing","hock","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","Microchloa kunthii","light","","","16","","","","","","","","","","","","Ewaso-Ng'iro River Area","0.001857057","Cattle","2021","7","5","10","30","","","","4","263747.9293","53273.57351","OG","OG","OG","3.41521583498951e-08","6.37396820332529e-08","0.215855851769447","0.302800525730462","","","","","","","","","","CT99"
"7/5/21","4","DSCN8296","3","1034","0.47833392","36.88648388","CC","","full","light","no rain","Grazing","hock","brown","Pennisetum stramineum","Cynodon plectostachyus","Cynodon nlemfuensis","","light","","","3","","","","","","","","","","","","Ewaso-Ng'iro River Area","0.000691222","Cattle","2021","7","5","10","34"," None","","","3","264676.2968","53205.5","OG","OG","OG","3.10696459461436e-08","4.69789179632637e-08","0.26173198223114","0.406308674427338","","","","","","","","","","CT100"
"7/5/21","4","DSCN8296","3","1034","0.47833392","36.88648388","SH","","full","light","no rain","Grazing","hock","brown","Pennisetum stramineum","Cynodon plectostachyus","Cynodon nlemfuensis","","light","","","18","","","","","","","","","","","","Ewaso-Ng'iro River Area","0.000691222","","2021","7","5","10","34"," None","","","3","264676.2968","53205.5","OG","OG","OG","3.10696459461436e-08","4.69789179632637e-08","0.26173198223114","0.406308674427338","","","","","","","","","",NA
"7/5/21","4","DSCN8297","1","1040","0.483565979","36.88727562","CC","","full","light","no rain","Grazing","hock","brown","Cynodon plectostachyus","Microchloa kunthii","Pennisetum stramineum","","light","","","25","","","","","","","","","","","","Ewaso-Ng'iro River Area","0.001080541","Cattle","2021","7","5","10","40","Goat","","","3","264764.6354","53784.16756","OG","OG","OG","4.17590309319513e-08","5.65621204460299e-08","0.261241972446442","0.404509283819629","","","","","","","","","","CT101"
"7/5/21","4","DSCN8297","1","1040","0.483565979","36.88727562","SH","","full","light","no rain","Grazing","hock","brown","Cynodon plectostachyus","Microchloa kunthii","Pennisetum stramineum","","light","","","21","","","","","","","","","","","","Ewaso-Ng'iro River Area","0.001080541","","2021","7","5","10","40","Goat","","","3","264764.6354","53784.16756","OG","OG","OG","4.17590309319513e-08","5.65621204460299e-08","0.261241972446442","0.404509283819629","","","","","","","","","",NA
"7/5/21","4","DSCN8297","2","1044","0.481581475","36.88255623","CC","","full","light","no rain","Grazing","hock","brown","Cynodon plectostachyus","Pennisetum stramineum","Microchloa kunthii","","light","","","11","","","","","","","","","","","","Ewaso-Ng'iro River Area","0.003341255","Cattle","2021","7","5","10","44","","","","3","264239.0749","53564.83445","LB","LB","LB","2.43140824261902e-08","5.71574759218116e-08","0.343202412128448","0.587870006209894","","","","","","","","","","CT102"
"7/5/21","4","DSCN8298","1","1114","0.491098269","36.87075101","SH","","full","light","no rain","","hock","brown with some green","Pennisetum stramineum","Cynodon plectostachyus","Cynodon nlemfuensis","Panicum maximum","medium","","","90","","","","","","","","","","","","Ewaso-Ng'iro River Area","0.000411563","","2021","7","5","11","14","Goat","","","4","262924.924","54617.86824","LB","MB","LB","6.73917626653819e-08","8.4555341878626e-08","0.274199217557907","0.577978928624425","","","","","","","","","",NA
"7/5/21","4","DSCN8298","2","1123","0.50162064","36.87801531","CC","","full","no wind","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","","medium","","","70","","","","","","","","","","","","Ewaso-Ng'iro River Area","0.001058424","Cattle","2021","7","5","11","23","Donkey"," Goat","","2","263734.1644","55781.44935","MB","MB","LB","5.18426594988059e-08","6.02261792809637e-08","0.27571514248848","0.488989637305699","","","","","","","","","","CT103"
"7/5/21","4","DSCN8298","2","1123","0.50162064","36.87801531","Camel","","full","no wind","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","","medium","","","27","","","","","","","","","","","","Ewaso-Ng'iro River Area","0.001058424","Camel","2021","7","5","11","23","Donkey"," Goat","","2","263734.1644","55781.44935","MB","MB","LB","5.18426594988059e-08","6.02261792809637e-08","0.27571514248848","0.488989637305699","","","","","","","","","","CM31"
"7/5/21","4","DSCN8298","3","1129","0.502130341","36.87197084","CC","","full","light","no rain","Resting","hoof","brown","Cynodon plectostachyus","","","","light","","","60","","","","","","","","","","","","Community Boma","0.005520608","Cattle","2021","7","5","11","29","","","","1","263061.1452","55838.04551","OG","OG","OG","2.0929979497124e-07","2.37926333069116e-07","0.287416458129883","0.581149371253966","","","","","","","","","","CT104"
"7/5/21","4","DSCN8299","1","1137","0.486216865","36.86499709","CKC","","full","light","no rain","Grazing","belly","brown","Cynodon plectostachyus","Pennisetum stramineum","Pennisetum mezzianum","Cynodon nlemfuensis","medium","","","30","","","","","","","","","","","","Opposite Tower Area","0.00390272","Cattle","2021","7","5","11","37","","","","4","262284.0635","54078.15537","LB","LB","MB","1.05564273783217e-05","1.11112330039436e-05","0.295061737298965","0.735158412796063","","","","","","","","","","CT105"
"7/5/21","4","DSCN8299","1","1137","0.486216865","36.86499709","ZC","","full","light","no rain","Grazing","belly","brown","Cynodon plectostachyus","Pennisetum stramineum","Pennisetum mezzianum","Cynodon nlemfuensis","medium","","","20","","","","","","","","","","","","Opposite Tower Area","0.00390272","Camel","2021","7","5","11","37","","","","4","262284.0635","54078.15537","LB","LB","MB","1.05564273783217e-05","1.11112330039436e-05","0.295061737298965","0.735158412796063","","","","","","","","","","CM32"
"7/5/21","4","DSCN8299","3","1155","0.475328516","36.8586478","CC","","full","light","no rain","Grazing","hock","brown","Pennisetum stramineum","Cynodon plectostachyus","Cynodon nlemfuensis","Chloris roxburghiana","medium","","","50","","","","","","","","","","","","Daraboi Area","0.004105017","Cattle","2021","7","5","11","55","","","","4","261576.697","52874.04611","LB","OG","LB","4.17882509017575e-07","6.7244608273957e-07","0.31347069144249","0.597438685514075","","","","","","","","","","CT106"
"7/6/21","1","DSCN4536","3","1012","0.452230002","36.84410685","CC","","full","light","no rain","Grazing","hock","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Themeda triandra","Cenchrus ciliaris","light","","","150","","","","","","","","","","","","Olmotiok Cattle","0.000228635","Cattle","2021","7","6","10","12","","","","4","259956.7831","50319.65636","OG","OG","OG","2.37540304605255e-08","7.59157925725731e-08","0.307238847017288","0.519578913788978","","","","","","","","","","CT107"
"7/6/21","1","DSCN4537","1","1016","0.453357486","36.84448279","CC","","full","light","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Eragrostis tenuifolia","Sporobolus africana","light","","","198","","","","","","","","","","","","Olmotiok","0.001394355","Cattle","2021","7","6","10","16","","","","4","259998.681","50444.35339","LB","OG","LB","2.50064254277335e-08","5.69006040236274e-08","0.357254981994629","0.693211488250653","","","","","","","","","","CT108"
"7/6/21","1","DSCN4537","3","1035","0.46002399","36.84821124","MC","","full","medium","no rain","Grazing","hock","brown","Pennisetum mezzianum","Pennisetum stramineum","Cynodon nlemfuensis","Cynodon plectostachyus","light","","","190","","","","","","","","","","","","","0.004486819","Cattle","2021","7","6","10","35","","","","4","260414.0677","51181.60036","OG","OG","OG","3.09228046368841e-06","3.18051636758078e-06","0.359422713518143","0.651211907874887","","","","","","","","","","CT109"
"7/6/21","1","DSCN4538","1","1042","0.46635303","36.84932003","CC","","full","light","no rain","Grazing","hock","brown","Cynodon nlemfuensis","Cynodon plectostachyus","Digitaria macroblefara","Chloris roxburghiana","light","","","220","","","","","","","","","","","","","0.001732931","Cattle","2021","7","6","10","42","","","","4","260537.7459","51881.60742","OG","OG","OG","2.46495965394452e-08","8.14134875673987e-08","0.308291584253311","0.589989350372737","","","","","","","","","","CT110"
