Date,Loop,Whitesheet Filename,Whitesheet Entry Number,Time,GPS x,GPS y,Distance,Direction,Corrected GPS x,Corrected GPS y,Latitude,Longitude,Species,Multispecies,Sun,Wind,Rain,Other species,Activity,Grass height,Grass color,Grass spp 1,Grass spp 2,Grass spp 3,Grass spp 4,Bush type,Photos begin,Photos end,Total zebras,Male (T),Male (B),Female (NL),Female (L),Female (P),2 year old,1 year old,6-12 months old,3-6 months old,1-3 months old,0-1 months old,Notes,Distance.from.water,Distance.from.cattle,Closest.mob.size,NDVI,EVI
6/17/21,1,DSCN8005,2,1407,259886,53284,94,120,259967.4064,53237,0.478605384,36.8441942,GZ,1,FS,LW,NR,Elephant,Re,hoof,B,Cp,Cn,,,OG,3446,3458,3,,3,,,,,,,,,,,0.000244215,0.002862037,300,,
6/17/21,1,DSCN8005,2,1407,259886,53284,94,120,259967.4064,53237,0.478605384,36.8441942,PZ,1,FS,LW,NR,Elephant,Re,hoof,B,Cp,Cn,,,OG,3446,3458,5,,,,,,,,,,,,,0.000244215,0.002862037,300,,
6/17/21,1,DSCN8005,3,1448,260718,51530,47,360,260718,51577,0.463599599,36.85093968,PZ,0,FS,LW,NR,None,Gr,hoof,BG,Ps,Ent,,,MB,3459,3464,5,1,,,2,,1,,2,,,,,0.000628761,0.004876618,240,,
6/17/21,2,DSCN7997,1,1046,261815,,52,200,261797.215,-48.86401628,-0.00314585,36.86070222,GZ,1,FS,LW,NR,None,Wa,hoof,B,Cp,Cn,Ps,,LB,3255,3270,2,,,,,,2,,,,,,,0.007855531,0.002594945,200,,
6/17/21,2,DSCN7997,1,1046,261815,,52,200,261797.215,-48.86401628,-0.00314585,36.86070222,PZ,1,FS,LW,NR,None,Wa,hoof,B,Cp,Cn,Ps,,LB,3255,3270,3,,3,,,,,,,,,,,0.007855531,0.002594945,200,,
6/17/21,2,DSCN7997,2,1100,261493,54066,97,150,261541.5,53981.99554,0.485345348,36.85832857,PZ,1,FS,LW,NR,None,Gr,hoof,GB,Cp,Cn,Ps,Ent.m,MB,3271,3329,35,1,12,1,7,2,,,1,4,1,1,,0.007855531,0.002594945,200,,
6/17/21,2,DSCN7997,2,1100,261493,54066,97,150,261541.5,53981.99554,0.485345348,36.85832857,GZ,1,FS,LW,NR,None,Gr,hoof,GB,Cp,Cn,Ps,Ent.m,MB,3330,3343,1,,,1,,,,,,,,,,0.00491446,0.003120291,350,,
6/17/21,2,DSCN7997,2,1100,261493,54066,97,150,261541.5,53981.99554,0.485345348,36.85832857,Cattle,,FS,LW,NR,None,Gr,hoof,GB,Cp,Cn,Ps,Ent.m,MB,,,,,,,,,,,,,,,,0.003549159,0,162,,
6/17/21,2,DSCN7997,3,1212,261231,,52,80,261282.21,9.029705239,-0.002622434,36.85607725,GZ,0,FS,LW,NR,None,St,hoof,B,Cn,Ps,Cp,Cyp.r,OG,3366,3367,1,1,,,,,,,,,,,,0.003549159,0,162,,
6/17/21,2,DSCN7998,1,1218,261045,55175,58,240,260994.7705,55146,0.495867459,36.85341515,PZ,0,FS,LW,NR,None,Gr,hoof,BG,Ps,Cn,Micro,Dig.m,LB,3368,3409,22,2,,,7,3,,,1,2,4,,,0.001032168,0,240,,
6/17/21,2,DSCN7998,2,1240,260727,55450,63,60,260781.5596,55481.5,0.49890006,36.85149937,GZ,0,FS,LW,NR,None,Re,hoof,B,Cp,Cn,Ps,,MB,3410,3441,5,,,2,,2,,,,,,,,0.002208407,0.00337879,300,,
6/17/21,2,DSCN7998,2,1240,260727,55450,63,60,260781.5596,55481.5,0.49890006,36.85149937,Cattle,,FS,LW,NR,None,Re,hoof,B,Cp,Cn,Ps,,MB,,,162,,,,,,,,,,,,,0.001951036,0.00434293,300,,
6/17/21,2,DSCN7998,3,1308,260142,55452,36,230,260114.4224,55428.85965,0.49842216,36.84550815,Cattle,,FS,LW,NR,None,Gr,hoof,BG,Ps,Pm,Cp,,MB,,,240,,,,,,,,,,,,,0.001059061,0,240,,
6/18/21,1,DSCN7109,1,1046,260276,53297,50,220,260243.8606,53258.69778,0.478802341,36.84667688,GZ,0,FS,LW,NR,None,Gr,hoof,BG,Cp,Cn,Ps,,LB,7564,7584,5,1,,1,,1,1,,,,1,,,0.000499807,0.001584713,240,,
6/18/21,1,DSCN7109,2,1054,260322,53220,46,80,260367.3012,53227.98782,0.478525048,36.84778555,GZ,0,FS,LW,NR,None,Wa,hoof,GB,Cd,Ps,Cn,Micro,MB,7585,7600,9,1,,,4,,,,2,2,,,,0.002904219,0.001357574,300,,
6/18/21,1,DSCN7109,3,1104,260700,52144,94,110,260788.3311,52111.85011,0.468435333,36.85156982,Cattle,,FS,LW,NR,None,Gr,hock,B,Pm,Ps,Cp,Chlorox,MB,,,240,,,,,,,,,,,,,0.002111801,0.003356168,300,,
6/18/21,1,DSCN7110,1,1110,260610,51997,38,40,260634.4259,52026.10969,0.467659731,36.85018788,GZ,0,FS,LW,NR,None,Gr,hock,B,Ps,Pm,Micro,Chlorox,MB,7601,7608,1,1,,,,,,,,,,,Looking sick and emaciated,0.007293314,0,200,,
6/18/21,2,DSCN7111,1,1018,261760,53019,69,240,261700.2442,52984.5,0.476327475,36.85975704,PZ,0,FS,NW,NR,None,Re,hoof,B,Cp,Ps,Dig.m,Cyp.r,LB,3475,3499,7,1,,,3,,,,,1,,2,,0.003994164,0,300,,
6/18/21,2,DSCN7111,2,1026,261856,53453,40,120,261890.641,53433,0.480382894,36.86146569,PZ,0,FS,NW,NR,Impala,Re,,B,Cyp.r,Cp,Mk,Ps,LB,3500,3514,5,1,,,,2,,2,,,,,DSCN3510 collared,0.003994164,0,300,,
6/18/21,2,DSCN7111,3,1029,261805,54174,39,220,261779.9313,54144.12427,0.486811836,36.8604694,Cattle,,FS,NW,NR,None,Gr,hock,B,Cp,Mk,Ps,Cyp.r,LB,,,200,,,,,,,,,,,,,0.003994164,0,300,,
6/18/21,2,DSCN7112,1,1041,261104,55534,48,60,261145.5692,55558,0.499592772,36.85476823,GZ,1,FS,NW,NR,Impala,Gr,hoof,B,Em,Ps,Pm,Aa,LB,3515,3530,6,1,,2,,1,1,1,,,,,,0.000739505,0,300,,
6/18/21,2,DSCN7112,1,1041,261104,55534,48,60,261145.5692,55558,0.499592772,36.85476823,PZ,1,FS,NW,NR,Impala,Gr,hoof,B,Em,Ps,Pm,Aa,LB,3515,3530,2,,,,,,,,,,,,,0.001650084,0.000811616,220,,
6/18/21,2,DSCN7112,1,1041,261104,55534,48,60,261145.5692,55558,0.499592772,36.85476823,Cattle,,FS,NW,NR,Impala,Gr,hoof,B,Em,Ps,Pm,Aa,LB,3515,3530,300,,,,,,,,,,,,,0.00059091,0,300,,
6/18/21,2,DSCN7112,2,1052,260156,55588,86,340,260126.5863,55668.81357,0.500591593,36.84561668,Cattle,,FS,LW,NR,Oryx,Gr,hoof,B,Mk,Cp,Cyp.r,Ps,LB,,,300,,,,,,,,,,,,,0.002044934,0,100,,
6/18/21,2,DSCN7112,3,1110,260291,54177,49,300,260248.5648,54201.5,0.48732613,36.84671643,GZ,0,FS,NW,NR,None,Wa,hoof,B,Cp,Ps,Mk,Pm,LB,3531,3537,1,1,,,,,,,,,,,,0.002240234,0,100,,
6/18/21,2,DSCN7113,1,1121,260006,53547,5,40,260009.2139,53550.83022,0.481442805,36.84456876,Cattle,,FS,NW,NR,None,Wa,hoof,B,Cv,Ps,Cd,Et,LB,,,300,,,,,,,,,,,,,0.003431691,0.004208283,80,,
6/18/21,2,DSCN7113,2,1127,260852,52516,5,240,260847.6699,52513.5,0.472066786,36.85210161,Cattle,,FS,NW,NR,None,Wa,hoof,B,Ps,Pm,Ent.m,Dig.m,LB,,,100,,,,,,,,,,,,,0.003431691,0.004208283,80,,
6/21/21,1,DSCN3627,1,1030,259611,51436,5,140,259614.2139,51432.16978,0.462287155,36.84102734,Cattle,,NS,NW,NR,None,Gr,hoof,B,Ps,Et,Em,Mk,LB,,,100,,,,,,,,,,,,,0.003908117,0.006067347,80,,
6/21/21,1,DSCN3627,2,1053,259541,51992,39,200,259527.6612,51955.35199,0.46701693,36.8402486,GZ,1,PS,NW,NR,None,Gr,hock,B,Ps,Em,Pm,Cp,LB,3538,3555,1,1,,,,,,,,,,,,0.003908117,0.006067347,80,,
6/21/21,1,DSCN3627,2,1053,259541,51992,39,200,259527.6612,51955.35199,0.46701693,36.8402486,PZ,1,PS,NW,NR,None,Gr,hock,B,Ps,Em,Pm,Cp,LB,3538,3555,7,1,,2,1,1,1,,1,,,,,4.45E-06,0.003137778,300,,
6/21/21,1,DSCN3627,3,1136,259444,52357,41,80,259484.3771,52364.11958,0.470712417,36.83985874,GZ,1,PS,LW,NR,Giraffe,Gr,hoof,B,Ps,Em,Cp,Cc,LB,3556,3604,5,,3,,1,,,,,1,,,,7.52E-05,0.00788563,100,,
6/21/21,1,DSCN3627,3,1136,259444,52357,41,80,259484.3771,52364.11958,0.470712417,36.83985874,PZ,1,PS,LW,NR,Giraffe,Gr,hoof,B,Ps,Em,Cp,Cc,LB,3556,3604,4,1,,2,,,1,,,,,,,0.00615795,0,120,,
6/21/21,1,DSCN3628,1,1149,259768,53761,32,340,259757.0554,53791.07016,0.483614058,36.84230352,PZ,0,PS,NW,NR,None,Wa,hoof,B,Ps,Cp,Et,Mk,LB,3605,3610,1,1,,,,,,,,,,,,0.001793995,0.002347092,300,,
6/21/21,1,DSCN3628,2,1253,259691,50587,40,120,259725.641,50567,0.454465578,36.84203038,GZ,0,FS,LW,NR,Elephant,Gr,hoof,B,Pm,Cp,Ps,Et,LB,3611,3621,2,,2,,,,,,,,,,,0.004865595,0.003768251,200,,
6/21/21,2,DSCN7107,1,1002,261690,52059,102,280,261589.5496,52076.71211,0.468119882,36.85876544,Cattle,,NS,LW,NR,None,Gr,hoof,GB,Cp,Cn,Ps,,MB,,,120,,,,,,,,,,,,,0.004865595,0.003768251,200,,
6/21/21,2,DSCN7107,2,1008,261896,53358,58,220,261858.7183,53313.56942,0.479303033,36.86117933,PZ,0,NS,LW,NR,None,Wa,hoof,B,Ps,Cn,Micro,,MB,7609,7613,8,1,,,2,,,,,2,,,,0.008092981,0,162,,
6/21/21,2,DSCN7107,3,1020,261718,53750,44,120,261756.1051,53728,0.483049598,36.86025661,GZ,1,FS,LW,NR,Oryx,Gr,hoof,B,Cp,Ps,Micro,,LB,7614,7662,12,1,,,4,1,,,,2,1,1,,0.006602947,0.00232235,200,,
6/21/21,2,DSCN7107,3,1020,261718,53750,44,120,261756.1051,53728,0.483049598,36.86025661,PZ,1,FS,LW,NR,Oryx,Gr,hoof,B,Cp,Ps,Micro,,LB,7614,7662,8,,,1,2,1,1,1,2,,,,,0.002360377,0,220,,
6/21/21,2,DSCN7108,1,1034,261741,54241,10,240,261732.3397,54236,0.487642345,36.86004173,Cattle,,FS,LW,NR,None,Gr,hoof,B,Cn,Cyp.r,Pm,,LB,,,162,,,,,,,,,,,,,,,,,
6/21/21,2,DSCN7108,2,1051,261405,54307,21,100,261425.681,54303.35339,0.488250397,36.8572875,PZ,0,FS,LW,NR,None,St,hoof,B,Pm,Ps,Cp,Ent.m,LB,7663,7689,30,,,,,,,,,,,,,,,,,
6/21/21,2,DSCN7108,3,1129,260348,54251,21,250,260328.2665,54243.81758,0.487708951,36.84743209,Cattle,,FS,LW,NR,None,Gr,hoof,B,Cp,Cn,Pm,,LB,,,220,,,,,,,,,,,,,,,,,
