"Date","Loop","Whitesheet.Filename","Whitesheet.Entry.Number","Time","Latitude","Longitude","Species","Multispecies","Sun","Wind","Rain","Activity","Grass.height","Grass.color","Grass.spp.1","Grass.spp.2","Grass.spp.3","Grass.spp.4","Bush.type","Photos.begin","Photos.end","Total.animals","Male..T.","Male..B.","Female..NL.","Female..L.","Female..P.","X2.year.old","X1.year.old","X6.12.months.old","X3.6.months.old","X1.3.months.old","X0.1.months.old","Notes","Distance.to.water","QuickSpecies","Year","Month","Day","Hour","Minute","Other.species.1","Other.species.2","Other.species.3","Number.grasses","GPS.x","GPS.y","Primary.habitat","Secondary.habitat","Tertiary.habitat","Distance.secondary","Distance.tertiary","NDVI","EVI","Distance.from.mob","Closest.mob.size","Scaled.mob.size","Distance.from.herd","Closest.herd.size","Distance.from.herd.opp.sp","Closest.herd.size.opp.sp","Distance.from.opp.sp","Closest.opp.sp.size","Identifier"
"6/4/21","1","DSCN2512","3","1315","0.462613257","36.84806615","PZ","0","full","no wind","no rain","Standing","hock","brown with some green","Pennisetum stramineum","Pennisetum mezzianum","Cenchrus ciliaris","Chloris roxburghiana","light","","","14","","","","","","","","","","","","No photos","0.003661803","PZ","2021","6","4","13","15","","","","4","260398","51468","","","","","","","","","","","","","","","","","PZ18"
"6/9/21","2","DSCN6199","2","1101","0.498814734","36.85239056","Cattle","","full","medium","no rain","Standing","hoof","brown with some green","Cynodon plectostachyus","Digitaria macroblefara","Cenchrus ciliaris","Cymbopogon pospischilii","light","","","350","","","","","","","","","","","","","0.004425795","Cattle","2021","6","9","11","1","","","","4","260880.79","55472.02971","","","","","","","","","","","","","","","","","CT1"
"6/9/21","2","DSCN6199","3","113","0.481462847","36.84472529","Cattle","","full","medium","no rain","Grazing","hock","green","Pennisetum stramineum","Pennisetum mezzianum","Cynodon plectostachyus","Enteropogon macrostachyus","light","","","","","","","","","","","","","","","","0.000748188","Cattle","2021","6","9","1","13","Oryx"," Impala","","4","260026.6438","53553.04142","","","","","","","","","","","","","","","","","CT2"
"6/10/21","2","DSCN6458","1","1055","0.490301121","36.85837738","Cattle","","full","light","no rain","Walking","hoof","brown with some green","Cynodon plectostachyus","Cynodon dactylon","Enteropogon macrostachyus","Pennisetum stramineum","medium","","","200","","","","","","","","","","","","","0.007654224","Cattle","2021","6","10","10","55","Oryx"," Impala","","4","261547.1107","54530.14033","","","","","","","","","","","","","","","","","CT3"
"6/11/21","2","DSCN6468","1","1120","0.497184191","36.84358289","Cattle","","full","light","no rain","Grazing","hoof","green with some brown","Cynodon nlemfuensis","Cynodon dactylon","Pennisetum stramineum","","medium","","","240","","","","","","","","","","","","","0.000407908","Cattle","2021","6","11","11","20","","","","3","259900","55292","","","","","","","","","","","","","","","","","CT4"
"6/12/21","2","DSCN6473","2","930","0.476963095","36.85777227","Cattle","","full","no wind","no rain","Grazing","hoof","brown with some green","Eragrostis tenuifolia","Pennisetum stramineum","Themeda triandra","","light","","","200","","","","","","","","","","","","","0.004908323","Cattle","2021","6","12","9","30","","","","3","261479.2636","53054.87358","","","","","","","","","","","","","","","","","CT5"
"6/12/21","2","DSCN6475","1","1006","0.499879586","36.84572777","Cattle","","part","no wind","no rain","Grazing","hoof","brown","Pennisetum stramineum","Chloris roxburghiana","Cenchrus ciliaris","Cynodon plectostachyus","light","","","239","","","","","","","","","","","","","0.00108096","Cattle","2021","6","12","10","6","","","","4","260138.9298","55590.05536","","","","","","","","","","","","","","","","","CT6"
"6/12/21","2","DSCN3247","1","1029","0.455600409","36.8317498","Cattle","","full","light","no rain","Grazing","hock","brown with some green","Pennisetum mezzianum","Cynodon plectostachyus","Pennisetum stramineum","Chloris roxburghiana","medium","","","250","","","","","","","","","","","","Rongai Area","0.007197225","Cattle","2021","6","12","10","29","","","","4","258580.924","50692.86824","","","","","","","","","","","","","","","","","CT7"
"6/12/21","2","DSCN3247","3","1126","0.465873341","36.83619868","Cattle","","full","light","no rain","Grazing","belly","brown with some green","Bothriochloa insculpta","Eragrostis tenuifolia","Cynodon plectostachyus","Chloris roxburghiana","medium","","","80","","","","","","","","","","","","Rongai Area","0.007463698","Cattle","2021","6","12","11","26","","","","4","259076.6603","51829","","","","","","","","","","","","","","","","","CT8"
"6/14/21","2","DSCN3241","1","1127","0.501133379","36.84777045","Cattle","","full","light","no rain","Grazing","hoof","brown with some green","Cynodon nlemfuensis","Cynodon plectostachyus","","","open grassland","","","160","","","","","","","","","","","","","0.0004343","Cattle","2021","6","14","11","27","","","","2","260366.4279","55728.66044","","","","","","","","","","","","","","","","","CT9"
"6/15/21","2","DSCN6973","1","930","0.477660938","36.85950232","Cattle","","full","light","no rain","Grazing","hock","green with some brown","Cynodon dactylon","Cynodon plectostachyus","Chloris roxburghiana","Cyperus rubicundus","light","","","300","","","","","","","","","","","","","0.003221681","Cattle","2021","6","15","9","30","","","","4","261671.9282","53132","","","","","","","","","","","","","","","","","CT10"
"6/15/21","2","DSCN6974","2","1039","0.485785825","36.84534865","Cattle","","full","medium","no rain","Grazing","hock","brown with some green","Cynodon plectostachyus","Pennisetum stramineum","Digitaria macroblefara","Pennisetum mezzianum","medium","","","220","","","","","","","","","","","","","0.000246175","Cattle","2021","6","15","10","39","","","","4","260096.2081","54031.17796","","","","","","","","","","","","","","","","","CT11"
"6/16/21","2","DSCN7378","3","1213","0.500134224","36.85173496","Cattle","","part","no wind","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Chloris roxburghiana","Eragrostis tenuifolia","","light","","","150","","","","","","","","","","","","","0.00402267","Cattle","2021","6","16","12","13","","","","3","260807.8372","55618","","","","","","","","","","","","","","","","","CT13"
"6/16/21","2","DSCN7379","1","1217","0.502111389","36.85056664","Cattle","","full","light","no rain","Drinking","hoof","brown with some green","Cynodon dactylon","Cynodon plectostachyus","Enteropogon macrostachyus","Microchloa kunthii","light","","","150","","","","","","","","","","","","","0.003229423","Cattle","2021","6","16","12","17","","","","4","260677.8176","55836.73355","","","","","","","","","","","","","","","","","CT14"
"6/16/21","2","DSCN7380","1","1257","0.494742247","36.84913502","Cattle","","part","no wind","no rain","Walking","hoof","brown","Cynodon plectostachyus","Eragrostis tenuifolia","Chloris roxburghiana","Chloris virgata","light","","","200","","","","","","","","","","","","","0.000488901","Cattle","2021","6","16","12","57","","","","4","260518.1394","55021.69778","","","","","","","","","","","","","","","","","CT15"
"6/16/21","2","DSCN7380","2","1303","0.489298872","36.84842902","Camel","","part","no wind","no rain","Standing","hoof","brown","Cyperus teneristolon","Cynodon plectostachyus","Chloris virgata","Pennisetum stramineum","light","","","","","","","","","","","","","","","","0.001779694","Camel","2021","6","16","13","3","","","","4","260439.3315","54419.64052","","","","","","","","","","","","","","","","","CM1"
"6/17/21","2","DSCN7997","2","1100","0.485345348","36.85832857","Cattle","","full","light","no rain","Grazing","hoof","green with some brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","Enteropogon macrostachyus","medium","","","","","","","","","","","","","","","","0.007855531","Cattle","2021","6","17","11","0","","","","4","261541.5","53981.99554","","","","","","","","","","","","","","","","","CT16"
"6/17/21","2","DSCN7998","2","1240","0.49890006","36.85149937","Cattle","","full","light","no rain","Resting","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","","medium","","","162","","","","","","","","","","","","","0.003549159","Cattle","2021","6","17","12","40","","","","3","260781.5596","55481.5","","","","","","","","","","","","","","","","","CT17"
"6/17/21","2","DSCN7998","3","1308","0.49842216","36.84550815","Cattle","","full","light","no rain","Grazing","hoof","brown with some green","Pennisetum stramineum","Pennisetum mezzianum","Cynodon plectostachyus","","medium","","","240","","","","","","","","","","","","","0.001032168","Cattle","2021","6","17","13","8","","","","3","260114.4224","55428.85965","","","","","","","","","","","","","","","","","CT18"
"6/18/21","1","DSCN7109","3","1104","0.468435333","36.85156982","Cattle","","full","light","no rain","Grazing","hock","brown","Pennisetum mezzianum","Pennisetum stramineum","Cynodon plectostachyus","Chloris roxburghiana","medium","","","240","","","","","","","","","","","","","0.001059061","Cattle","2021","6","18","11","4","","","","4","260788.3311","52111.85011","","","","","","","","","","","","","","","","","CT19"
"6/18/21","2","DSCN7111","3","1029","0.486811836","36.8604694","Cattle","","full","no wind","no rain","Grazing","hock","brown","Cynodon plectostachyus","Microchloa kunthii","Pennisetum stramineum","Cyperus rubicundus","light","","","200","","","","","","","","","","","","","0.007293314","Cattle","2021","6","18","10","29","","","","4","261779.9313","54144.12427","","","","","","","","","","","","","","","","","CT20"
"6/18/21","2","DSCN7112","2","1052","0.500591593","36.84561668","Cattle","","full","light","no rain","Grazing","hoof","brown","Microchloa kunthii","Cynodon plectostachyus","Cyperus rubicundus","Pennisetum stramineum","light","","","300","","","","","","","","","","","","","0.000739505","Cattle","2021","6","18","10","52","Oryx","","","4","260126.5863","55668.81357","","","","","","","","","","","","","","","","","CT22"
"6/18/21","2","DSCN7113","1","1121","0.481442805","36.84456876","Cattle","","full","no wind","no rain","Walking","hoof","brown","Chloris virgata","Pennisetum stramineum","Cynodon dactylon","Eragrostis tenuifolia","light","","","300","","","","","","","","","","","","","0.00059091","Cattle","2021","6","18","11","21","","","","4","260009.2139","53550.83022","","","","","","","","","","","","","","","","","CT23"
"6/18/21","2","DSCN7113","2","1127","0.472066786","36.85210161","Cattle","","full","no wind","no rain","Walking","hoof","brown","Pennisetum stramineum","Pennisetum mezzianum","Enteropogon macrostachyus","Digitaria macroblefara","light","","","100","","","","","","","","","","","","","0.002044934","Cattle","2021","6","18","11","27","","","","4","260847.6699","52513.5","","","","","","","","","","","","","","","","","CT24"
"6/21/21","1","DSCN3627","1","1030","0.462287155","36.84102734","Cattle","","no sun","no wind","no rain","Grazing","hoof","brown","Pennisetum stramineum","Eragrostis tenuifolia","Enteropogon macrostachyus","Microchloa kunthii","light","","","100","","","","","","","","","","","","","0.002240234","Cattle","2021","6","21","10","30","","","","4","259614.2139","51432.16978","","","","","","","","","","","","","","","","","CT25"
"6/21/21","2","DSCN7107","1","1002","0.468119882","36.85876544","Cattle","","no sun","light","no rain","Grazing","hoof","green with some brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","","medium","","","120","","","","","","","","","","","","","0.00615795","Cattle","2021","6","21","10","2","","","","3","261589.5496","52076.71211","","","","","","","","","","","","","","","","","CT26"
"6/21/21","2","DSCN7108","1","1034","0.487642345","36.86004173","Cattle","","full","light","no rain","Grazing","hoof","brown","Cynodon nlemfuensis","Cyperus rubicundus","Pennisetum mezzianum","","light","","","162","","","","","","","","","","","","","0.008092981","Cattle","2021","6","21","10","34","","","","3","261732.3397","54236","","","","","","","","","","","","","","","","","CT27"
"6/21/21","2","DSCN7108","3","1129","0.487708951","36.84743209","Cattle","","full","light","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum mezzianum","","light","","","220","","","","","","","","","","","","","0.002360377","Cattle","2021","6","21","11","29","","","","3","260328.2665","54243.81758","","","","","","","","","","","","","","","","","CT28"
"6/22/21","1","DSCN8000","1","927","0.481162289","36.84088194","MC","","full","light","no rain","Grazing","hock","brown with some green","Cynodon plectostachyus","Pennisetum stramineum","Enteropogon macrostachyus","","medium","","","120","","","","","","","","","","","","Ngaremata Dam Area, Mpala cattle","0.000782081","Cattle","2021","6","22","9","27","","","","3","259598.675","53519.93323","","","","","","","","","","","","","","","","","CT29"
"6/22/21","1","DSCN8000","2","951","0.478734676","36.84456276","MC","","full","","","Grazing","hock","brown with some green","Pennisetum stramineum","Cynodon nlemfuensis","Enteropogon macrostachyus","Pennisetum mezzianum","medium","","","100","","","","","","","","","","","","Ngaremata Dam Area, Mpala cattle","0.000110192","Cattle","2021","6","22","9","51","","","","4","260008.4504","53251.28789","","","","","","","","","","","","","","","","","CT30"
"6/22/21","1","DSCN8000","3","956","0.472788775","36.84103295","MC","","full","light","no rain","Grazing","belly","brown with some green","Enteropogon macrostachyus","Cenchrus ciliaris","Cynodon plectostachyus","Chloris roxburghiana","medium","","","150","","","","","","","","","","","","Rongai Area, Mpala Cattle","0.002964638","Cattle","2021","6","22","9","56","","","","4","259615.1975","52593.74257","","","","","","","","","","","","","","","","","CT31"
"6/22/21","1","DSCN8002","3","1139","0.472049501","36.85156438","CC","","full","light","no rain","Grazing","hock","","Cenchrus ciliaris","Pennisetum stramineum","Pennisetum mezzianum","Chloris roxburghiana","thick","","","160","","","","","","","","","","","","","0.001507748","Cattle","2021","6","22","11","39","","","","4","260787.8489","52511.60676","","","","","","","","","","","","","","","","","CT32"
"6/23/21","1","DSCN8262","2","1159","0.460097277","36.84117812","Cattle","","full","light","no rain","Grazing","hock","brown with some green","Pennisetum mezzianum","Cenchrus ciliaris","Cymbopogon pospischilii","Enteropogon macrostachyus","light","","","140","","","","","","","","","","","","","0.001692163","Cattle","2021","6","23","11","59","","","","4","259630.9298","51189.94464","","","","","","","","","","","","","","","","","CT33"
"6/23/21","1","DSCN8258","1","940","0.486164181","36.86209384","Cattle","","part","light","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Cynodon nlemfuensis","Pennisetum mezzianum","light","","","170","","","","","","","","","","","","Lima 5","0.005681484","Cattle","2021","6","23","9","40","","","","4","261960.7873","54072.43107","","","","","","","","","","","","","","","","","CT34"
"6/23/21","2","DSCN8258","2","942","0.488524586","36.86186387","Cattle","","part","light","no rain","Grazing","hoof","brown","Pennisetum stramineum","Cynodon nlemfuensis","Pennisetum mezzianum","Cynodon plectostachyus","light","","","105","","","","","","","","","","","","Lima 5","0.006325493","Cattle","2021","6","23","9","42","","","","4","261935.2638","54333.51754","","","","","","","","","","","","","","","","","CT35"
"6/23/21","2","DSCN8258","3","955","0.497832558","36.86732894","CC","","part","light","no rain","Grazing","hoof","brown","Cynodon nlemfuensis","Enteropogon macrostachyus","Pennisetum stramineum","Eragrostis tenuifolia","light","","","50","","","","","","","","","","","","","0.003835872","Cattle","2021","6","23","9","55","","","","4","262544.1242","55362.84997","","","","","","","","","","","","","","","","","CT36"
"6/23/21","2","DSCN8258","3","955","0.497832558","36.86732894","Comm_Camel","","part","light","no rain","Grazing","hoof","brown","Cynodon nlemfuensis","Enteropogon macrostachyus","Pennisetum stramineum","Eragrostis tenuifolia","light","","","20","","","","","","","","","","","","","0.003835872","Camel","2021","6","23","9","55","","","","4","262544.1242","55362.84997","","","","","","","","","","","","","","","","","CM2"
"6/23/21","2","DSCN8259","1","1002","0.485628297","36.86177069","ZC","","part","light","no rain","Walking","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","Enteropogon macrostachyus","light","","","160","","","","","","","","","","","","","0.005535281","Camel","2021","6","23","10","2","","","","4","261924.7861","54013.16978","","","","","","","","","","","","","","","","","CM3"
"6/23/21","2","DSCN8259","3","1017","0.501393021","36.85091115","CKC","","part","no wind","no rain","Walking","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Enteropogon macrostachyus","Pennisetum stramineum","light","","","80","","","","","","","","","","","","","0.003585661","Cattle","2021","6","23","10","17","","","","4","260716.1519","55757.26352","","","","","","","","","","","","","","","","","CT37"
"6/23/21","2","DSCN8260","1","1029","0.498397601","36.84664488","MC","","full","no wind","no rain","Walking","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Pennisetum mezzianum","Enteropogon macrostachyus","light","","","100","","","","","","","","","","","","","0.001331184","Cattle","2021","6","23","10","29","Impala","","","4","260240.9961","55426.10151","","","","","","","","","","","","","","","","","CT38"
"6/24/21","1","DSCN5568","3","1240","0.465796213","36.8498703","CC","","full","light","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Enteropogon macrostachyus","Microchloa kunthii","light","","","100","","","","","","","","","","","","","0.001365021","Cattle","2021","6","24","12","40","","","","4","260599","51820","","","","","","","","","","","","","","","","","CT39"
"6/24/21","2","DSCN5581","1","1001","0.491447305","36.85606796","CKC","","full","light","no rain","Grazing","hock","brown","Cynodon nlemfuensis","Cynodon plectostachyus","Pennisetum stramineum","Pennisetum mezzianum","light","","","170","","","","","","","","","","","","","0.005802779","Cattle","2021","6","24","10","1","","","","4","261290","54657","","","","","","","","","","","","","","","","","CT40"
"6/25/21","1","DSCN5579","1","1025","0.473562515","36.8365717","MC","","full","light","no rain","Grazing","hoof","brown","Cynodon nlemfuensis","Pennisetum mezzianum","Pennisetum stramineum","Chloris roxburghiana","light","","","345","","","","","","","","","","","","","0.003530933","Cattle","2021","6","25","10","25","","","","4","259118.462","52679.48096","","","","","","","","","","","","","","","","","CT41"
"6/25/21","1","DSCN5579","2","1039","0.480249283","36.84417399","CC","","full","light","no rain","Grazing","hoof","brown","Cynodon nlemfuensis","Pennisetum stramineum","Pennisetum mezzianum","","medium","","","20","","","","","","","","","","","","","2.83e-05","Cattle","2021","6","25","10","39","","","","3","259965.2139","53418.83022","","","","","","","","","","","","","","","","","CT42"
"6/28/21","1","DSCN5580","3","1215","0.462005132","36.84030864","Cattle","","full","strong","no rain","Grazing","belly","brown with some green","Cenchrus ciliaris","Pennisetum stramineum","Cynodon nlemfuensis","Enteropogon macrostachyus","light","","","200","","","","","","","","","","","","Lima 3","0.002890965","Cattle","2021","6","28","12","15","","","","4","259534.1769","51401","","","","","","","","","","","","","","","","","CT43"
"6/28/21","2","DSCN7830","2","1032","0.494227009","36.8411039","Cattle","","full","medium","no rain","Grazing","hock","brown","Pennisetum mezzianum","Pennisetum stramineum","Themeda triandra","Cynodon plectostachyus","light","","","344","","","","","","","","","","","","Lima 1","0.002092155","Cattle","2021","6","28","10","32","","","","4","259623.8564","54965","","","","","","","","","","","","","","","","","CT44"
"6/29/21","1","DSCN0531","1","1028","0.448910279","36.84308414","CC","","full","light","no rain","Grazing","hoof","brown","Cynodon nlemfuensis","Pennisetum mezzianum","","","medium","","","300","","","","","","","","","","","","Lol Patai","0.001994742","Cattle","2021","6","29","10","28","","","","2","259842.7942","49952.5","","","","","","","","","","","","","","","","","CT45"
"6/29/21","1","DSCN0531","2","1037","0.453009512","36.8404217","CC","","full","medium","no rain","Grazing","hoof","brown","Cynodon dactylon","Enteropogon macrostachyus","Pennisetum mezzianum","Cynodon plectostachyus","medium","","","140","","","","","","","","","","","","Lelasung'e","0.001746027","Cattle","2021","6","29","10","37","","","","4","259546.4641","50406","","","","","","","","","","","","","","","","","CT46"
"6/29/21","1","DSCN0531","3","1044","0.461981143","36.84051746","CC","","full","light","no rain","Grazing","hock","brown","Pennisetum stramineum","Pennisetum mezzianum","Cynodon plectostachyus","Microchloa kunthii","","","","180","","","","","","","","","","","","Lokyi","0.002681561","Cattle","2021","6","29","10","44","Elephant ","","","4","259557.4279","51398.33956","","","","","","","","","","","","","","","","","CT47"
"6/29/21","1","DSCN0533","1","1144","0.465138546","36.82820459","Cattle","","part","light","no rain","Grazing","hock","brown","Cynodon nlemfuensis","Chloris roxburghiana","Cynodon plectostachyus","Pennisetum mezzianum","medium","","","400","","","","","","","","","","","","Lima 4","0.005902864","Cattle","2021","6","29","11","44","","","","4","258186.4833","51748","","","","","","","","","","","","","","","","","CT48"
"6/29/21","2","DSCN0529","1","1247","0.492616171","36.83633968","CKC","","full","light","no rain","Walking","hoof","brown","Cynodon nlemfuensis","Cenchrus ciliaris","Chloris roxburghiana","Microchloa kunthii","light","","","227","","","","","","","","","","","","Going to drink water","0.006502596","Cattle","2021","6","29","12","47","","","","4","259093.3013","54787","","","","","","","","","","","","","","","","","CT49"
"6/29/21","3","DSCN4386","1","1200","0.502277014","36.85366034","CKC","","full","no wind","no rain","Grazing","hoof","brown with some green","Pennisetum stramineum","Cynodon plectostachyus","Microchloa kunthii","","light","","","120","","","","","","","","","","","","Gwaso Marok River","0.004320941","Cattle","2021","6","29","12","0","","","","3","261022.3054","55854.93923","","","","","","","","","","","","","","","","","CT50"
"6/29/21","3","DSCN4386","1","1200","0.502277014","36.85366034","SH","","full","no wind","no rain","Grazing","hoof","brown with some green","Pennisetum stramineum","Cynodon plectostachyus","Microchloa kunthii","","light","","","","","","","","","","","","","","","Gwaso Marok River","0.004320941","","2021","6","29","12","0","","","","3","261022.3054","55854.93923","","","","","","","","","","","","","","","","",NA
"6/29/21","3","DSCN4386","2","1209","0.514767512","36.86040367","ZC","","full","light","no rain","Grazing","hock","brown with some green","Cynodon plectostachyus","Cynodon nlemfuensis","","","medium","","","40","","","","","","","","","","","","","0.004396569","Camel","2021","6","29","12","9","","","","2","261773.6283","57236.23454","","","","","","","","","","","","","","","","","CM4"
"6/29/21","3","DSCN4386","3","1213","0.517726328","36.85975491","CKC","","part","light","no rain","Grazing","hock","brown with some green","Cynodon plectostachyus","Microchloa kunthii","Cynodon nlemfuensis","","light","","","110","","","","","","","","","","","","Gwaso Marok River","0.002402345","Cattle","2021","6","29","12","13","","","","3","261701.5","57563.52628","","","","","","","","","","","","","","","","","CT51"
"6/29/21","3","DSCN4387","1","1217","0.521004218","36.86201248","CKC","","full","light","no rain","Grazing","Lh","brown with some green","Cynodon nlemfuensis","Microchloa kunthii","Cynodon plectostachyus","Pennisetum stramineum","light","","","25","","","","","","","","","","","","","0.00423852","Cattle","2021","6","29","12","17","","","","4","261953","57926","","","","","","","","","","","","","","","","","CT52"
"6/29/21","3","DSCN4387","2","1236","0.515580771","36.86538213","CKC","","full","no wind","no rain","Grazing","Lh","brown","Cynodon plectostachyus","Microchloa kunthii","","","open grassland","","","42","","","","","","","","","","","","Ewaso Nyino River","0.0006485","Cattle","2021","6","29","12","36","Donkey","","","2","262328","57326","","","","","","","","","","","","","","","","","CT53"
"6/29/21","3","DSCN4387","3","1240","0.514661975","36.86199588","CKC","","full","no wind","no rain","Walking","Lh","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","","light","","","13","","","","","","","","","","","","","0.003617565","Cattle","2021","6","29","12","40","","","","2","261950.9131","57224.50146","","","","","","","","","","","","","","","","","CT54"
"6/29/21","3","DSCN4387","4","1243","0.511466659","36.86276757","ZC","","full","no wind","no rain","Walking","Lh","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","","light","","","18","","","","","","","","","","","","","0.003526419","Camel","2021","6","29","12","43","","","","2","262036.7212","56871.04723","","","","","","","","","","","","","","","","","CM5"
"6/29/21","3","DSCN4388","1","1217","0.521032047","36.8620076","CC","","full","light","no rain","Grazing","hock","brown with some green","Cynodon nlemfuensis","Microchloa kunthii","Cynodon plectostachyus","Pennisetum stramineum","light","","","25","","","","","","","","","","","","Ewaso Nyino River","0.004235929","Cattle","2021","6","29","12","17","","","","4","261952.4572","57929.07818","","","","","","","","","","","","","","","","","CT55"
"6/29/21","3","DSCN4388","2","1236","0.515580497","36.86457385","CC","","full","no wind","no rain","Grazing","hock","brown","Cynodon plectostachyus","Microchloa kunthii","","","","","","42","","","","","","","","","","","","Ewaso Nyino River","0.001381021","Cattle","2021","6","29","12","36","Donkey","","","2","262238","57326","","","","","","","","","","","","","","","","","CT56"
"6/29/21","3","DSCN4388","3","1240","0.514661975","36.86199588","CC","","full","no wind","no rain","Walking","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","","light","","","13","","","","","","","","","","","","Calves","0.003617565","Cattle","2021","6","29","12","40","","","","2","261950.9131","57224.50146","","","","","","","","","","","","","","","","","CT57"
"6/29/21","3","DSCN4389","1","1243","0.511623953","36.86365196","ZC","","full","no wind","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","","light","","","102","","","","","","","","","","","","Ewaso Nyino River","0.003065277","Camel","2021","6","29","12","43","","","","3","262135.2019","56888.41204","","","","","","","","","","","","","","","","","CM6"
"6/29/21","3","DSCN4389","2","1245","0.505489317","36.86030538","CC","","full","light","no rain","Grazing","hoof","brown with some green","Cynodon plectostachyus","Microchloa kunthii","Cynodon nlemfuensis","","light","","","40","","","","","","","","","","","","","0.001388396","Cattle","2021","6","29","12","45","","","","3","261762.3397","56210","","","","","","","","","","","","","","","","","CT58"
"6/29/21","3","DSCN4389","3","1258","0.507762863","36.87305937","Comm_Camel","","part","light","no rain","Grazing","hoof","brown with some green","Pennisetum stramineum","Cynodon nlemfuensis","Cynodon plectostachyus","","light","","","2","","","","","","","","","","","","Ewaso Nyino River","0.003033798","Camel","2021","6","29","12","58","","","","3","263182.5551","56461","","","","","","","","","","","","","","","","","CM7"
"6/29/21","3","DSCN4390","1","1314","0.494989508","36.86488283","ZC","","full","light","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","","medium","","","80","","","","","","","","","","","","Boundary Area","0.000970937","Camel","2021","6","29","13","14","","","","2","262271.6515","55048.47695","","","","","","","","","","","","","","","","","CM8"
"6/29/21","4","DSCN4391","1","1007","0.475984335","36.87450618","CC","","full","light","no rain","Grazing","hock","brown with some green","Cynodon plectostachyus","Pennisetum stramineum","Cynodon nlemfuensis","","medium","","","10","","","","","","","","","","","","Uhun Exclosure North Area","0.00109058","Cattle","2021","6","29","10","7","","","","3","263342.5277","52946.03508","","","","","","","","","","","","","","","","","CT59"
"6/29/21","4","DSCN4391","2","1010","0.477802792","36.87658908","CC","","full","light","no rain","Grazing","hock","brown with some green","Pennisetum stramineum","Pennisetum mezzianum","Cynodon plectostachyus","Enteropogon macrostachyus","light","","","15","","","","","","","","","","","","Uhun Exclosure North Area","0.001495233","Cattle","2021","6","29","10","10","","","","4","263574.5165","53147.09596","","","","","","","","","","","","","","","","","CT60"
"6/29/21","4","DSCN4391","3","1015","0.478866523","36.88389324","CC","","full","light","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Microchloa kunthii","","light","","","15","","","","","","","","","","","","Near Ewaso Nyino River","0.000377671","Cattle","2021","6","29","10","15","","","","3","264387.8542","53264.49838","","","","","","","","","","","","","","","","","CT61"
"6/29/21","4","DSCN4392","1","1021","0.478849995","36.88723737","CC","","full","light","no rain","Grazing","hock","brown","Cynodon plectostachyus","Pennisetum stramineum","Pennisetum mezzianum","Cynodon nlemfuensis","light","","","2","","","","","","","","","","","","Ewaso Nyino River","0.000397057","Cattle","2021","6","29","10","21","Donkey","","","4","264760.213","53262.55484","","","","","","","","","","","","","","","","","CT62"
"6/29/21","4","DSCN4392","1","1021","0.478849995","36.88723737","SH","","full","light","no rain","Grazing","hock","brown","Cynodon plectostachyus","Pennisetum stramineum","Pennisetum mezzianum","Cynodon nlemfuensis","light","","","5","","","","","","","","","","","","Ewaso Nyino River","0.000397057","","2021","6","29","10","21","Donkey","","","4","264760.213","53262.55484","","","","","","","","","","","","","","","","",NA
"6/29/21","4","DSCN4392","2","1025","0.482437009","36.88813939","ZC","","full","light","no rain","Grazing","hoof","","Pennisetum mezzianum","Pennisetum stramineum","Cynodon plectostachyus","","medium","","","28","","","","","","","","","","","","Ewaso Nyino River","0.000895525","Camel","2021","6","29","10","25","Goat"," Donkey","","3","264860.7741","53659.26707","","","","","","","","","","","","","","","","","CM9"
"6/29/21","4","DSCN4392","2","1025","0.482437009","36.88813939","SH","","full","light","no rain","Grazing","hoof","","Pennisetum mezzianum","Pennisetum stramineum","Cynodon plectostachyus","","medium","","","50","","","","","","","","","","","","Uhun Exclosure North Area","0.000895525","","2021","6","29","10","25","Goat"," Donkey","","3","264860.7741","53659.26707","","","","","","","","","","","","","","","","",NA
"6/29/21","4","DSCN4394","1","1100","0.467101274","57.56506265","CC","","full","light","no rain","Grazing","belly","brown with some green","Pennisetum stramineum","Cynodon nlemfuensis","","","medium","","","5","","","","","","","","","","","","Tower Area","20.59144861","Cattle","2021","6","29","11","0","","","","2","2603043.789","54798.99591","","","","","","","","","","","","","","","","","CT63"
