"Multispecies","Photos.begin","Photos.end","Mpala.North","Notes","Latitude","Longitude","Year","Month","Day","Hour","Minute","Space1","Equus","Species.binomial","alive","Space2","Adult","Activity","Grass.height","Grass.color","Grass.spp.1","Grass.spp.2","Grass.spp.3","Bush.type","Space6","Other.species.1","Other.species.2","Other.species.3","Rain","Sun","Wind","Space3","Space4","Total.zebras","Space5","Whitesheet.Filename"
NA,NA,NA,"Mpala.North","Rongi Area, 250 Cattle",0.455600409,36.8317498,2021,6,12,10,29,"","Equus","Cattle","alive","","Adult","Grazing","< hock","brown with some green","Pennisetum mezzianum","Cynodon plectostachyus","Pennisetum stramineum","medium","","","","","no rain","full","light","","",NA,"","DSCN3247"
0,3176,3195,"Mpala.North","Rongi Area",0.463730569,36.8360119,2021,6,12,10,57,"","Equus","grevyi","alive","","Adult","Grazing","< belly","brown with some green","Cynodon plectostachyus","Pennisetum mezzianum","Eragrostis tenuifolia","medium","","Impala"," Oryx","","no rain","full","light","","",5,"","DSCN3247"
NA,NA,NA,"Mpala.North","Rongai area 80 Cattle",0.465873341,36.83619868,2021,6,12,11,26,"","Equus","Cattle","alive","","Adult","Grazing","< belly","brown with some green","Bothriochloa insculpta","Eragrostis tenuifolia","Cynodon plectostachyus","medium","","","","","no rain","full","light","","",NA,"","DSCN3247"
0,3196,3204,"Mpala.North","Soingaish Dam Area",0.453275435,36.84151147,2021,6,12,11,58,"","Equus","quagga","alive","","Adult","Standing","< hock","brown with some green","Pennisetum mezzianum","Cynodon plectostachyus","Pennisetum stramineum","light","","Elephant","","","no rain","full","no wind","","",5,"","DSCN3248"
0,6537,6559,"Mpala.North","",0.490336834,36.85639804,2021,6,14,10,28,"","Equus","quagga","alive","","Adult","Walking","< hoof","green with some brown","Cynodon nlemfuensis","Cenchrus ciliaris","Pennisetum stramineum","light","","","","","no rain","full","light","","",3,"","DSCN3240"
0,6560,6568,"Mpala.North","",0.498643185,36.85111727,2021,6,14,10,50,"","Equus","grevyi","alive","","Adult","Standing","< hoof","green with some brown","Cynodon nlemfuensis","Cynodon plectostachyus","Microchloa kunthii","open grassland","","Eland","","","no rain","full","light","","",2,"","DSCN3240"
1,6569,6650,"Mpala.North","Check some stuff on this one",0.499494043,36.85384736,2021,6,14,11,6,"","Equus","grevyi","alive","","Adult","Walking","< hoof","brown with some green","Cynodon plectostachyus","Cynodon nlemfuensis","Enteropogon macrostachyus","light","","","","","no rain","full","light","","",13,"","DSCN3240"
1,6569,6650,"Mpala.North","Check some stuff on this one",0.499494043,36.85384736,2021,6,14,11,6,"","Equus","quagga","alive","","Adult","Walking","< hoof","brown with some green","Cynodon plectostachyus","Cynodon nlemfuensis","Enteropogon macrostachyus","light","","","","","no rain","full","light","","",25,"","DSCN3240"
NA,NA,NA,"Mpala.North","160 Cattle",0.501133379,36.84777045,2021,6,14,11,27,"","Equus","Cattle","alive","","Adult","Grazing","< hoof","brown with some green","Cynodon nlemfuensis","Cynodon plectostachyus","","open grassland","","","","","no rain","full","light","","",NA,"","DSCN3241"
0,6660,6666,"Mpala.North","",0.484150921,36.84095579,2021,6,14,11,51,"","Equus","quagga","alive","","Adult","Walking","< hoof","brown with some green","Pennisetum stramineum","Cynodon nlemfuensis","Pennisetum mezzianum","medium","","","","","no rain","full","light","","",3,"","DSCN3241"
0,6667,6675,"Mpala.North","",0.49978708,36.84819117,2021,6,14,12,3,"","Equus","grevyi","alive","","Adult","Walking","< hoof","green with some brown","Cynodon nlemfuensis","Pennisetum stramineum","Pennisetum mezzianum","medium","","","","","no rain","full","light","","",4,"","DSCN3241"
1,6676,6734,"Mpala.North","",0.504463916,36.85544916,2021,6,14,12,23,"","Equus","grevyi","alive","","Adult","Grazing","< hoof","green with some brown","Cynodon nlemfuensis","Cynodon dactylon","","open grassland","","","","","no rain","full","light","","",14,"","DSCN3242"
1,6676,6734,"Mpala.North","",0.504463916,36.85544916,2021,6,14,12,23,"","Equus","quagga","alive","","Adult","Grazing","< hoof","green with some brown","Cynodon nlemfuensis","Cynodon dactylon","","open grassland","","","","","no rain","full","light","","",13,"","DSCN3242"
0,6735,6743,"Mpala.North","",0.485098745,36.85043008,2021,6,14,12,50,"","Equus","grevyi","alive","","Adult","Resting","< hoof","green with some brown","Cynodon plectostachyus","","","open grassland","","","","","no rain","full","light","","",1,"","DSCN3242"
NA,NA,NA,"Mpala.North","300 Cattle",0.477660938,36.85950232,2021,6,15,9,30,"","Equus","Cattle","alive","","Adult","Grazing","< hock","green with some brown","Cynodon dactylon","Cynodon plectostachyus","Chloris roxburghiana","light","","","","","no rain","full","light","","",NA,"","DSCN6973"
0,6744,6761,"Mpala.North","",0.482810944,36.85981999,2021,6,15,9,34,"","Equus","quagga","alive","","Adult","Walking","< hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Cyp","light","","Eland"," Giraffe","","no rain","full","no wind","","",6,"","DSCN6973"
1,6745,6874,"Mpala.North","",0.496988257,36.85154497,2021,6,15,9,56,"","Equus","grevyi","alive","","Adult","Walking","< hoof","brown","Pennisetum stramineum","Cynodon plectostachyus","Eragrostis tenuifolia","light","","Impala","","","no rain","full","no wind","","",5,"","DSCN6973"
1,6745,6874,"Mpala.North","",0.496988257,36.85154497,2021,6,15,9,56,"","Equus","quagga","alive","","Adult","Walking","< hoof","brown","Pennisetum stramineum","Cynodon plectostachyus","Eragrostis tenuifolia","light","","Impala","","","no rain","full","no wind","","",47,"","DSCN6973"
0,6875,6877,"Mpala.North","",0.495705957,36.84342744,2021,6,15,10,13,"","Equus","grevyi","alive","","Adult","Walking","< belly","green with some brown","Chloris roxburghiana","Pennisetum stramineum","Pennisetum mezzianum","medium","","Impala","","","no rain","full","light","","",2,"","DSCN6974"
NA,NA,NA,"Mpala.North","220 Cattle",0.485785825,36.84534865,2021,6,15,10,39,"","Equus","Cattle","alive","","Adult","Grazing","< hock","brown with some green","Cynodon plectostachyus","Pennisetum stramineum","Digitaria macroblefara","medium","","","","","no rain","full","medium","","",NA,"","DSCN6974"
0,6878,6905,"Mpala.North","",0.493172361,36.84788146,2021,6,15,10,45,"","Equus","quagga","alive","","Adult","Walking","< hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Chloris roxburghiana","medium","","","","","no rain","full","no wind","","",11,"","DSCN6974"
0,6906,6962,"Mpala.North","150 Cattle",0.499025815,36.84902968,2021,6,15,11,4,"","Equus","grevyi","alive","","Adult","Walking","< hoof","brown","Cynodon plectostachyus","Chloris roxburghiana","Pennisetum stramineum","light","","","","","no rain","full","no wind","","",13,"","DSCN6975"
0,6963,6971,"Mpala.North","",0.49365844,36.85341138,2021,6,15,11,15,"","Equus","grevyi","alive","","Adult","Walking","< hock","green with some brown","Pennisetum mezzianum","Pennisetum stramineum","Enteropogon macrostachyus","medium","","Impala","","","no rain","full","medium","","",2,"","DSCN6975"
