Date,Loop,Whitesheet Filename,Whitesheet Entry Number,Time,GPS x,GPS y,Distance,Direction,Corrected GPS x,Corrected GPS y,Latitude,Longitude,Species,Multispecies,Sun,Wind,Rain,Other species,Activity,Grass height,Grass color,Grass spp 1,Grass spp 2,Grass spp 3,Grass spp 4,Bush type,Photos begin,Photos end,Total zebras,Male (T),Male (B),Female (NL),Female (L),Female (P),2 year old,1 year old,6-12 months old,3-6 months old,1-3 months old,0-1 months old,Notes,Distance.to.water,
7/9/21,1,DSCN3012,1,1023,260305,48621,18,260,260287.2735,48617.87433,0.436845257,36.84707936,Community Kaparo Cattle,,NS,LW,NR,None,Wa,hock,,Ps,Ent. M,Cp,,LB,,,90,,,,,,,,,,,,,0.00893982,
7/9/21,1,DSCN3012,2,1035,260111,49244,36,120,260142.1769,49226,0.442342876,36.84577471,PZ,0,NS,NW,NR,Giraffe,Gr,belly,B,Ps,Cp,Cc,Cymbo,TB,2768,2811,17,1,8,,2,,,,,,2,,,0.004290787,
7/9/21,1,DSCN3012,3,1059,259753,49757,76,300,259687.1821,49795,0.447485925,36.84168707,PZ,0,NS,MW,NR,None,St,hock,BG,Pm,Ps,Cd,Cp,MB,2812,2842,6,1,,3,1,,,,,1,,,Woundmarks on thigh of 3-6 month old,0.001412867,
7/9/21,1,DSCN3013,1,1116,258525,50497,32,290,258494.9298,50507.94464,0.453928316,36.83097802,PZ,0,NS,LW,NR,Elephant,Gr,belly,B,Pm,Ps,Cp,Ent. M,MB,2843,2858,8,1,,2,2,1,,,,2,,,,0.005434796,
7/9/21,1,DSCN3013,2,1131,259639,52648,7,240,259632.9378,52644.5,0.473247716,36.84119212,Community Cattle,,PS,LW,NR,None,Gr,belly,B,Ps,Ent. M,Pm,Cp,MB,,,160,,,,,,,,,,,,"Ilimotiok cattle, Ngaramata Dam",0.002778934,
7/9/21,1,DSCN3013,3,1135,259158,51829,11,220,259150.9293,51820.57351,0.465797366,36.83686568,Community Cattle,,PS,LW,NR,None,Gr,belly,B,Cc,Pm,Ps,Dig.,MB,,,110,,,,,,,,,,,,Ilimotiok cattle,0.006797605,
7/9/21,1,DSCN3014,1,1139,259092,51626,16,310,259079.7433,51636.2846,0.464131042,36.8362269,Community Cattle,,PS,LW,NR,None,Gr,belly,B,Cc,Cp,Pm,Dig.,MB,,,389,,,,,,,,,,,,Ilimotiok cattle,0.007277586,
7/9/21,1,DSCN3014,2,1143,258853,51212,6,300,258847.8038,51215,0.460321638,36.8341451,Community Cattle,,PS,LW,NR,None,Gr,belly,B,Cp,Ps,Pm,Ent. M,MB,,,260,,,,,,,,,,,,Ilimotiok cattle,0.008519267,
7/9/21,1,DSCN3014,3,1205,260461,51578,33,250,260429.9901,51566.71334,0.463505803,36.84835318,Community Cattle,,PS,LW,NR,None,Gr,hock,B,Cp,Ps,Mk,,MB,,,25,,,,,,,,,,,,Leki'j'I cattle,0.003179087,
7/9/21,1,DSCN3015,1,1225,260964,49968,37,110,260998.7686,49955.34525,0.448939099,36.85346555,PZ,0,PS,LW,NR,None,Re,hock,B,Pm,Cp,Cn,Ent. M,MB,2859,2883,4,1,,1,1,,,,,1,,,,0.005430594,
7/9/21,2,DSCN3016,1,1239,261706,52210,42,240,261669.6269,52189,0.469135296,36.85948429,PZ,1,PS,LW,NR,None,St,hoof,B,Cn,Cp,Pm,Ps,OG,2884,3008,10,1,,2,1,1,2,,1,1,,,,0.004926833,
7/9/21,2,DSCN3016,1,1239,261706,52210,42,240,261669.6269,52189,0.469135296,36.85948429,GZ,1,PS,LW,NR,None,St,hoof,B,Cn,Cp,Pm,Ps,OG,2884,3008,10,,,,5,,,,,,2,3,,0.004926833,
7/9/21,2,DSCN3016,2,1314,261913,54031,22,320,261898.8587,54047.85298,0.485941792,36.86153774,Community Cattle,,FS,LW,NR,None,Gr,hock,B,Cp,Cn,Ps,,LB,,,18,,,,,,,,,,,,Calves,0.005920868,
7/9/21,2,DSCN3016,3,1320,260253,55862,19,40,260265.213,55876.55484,0.502470174,36.84686103,Mpala Steers,,FS,LW,NR,None,Gr,hock,B,Pm,Ps,Cp,,LB,,,140,,,,,,,,,,,,Ewaso-Narok River,0.000242674,
7/9/21,2,DSCN3017,1,1332,260225,54064,12,300,260214.6077,54070,0.486137154,36.84641185,Zainab Camel,,PS,LW,NR,None,Gr,hoof,B,Cc,Mk,Cp,,MB,,,180,,,,,,,,,,,,Ngaramata Dam Area,0.000516249,
7/12/21,1,DSCN4767,1,1037,259724,50225,28,40,259741.9981,50246.44924,0.451567565,36.84217814,PZ,0,PS,NW,NR,Impala,Gr,hoof,B,Cp,Ps,Pm,Cn,LB,4703,4728,11,1,,5,1,3,,,,1,,,,0.00045062,
7/12/21,1,DSCN4767,2,1057,259705,50520,15,80,259719.7721,50522.60472,0.45406419,36.8419778,GZ,0,PS,NW,NR,Elephant,Gr,hoof,B,Cn,Cp,Ps,Pm,LB,4729,4749,1,1,,,,,,,,,,,Songaish Dam,1.03E-05,
7/12/21,1,DSCN4767,3,1114,260616,51098,10,80,260625.8481,51099.73648,0.459284446,36.85011339,CC,,PS,NW,NR,None,Gr,hoof,B,Ps,Cp,Cn,Dig.m,LB,,,120,,,,,,,,,,,,,0.00278068,
7/12/21,2,DSCN4766,1,1134,261009,52629,29,,261009,52658,0.473373654,36.85355007,GZ,0,PS,NW,NR,Impala,Wa,hock,B,Ps,Pm,Cp,Mk,MB,4750,4753,5,1,,4,,,,,,,,,,0.00354109,
7/12/21,2,DSCN4766,2,1146,261038,52446,11,240,261028.4737,52440.5,0.471407305,36.85372556,CC,`,FS,LW,NR,None,Gr,belly,B,Cc,Ent.m,Ps,Pm,MB,,,80,,,,,,,,,,,,,0.0036705,
7/12/21,2,DSCN4766,3,1158,261332,52651,56,70,261384.6228,52670.15313,0.473484587,36.8569234,GZ,0,PS,LW,NR,None,Gr,hock,B,Ps,Ent.m,Chlo.rox,Cp,LB,4754,4765,2,1,,2,,,,,,,,,,0.00598403,
7/12/21,3,DSCN3496,1,1021,261879,57736,46,240,261839.1628,57713,0.519078139,36.86099078,GZ,1,FS,LW,NR,Impala,Gr,hock,BG,Cp,Cn,,,LB,3018,3139,1,,1,,,,,,,,,,Ewaso-Marok River Bank,0.00337599,
7/12/21,3,DSCN3496,1,1021,261879,57736,46,240,261839.1628,57713,0.519078139,36.86099078,PZ,1,FS,LW,NR,Impala,Gr,hock,BG,Cp,Cn,,,LB,3018,3139,39,10,1,7,6,2,,3,3,2,1,,Ewaso-Marok River Bank,0.00337599,
7/12/21,3,DSCN3496,2,1033,262171,58096,14,320,262162.001,58106.72462,0.522638793,36.86388893,CC,,PS,LW,NR,None,Gr,hock,BG,Cn,Cp,Ps,,LB,,,3,,,,,,,,,,,,Ewaso-Marok River Bank,0.00336918,
7/12/21,3,DSCN3496,3,1036,262715,58384,24,40,262730.4269,58402.38507,0.525313623,36.86899298,CC,,PS,LW,NR,None,Gr,hoof,BG,Cp,Cn,,,LB,,,28,,,,,,,,,,,,Calves,0.00052743,
7/12/21,3,DSCN3496,3,1036,262715,58384,24,40,262730.4269,58402.38507,0.525313623,36.86899298,Comm_Camel,,PS,LW,NR,None,Gr,hoof,BG,Cp,Cn,,,LB,,,25,,,,,,,,,,,,,0.00052743,
7/12/21,3,DSCN3498,1,1054,262676,56366,144,180,262676,56222,0.505600542,36.86851077,CC,,PS,LW,NR,None,Gr,hock,B,Cp,Cn,Mk,Ps,MB,,,24,,,,,,,,,,,,Previous Kaparo Boma Area,0.00459626,
7/12/21,3,DSCN3498,1,1054,262676,56366,144,180,262676,56222,0.505600542,36.86851077,ZC,,PS,LW,NR,None,Gr,hock,B,Cp,Cn,Mk,Ps,MB,,,15,,,,,,,,,,,,Previous Kaparo Boma Area,0.00459626,
7/12/21,3,DSCN3498,2,1057,263144,56357,61,260,263083.9267,56346.40746,0.506726532,36.87217394,SH,,PS,LW,NR,None,Gr,hoof,B,Cp,Mk,,,LB,,,50,,,,,,,,,,,,Previous Kaparo Boma Area,0.0038689,
7/12/21,3,DSCN3498,3,1112,262536,55408,61,320,262496.79,55454.72871,0.498663095,36.86690357,GZ,0,FS,LW,NR,None,Re,hoof,B,Cp,Ps,Mk,Chl.rox,MB,3152,3183,4,,,,2,,,,,,1,1,Previous Kaparo Boma Area,0.00462085,
7/12/21,3,DSCN3499,1,1115,262334,55445,110,100,262442.3289,55425.8987,0.498402283,36.86641455,ZC,,FS,LW,NR,None,Gr,hock,B,Cp,Cn,Mk,Ps,MB,,,40,,,,,,,,,,,,,0.00435791,
7/12/21,3,DSCN3499,2,1124,261846,57102,12,160,261850.1042,57090.72369,0.513452185,36.86109093,CC,,FS,LW,NR,None,Gr,hock,BG,Cp,Cn,Mk,,MB,,,25,,,,,,,,,,,,Calves,0.00464656,
7/12/21,3,DSCN3499,3,1128,262188,57742,51,140,262220.7822,57702.93173,0.518988284,36.86441807,CC,,FS,LW,NR,None,Gr,hock,BG,Cp,Cn,Mk,,LB,,,7,,,,,,,,,,,,,0.00198581,
7/12/21,3,DSCN3500,1,1147,261248,54908,34,20,261259.6287,54939.94955,0.494005348,36.85579438,PZ,0,PS,LW,NR,None,Gr,hock,B,Mk,Cp,Ps,,MB,3195,3210,7,1,,,3,,,,,1,1,1,,0.00530374,
7/12/21,3,DSCN3500,2,1151,261534,55522,24,60,261554.7846,55534,0.499377003,36.85844337,ZC,,FS,LW,NR,"Goat, Donkey",Gr,hock,B,Cp,Mk,Ps,,MB,,,120,,,,,,,,,,,,,0.00057905,
7/12/21,3,DSCN3500,2,1151,261534,55522,24,60,261554.7846,55534,0.499377003,36.85844337,SH,,FS,LW,NR,"Goat, Donkey",Gr,hock,B,Cp,Mk,Ps,,MB,,,80,,,,,,,,,,,,,0.00057905,
7/12/21,4,DSCN3501,1,1207,261833,53438,30,160,261843.2606,53409.80922,0.480173091,36.86104024,PZ,0,PS,LW,NR,None,Wa,hock,B,Cp,Ps,Mk,,LB,3212,3246,6,1,,2,1,1,,,,1,,,,0.00231569,
7/12/21,4,DSCN3501,2,1235,261861,52649,57,160,261880.4951,52595.43752,0.472810477,36.86137692,PZ,0,FS,LW,NR,None,Re,hock,B,Cp,Ps,Cn,Mk,MB,3254,3379,23,,,,,,,,,,,,Tower Area,0.00157293,
7/12/21,4,DSCN3501,3,1256,262323,52623,35,100,262357.4683,52616.92231,0.473006057,36.86566045,PZ,0,PS,NW,NR,Impala,Re,hock,B,Ps,Cp,Cc,Dig,MB,3380,3430,17,2,3,,3,2,,2,,,,2,Tower Area,0.00266824,
7/12/21,4,DSCN3502,1,1307,262790,52780,51,40,262822.7822,52819.06827,0.474834966,36.86983878,PZ,0,PS,LW,NR,Impala,Wa,,B,Ps,Cp,Dig,,LB,3431,3450,13,2,,2,3,2,,1,,2,1,,Uhuru-North Exclosure Area,0.00359358,
7/12/21,4,DSCN3502,2,1310,263254,52893,85,200,263224.9283,52813.12613,0.474782368,36.8734504,Camel,,PS,LW,NR,None,Gr,hock,B,Ps,Ent. M,Cp,,MB,,,10,,,,,,,,,,,,Uhuru-North Exclosure Area,0.00079982,
7/12/21,4,DSCN3502,3,1315,264703,53219,12,40,264710.7135,53228.19253,0.478539183,36.88679291,Sheep,,PS,LW,NR,Goat,Gr,hock,B,Cp,Ps,Cn,,LB,,,36,,,,,,,,,,,,Ewaso-Ng'iro River Area,0.00056883,
7/12/21,4,DSCN3504,1,1319,264799,54038,96,60,264882.1384,54086,0.486295221,36.88833006,Community Cattle,,PS,LW,NR,Goat,Gr,hock,B,Cp,Ps,,,LB,,,15,,,,,,,,,,,,,0.00054928,
7/12/21,4,DSCN3504,2,1323,264068,53487,10,160,264071.4202,53477.60307,0.480792334,36.88105078,Community Cattle,,PS,LW,NR,"Donkey, Goat, Sheep",Gr,hock,B,Cp,Pm,Ps,Mk,LB,,,,,,,,,,,,,,,,0.00288218,
7/12/21,4,DSCN3504,3,1330,263161,53467,15,300,263148.0096,53474.5,0.480761667,36.87275776,Community Cattle,,NS,LW,NR,None,Gr,hock,B,Cp,Ps,,,MB,,,,,,,,,,,,,,,Tower Area,0.00338957,
7/12/21,4,DSCN3505,1,1334,263187,54145,53,80,263239.1948,54154.20335,0.486907161,36.87357476,Camel,,PS,LW,NR,Donkey ,Gr,,BG,Cp,Ps,Cn,,MB,,,,,,,,,,,,,,,Tower Area,0.00101473,
7/12/21,4,DSCN3505,2,1337,262968,54522,130,280,262839.975,54544.57426,0.49043537,36.8699883,Cattle,,PS,LW,NR,Impala,Gr,hock,B,Cp,Ps,Mk,,TB,,,,,,,,,,,,,,,Ewaso-Ng'iro River Area,0.00080698,
7/12/21,4,DSCN3505,3,1343,263699,55134,90,360,263699,55224,0.496580593,36.87770113,Sheep,,PS,LW,NR,Goat,Gr,hoof,B,Cp,Cn,Mk,,LB,,,,,,,,,,,,,,,Ewaso-Ng'iro River Area,0.00032878,
7/12/21,4,DSCN3506,1,1350,263348,56173,30,40,263367.2836,56195.98133,0.505367366,36.87471918,Zainab Camel,,PS,LW,NR,None,Gr,hock,B,Cp,Cn,Ps,Mk,MB,,,,,,,,,,,,,,,Kaparo's Boma Area,0.00170647,
7/12/21,4,DSCN3506,2,1408,261745,52829,28,60,261769.2487,52843,0.475048372,36.86037715,GZ,0,PS,LW,NR,,Gr,hoof,B,Pm,Ps,Cp,Mk,LB,3455,3475,2,1,,1,,,,,,,,,Daraboi Area,0.00242142,
7/12/21,4,DSCN3506,3,1416,261688,52480,41,80,261728.3771,52487.11958,0.471830751,36.86001108,PZ,0,PS,LW,NR,Impala,,hock,B,Dig,Tt,Ps,Cp,MB,3476,3495,6,1,,,2,1,,,,2,,,Daraboi Area,0.00304192,
7/13/21,1,DSCN1926,1,1046,259891,50077,62,100,259952.0581,50066.23381,0.449938826,36.8440651,PZ,0,PS,LW,NR,None,Gr,hock,B,Cp,Ent. M,Pm,,LB,8488,8510,9,,9,,,,,,,,,,,0.00168041,
7/13/21,1,DSCN1926,2,1049,259730,50301,31,40,259749.9264,50324.74738,0.45227547,36.84224913,Community Cattle,,NS,LW,NR,None,Gr,hoof,B,Pm,Ps,Micro K,Dig M,MB,,,200,,,,,,,,,,,,Koija,0.00020838,
7/13/21,1,DSCN1926,3,1053,259660,50810,17,120,259674.7224,50801.5,0.456585522,36.84157246,Community Cattle,,NS,LW,NR,Elephant,Gr,hoof,B,Cp,Dig M,Pm,Micro K,MB,,,170,,,,,,,,,,,,Tiamamut,0.00064863,
7/13/21,1,DSCN1927,1,1102,259856,53625,137,340,259809.1432,53753.73789,0.483276692,36.84277141,Community Cattle,,NS,LW,NR,None,Gr,hoof,B,Cp,Cn,Dig M,,MB,,,120,,,,,,,,,,,,Koija,0.00057167,
7/13/21,1,DSCN1927,2,1118,258802,51467,43,80,258844.3467,51474.46687,0.462667422,36.83411335,Community Cattle,,PS,LW,NR,None,Gr,hoof,B,Ps,Dig M,Micro K,,MB,,,100,,,,,,,,,,,,Kijabe,0.00904587,
7/13/21,1,DSCN1927,3,1122,258863,51515,82,340,258834.9543,51592.05479,0.463730487,36.83402867,Community Cattle,,NS,LW,NR,None,Gr,hoof,B,Ps,Dig M,Cp,Micro K,LB,,,250,,,,,,,,,,,,Ilmotiok,0.00938072,
7/13/21,1,DSCN1928,1,1137,260223,53093,128,80,260349.0554,53115.22697,0.477505537,36.84762201,Community Cattle,,NS,MW,NR,None,Gr,hoof,B,Ps,Micro K,Cp,,LB,,,170,,,,,,,,,,,,Lekiji,0.00231003,
7/13/21,1,DSCN1928,2,1148,261277,51986,34,200,261265.3713,51954.05045,0.467010004,36.85585442,GZ,0,PS,LW,NR,None,Re,hock,B,Ps,Cd,Cp,,MB,8511,8516,2,,,,1,,,,,,1,,,0.00473901,
7/13/21,2,DSCN1924,1,1255,260912,52464,221,280,260694.3575,52502.37625,0.471965785,36.85072478,PZ,0,PS,LW,NR,None,Re,hock,B,Ps,Dig M,Tt,Cp,MB,8517,8525,5,,,,3,,1,,,,2,,,0.00066836,
7/13/21,2,DSCN1924,2,1301,261028,52435,35,340,261016.0293,52467.88924,0.471654894,36.85361372,PZ,0,NS,LW,NR,Impala,St,hoof,B,Dig M,Tt,Ps,,MB,8526,8536,3,,3,,,,,,,,,,,0.00355805,
7/13/21,2,DSCN1925,1,1203,260454,51786,42,60,260490.3731,51807,0.465678379,36.8488948,Camel,,NS,LW,NR,None,Gr,hoof,B,Cp,Cn,Ps,,LB,,,30,,,,,,,,,,,,,0.00234218,
7/13/21,2,DSCN1925,2,1220,259967,53806,45,40,259995.9254,53840.472,0.484061384,36.84444859,Sheep,,PS,LW,NR,None,Gr,belly,B,Cp,Ps,Pm,,LB,,,150,,,,,,,,,,,,"Koija, illegal grazing",0.00085713,
7/13/21,2,DSCN1925,3,1229,260447,55074,18,200,260440.8436,55057.08553,0.495061956,36.84844074,Camel,,PS,LW,NR,None,Gr,hoof,B,Cp,Cn,Pm,Ps,LB,,,110,,,,,,,,,,,,missing herder,0.00010195,
7/14/21,3,DSCN8607,1,1139,261083,56563,26,110,261107.432,56554.10748,0.508598407,36.85442276,CC,,PS,LW,NR,Goat,Gr,hoof,B,Cn,Ps,Cp,Mk,LB,,,35,,,,,,,,,,,,Illegal,0.00182951,
7/14/21,3,DSCN8607,1,1139,261083,56563,26,110,261107.432,56554.10748,0.508598407,36.85442276,SH,,PS,LW,NR,Goat,Gr,hoof,B,Cn,Ps,Cp,Mk,LB,,,70,,,,,,,,,,,,Illegal,0.00182951,
7/14/21,3,DSCN8607,2,1146,261943,57984,45,350,261935.1858,58028.31635,0.521929203,36.86185218,CC,,PS,LW,NR,None,Gr,hoof,BG,Cn,Et,Mk,Ent.m,LB,,,45,,,,,,,,,,,,Illegal,0.00374919,
7/14/21,3,DSCN8607,3,1151,2622100,57938,42,20,2622114.365,57977.46709,0.493872449,57.72746913,PZ,0,PS,LW,NR,None,Wa,hock,BG,Cn,Et,Ent.m,Mk,LB,8590,8599,4,1,,2,,1,,,,,,,,20.753864,
7/14/21,3,DSCN8609,1,1156,262589,58277,19,40,262601.213,58291.55484,0.524311204,36.86783287,Comm_Camel,,PS,LW,NR,None,Gr,hoof,BG,Cn,Et,Tb,,LB,,,5,,,,,,,,,,,,Illegal,0.00098313,
7/14/21,3,DSCN8609,2,1159,262757,58030,31,300,262730.1532,58045.5,0.522087015,36.86899162,Comm_Camel,,PS,LW,NR,None,Gr,hoof,BG,Cn,Et,Ent.m,Mk,LB,70,,,,,,,,,,,,,,Illegal,0.00029032,
7/14/21,3,DSCN8609,2,1159,262757,58030,31,300,262730.1532,58045.5,0.522087015,36.86899162,CC,,PS,LW,NR,None,Gr,hoof,BG,Cn,Et,Ent.m,Mk,LB,10,,,,,,,,,,,,,,Illegal,0.00029032,
7/14/21,3,DSCN8609,3,1204,262048,56996,20,240,262030.6795,56986,0.512505928,36.86271296,SH,,PS,NW,NR,None,Gr,hoof,BG,Cn,Cp,Kyl,Cyp,LB,40,,,,,,,,,,,,,,Illegal,0.00337862,
7/14/21,4,DSCN8600,1,1005,261739,52262,25,320,261722.9303,52281.15111,0.46996858,36.85996274,PZ,0,PS,NW,NR,Impala,Wa,belly,B,Ent.m,Cn,Dig.m,Pm,LB,8537,8541,6,1,,1,1,2,,,,1,,,,0.0040049,
7/14/21,4,DSCN8600,2,1015,261954,52338,31,270,261923,52338,0.470483108,36.86175936,PZ,0,NS,NW,NR,Impala,Gr,belly,B,Cymbo,Dig.m,Ent.m,Ps,TB,8542,8552,10,1,,4,2,1,,,,1,,1,,0.00246423,
7/14/21,4,DSCN8600,3,1032,264951,53369,14,230,264940.2754,53360.00097,0.479731525,36.88885422,CC,,NS,NW,NR,Goat,Gr,hoof,B,Cn,Pm,Ent.m,Mk,LB,,,26,,,,,,,,,,,,Ilmotiok illegal,0.00049348,
7/14/21,4,DSCN8600,3,1032,264951,53369,14,230,264940.2754,53360.00097,0.479731525,36.88885422,SH,,NS,NW,NR,Goat,Gr,hoof,B,Cn,Pm,Ent.m,Mk,LB,,,40,,,,,,,,,,,,Ilmotiok illegal,0.00049348,
7/14/21,4,DSCN8603,1,1039,264078,53496,21,280,264057.319,53499.64661,0.480991592,36.88092408,CC,,PS,LW,NR,Donkey,Gr,hock,B,Ps,Pm,Cn,Mk,LB,,,16,,,,,,,,,,,,Illegal,0.00310026,
7/14/21,4,DSCN8603,2,1052,263500,53465,43,40,263527.6399,53497.93991,0.480974664,36.8761671,PZ,0,PS,LW,NR,"Impala, Oryx",Gr,hoof,B,Cn,Cp,PS,Dig.m,LB,8553,8585,10,1,,,4,,,,,1,3,1,,0.00398611,
7/14/21,4,DSCN8603,2,1052,263500,53465,43,40,263527.6399,53497.93991,0.480974664,36.8761671,CC,,PS,LW,NR,"Impala, Oryx",Gr,hoof,B,Cn,Cp,PS,Dig.m,LB,,,,,,,,,,,,,,,,0.00398611,
7/14/21,4,DSCN8603,3,1059,263045,54894,11,280,263034.1671,54895.91013,0.493612374,36.8717313,CC,,PS,NW,NR,Impala,Gr,hoof,B,Cn,Pm,Ent.m,Cp,LB,,,18,,,,,,,,,,,,Illegal,0.00022782,
7/14/21,4,DSCN8603,3,1059,263045,54894,11,280,263034.1671,54895.91013,0.493612374,36.8717313,ZC,,PS,NW,NR,Impala,Gr,hoof,B,Cn,Pm,Ent.m,Cp,LB,,,30,,,,,,,,,,,,,0.00022782,
7/14/21,4,DSCN8604,1,1109,263169,55902,80,300,263099.718,55942,0.503070312,36.87231695,ZC,,PS,NW,NR,Goat,Gr,hoof,B,Cn,Ent.m,Mk,Ps,OG,,,80,,,,,,,,,,,,,0.00478894,
7/14/21,4,DSCN8604,1,1109,263169,55902,80,300,263099.718,55942,0.503070312,36.87231695,SH,,PS,NW,NR,Goat,Gr,hoof,B,Cn,Ent.m,Mk,Ps,OG,,,59,,,,,,,,,,,,Illegal,0.00478894,
7/14/21,4,DSCN8604,2,1113,262866,55610,10,240,262857.3397,55605,0.500022765,36.87014118,ZC,,PS,NW,NR,Goat,Gr,hoof,B,Cn,Mk,Ent.m,Ps,LB,,,60,,,,,,,,,,,,,0.00614759,
7/14/21,4,DSCN8604,2,1113,262866,55610,10,240,262857.3397,55605,0.500022765,36.87014118,SH,,PS,NW,NR,Goat,Gr,hoof,B,Cn,Mk,Ent.m,Ps,LB,,,80,,,,,,,,,,,,,0.00614759,
7/14/21,4,DSCN8604,3,1117,262609,55345,20,360,262609,55365,0.497852187,36.86791158,ZC,,PS,LW,NR,Goat,Gr,hock,B,Cn,Cp,MK,PS,LB,,,150,,,,,,,,,,,,,0.00391961,
7/14/21,4,DSCN8604,3,1117,262609,55345,20,360,262609,55365,0.497852187,36.86791158,SH,,PS,LW,NR,Goat,Gr,hock,B,Cn,Cp,MK,PS,LB,,,150,,,,,,,,,,,,Illegal,0.00391961,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
