"Longitude","Latitude","NDVI","PZ.present","Total.PZ","Cattle.present","Total.Cattle","Camel.present","Total.Camel","MC.present","Total.MC","CC.present","Total.CC","Comm_Camel.present","Total.Comm_Camel","ZC.present","Total.ZC","CKC.present","Total.CKC","GZ.present","Total.GZ","Total.zebras","Zebras.present"
36.8677083298558,0.530208333332,0.4714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8697916631827,0.530208333332,0.4328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8656249965288,0.528124999996,0.5543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8677083298558,0.528124999996,0.4758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8697916631827,0.528124999996,0.4275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8593749965481,0.52604166666,0.5015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.861458329875,0.52604166666,0.5151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8635416632019,0.52604166666,0.5248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8656249965288,0.52604166666,0.5212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8677083298558,0.52604166666,0.5428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8697916631827,0.52604166666,0.4595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8593749965481,0.523958333324,0.5393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.861458329875,0.523958333324,0.5588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8635416632019,0.523958333324,0.5195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8656249965288,0.523958333324,0.5182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8677083298558,0.523958333324,0.5714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8697916631827,0.523958333324,0.5047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8593749965481,0.521874999988,0.537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.861458329875,0.521874999988,0.5206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8635416632019,0.521874999988,0.5206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8656249965288,0.521874999988,0.5421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8677083298558,0.521874999988,0.5529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8697916631827,0.521874999988,0.5179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8593749965481,0.519791666652,0.5277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.861458329875,0.519791666652,0.5142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8635416632019,0.519791666652,0.5102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8656249965288,0.519791666652,0.5102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8677083298558,0.519791666652,0.5198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8572916632212,0.517708333316,0.583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8593749965481,0.517708333316,0.5165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.861458329875,0.517708333316,0.5378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8635416632019,0.517708333316,0.5633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8656249965288,0.517708333316,0.5208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8677083298558,0.517708333316,0.4338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8531249965673,0.51562499998,0.5436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8552083298942,0.51562499998,0.5547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8572916632212,0.51562499998,0.5288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8593749965481,0.51562499998,0.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.861458329875,0.51562499998,0.5003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8635416632019,0.51562499998,0.4971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8656249965288,0.51562499998,0.4713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8677083298558,0.51562499998,0.4338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8364583299519,0.513541666644,0.5602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8385416632788,0.513541666644,0.5593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8531249965673,0.513541666644,0.5269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8552083298942,0.513541666644,0.5137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8572916632212,0.513541666644,0.5125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8593749965481,0.513541666644,0.4743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.861458329875,0.513541666644,0.4667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8635416632019,0.513541666644,0.4592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8656249965288,0.513541666644,0.4374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8677083298558,0.513541666644,0.4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8322916632981,0.511458333308,0.5428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.834374996625,0.511458333308,0.568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8364583299519,0.511458333308,0.5431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8385416632788,0.511458333308,0.5368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8406249966058,0.511458333308,0.5361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8427083299327,0.511458333308,0.5391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8531249965673,0.511458333308,0.5157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8552083298942,0.511458333308,0.5157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8572916632212,0.511458333308,0.4492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8593749965481,0.511458333308,0.4696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.861458329875,0.511458333308,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
